run_id,command,returncode,runtime_s,runtime_source,status,error,input_nc,solver_status,solver_runtime_s,solver_gap,run_dir
C01_representative__proxy_24h__vehicle_specific_6040__AUV2_region_B,REUSED_EXISTING,0,270.022545337677,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__99bf0ffe81.nc,REUSED,270.022545337677,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__99bf0ffe81
C01_representative__proxy_24h__vehicle_specific_5050__AUV1_region_A,REUSED_EXISTING,0,252.45587420463562,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__171ba321f0.nc,REUSED,252.45587420463562,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__171ba321f0
C01_representative__proxy_24h__vehicle_specific_5050__AUV2_region_B,REUSED_EXISTING,0,248.14875388145447,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__339840bf80.nc,REUSED,248.14875388145447,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__339840bf80
C01_representative__proxy_24h__vehicle_specific_2575__AUV1_region_A,REUSED_EXISTING,0,139.93692898750305,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__6ca5a2deaa.nc,REUSED,139.93692898750305,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__6ca5a2deaa
C01_representative__proxy_24h__vehicle_specific_2575__AUV2_region_B,REUSED_EXISTING,0,138.7340545654297,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__328d11404e.nc,REUSED,138.7340545654297,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__328d11404e
C06_representative__multi_auv_24h__baseline_shared_STD,REUSED_EXISTING,0,334.4328978061676,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__mult__7f0e1fab20.nc,REUSED,334.4328978061676,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__mult__7f0e1fab20
C01_representative__proxy_24h__vehicle_specific_00100__AUV1_region_A,REUSED_EXISTING,0,69.43047976493835,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__0109a25a90.nc,REUSED,69.43047976493835,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__0109a25a90
C01_representative__proxy_24h__vehicle_specific_00100__AUV2_region_B,REUSED_EXISTING,0,70.99389386177063,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__9ee502effc.nc,REUSED,70.99389386177063,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__9ee502effc
C06_representative__proxy_24h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,317.6090085506439,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__c46a225ecf.nc,REUSED,317.6090085506439,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__c46a225ecf
C06_representative__proxy_24h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,340.4798011779785,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__cd1255bd4d.nc,REUSED,340.4798011779785,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__cd1255bd4d
C06_representative__proxy_24h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,294.1497938632965,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__c71fddf78f.nc,REUSED,294.1497938632965,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__c71fddf78f
C06_representative__proxy_24h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,311.84875440597534,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__7b3445f1de.nc,REUSED,311.84875440597534,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__7b3445f1de
C06_representative__proxy_24h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,290.2475914955139,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__2b9546b397.nc,REUSED,290.2475914955139,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__2b9546b397
C06_representative__proxy_24h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,325.49651765823364,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__a889aaeaad.nc,REUSED,325.49651765823364,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__a889aaeaad
C06_representative__proxy_24h__vehicle_specific_6040__AUV1_region_A,REUSED_EXISTING,0,274.15785026550293,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__626a6b28c2.nc,REUSED,274.15785026550293,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__626a6b28c2
C06_representative__proxy_24h__vehicle_specific_6040__AUV2_region_B,REUSED_EXISTING,0,310.5868525505066,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__2b593ac632.nc,REUSED,310.5868525505066,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__2b593ac632
C06_representative__proxy_24h__vehicle_specific_5050__AUV1_region_A,REUSED_EXISTING,0,231.781640291214,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__9c6c91639c.nc,REUSED,231.781640291214,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__9c6c91639c
C06_representative__proxy_24h__vehicle_specific_5050__AUV2_region_B,REUSED_EXISTING,0,276.4693443775177,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__31f426bef8.nc,REUSED,276.4693443775177,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__31f426bef8
C06_representative__proxy_24h__vehicle_specific_2575__AUV1_region_A,REUSED_EXISTING,0,156.7423813343048,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__0772f629ef.nc,REUSED,156.7423813343048,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__0772f629ef
C06_representative__proxy_24h__vehicle_specific_2575__AUV2_region_B,REUSED_EXISTING,0,176.80142498016357,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__a1c3eea812.nc,REUSED,176.80142498016357,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__a1c3eea812
C06_representative__proxy_24h__vehicle_specific_00100__AUV1_region_A,REUSED_EXISTING,0,69.52274632453918,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__95aab553a9.nc,REUSED,69.52274632453918,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__95aab553a9
C06_representative__proxy_24h__vehicle_specific_00100__AUV2_region_B,REUSED_EXISTING,0,73.33483004570007,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__prox__d7708a756f.nc,REUSED,73.33483004570007,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__prox__d7708a756f
October_control__multi_auv_24h__baseline_shared_STD,REUSED_EXISTING,0,260.68045258522034,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__multi_a__c4c017a2c2.nc,REUSED,260.68045258522034,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__multi_a__c4c017a2c2
October_control__proxy_24h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,257.3137094974518,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__1cac1d2602.nc,REUSED,257.3137094974518,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__1cac1d2602
October_control__proxy_24h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,229.02716875076294,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__e0bc9ac1db.nc,REUSED,229.02716875076294,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__e0bc9ac1db
October_control__proxy_24h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,279.4011015892029,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__2defa325e3.nc,REUSED,279.4011015892029,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__2defa325e3
October_control__proxy_24h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,234.4502317905426,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__0f34e92c53.nc,REUSED,234.4502317905426,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__0f34e92c53
October_control__proxy_24h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,256.7388017177582,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__2b8d4a7f0f.nc,REUSED,256.7388017177582,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__2b8d4a7f0f
October_control__proxy_24h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,226.60543847084045,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__f6f802c3e3.nc,REUSED,226.60543847084045,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__f6f802c3e3
October_control__proxy_24h__vehicle_specific_6040__AUV1_region_A,REUSED_EXISTING,0,282.9450011253357,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__912dbebee8.nc,REUSED,282.9450011253357,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__912dbebee8
October_control__proxy_24h__vehicle_specific_6040__AUV2_region_B,REUSED_EXISTING,0,223.16217947006226,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__f3eb88d9a0.nc,REUSED,223.16217947006226,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__f3eb88d9a0
October_control__proxy_24h__vehicle_specific_5050__AUV1_region_A,REUSED_EXISTING,0,252.73555755615234,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__28e640a76c.nc,REUSED,252.73555755615234,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__28e640a76c
October_control__proxy_24h__vehicle_specific_5050__AUV2_region_B,REUSED_EXISTING,0,189.7804536819458,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__515885d5f7.nc,REUSED,189.7804536819458,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__515885d5f7
October_control__proxy_24h__vehicle_specific_2575__AUV1_region_A,REUSED_EXISTING,0,167.5727994441986,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__89bd3f27cc.nc,REUSED,167.5727994441986,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__89bd3f27cc
October_control__proxy_24h__vehicle_specific_2575__AUV2_region_B,REUSED_EXISTING,0,145.75353288650513,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__f8e38d9931.nc,REUSED,145.75353288650513,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__f8e38d9931
October_control__proxy_24h__vehicle_specific_00100__AUV1_region_A,REUSED_EXISTING,0,69.81573486328125,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__4f88d5fe7b.nc,REUSED,69.81573486328125,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__4f88d5fe7b
October_control__proxy_24h__vehicle_specific_00100__AUV2_region_B,REUSED_EXISTING,0,71.37628841400146,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\October_control__proxy_2__40acf564da.nc,REUSED,71.37628841400146,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\October_control__proxy_2__40acf564da
C01_representative__multi_auv_48h__baseline_shared_STD,REUSED_EXISTING,0,389.6941635608673,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__mult__ff65e5c873.nc,REUSED,389.6941635608673,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__mult__ff65e5c873
C01_representative__proxy_48h__vehicle_specific_9010__AUV1_region_A,REUSED_EXISTING,0,318.6025650501251,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__39dca9694b.nc,REUSED,318.6025650501251,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__39dca9694b
C01_representative__proxy_48h__vehicle_specific_9010__AUV2_region_B,REUSED_EXISTING,0,318.80424189567566,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__c0872d67f2.nc,REUSED,318.80424189567566,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__c0872d67f2
C01_representative__proxy_48h__vehicle_specific_8020__AUV1_region_A,REUSED_EXISTING,0,297.7881062030792,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__3042a4a95c.nc,REUSED,297.7881062030792,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__3042a4a95c
C01_representative__proxy_48h__vehicle_specific_8020__AUV2_region_B,REUSED_EXISTING,0,274.94639229774475,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__fecbcc025d.nc,REUSED,274.94639229774475,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__fecbcc025d
C01_representative__proxy_48h__vehicle_specific_7030__AUV1_region_A,REUSED_EXISTING,0,293.6782035827637,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__3d8223c32b.nc,REUSED,293.6782035827637,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__3d8223c32b
C01_representative__proxy_48h__vehicle_specific_7030__AUV2_region_B,REUSED_EXISTING,0,301.91472816467285,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__ca554ee0e9.nc,REUSED,301.91472816467285,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__ca554ee0e9
C01_representative__proxy_48h__vehicle_specific_6040__AUV1_region_A,REUSED_EXISTING,0,321.3014199733734,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__7d0fbb60a2.nc,REUSED,321.3014199733734,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__7d0fbb60a2
C01_representative__proxy_48h__vehicle_specific_6040__AUV2_region_B,REUSED_EXISTING,0,297.494681596756,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__cd378380cd.nc,REUSED,297.494681596756,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__cd378380cd
C01_representative__proxy_48h__vehicle_specific_5050__AUV1_region_A,REUSED_EXISTING,0,272.41617703437805,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__5b016413e1.nc,REUSED,272.41617703437805,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__5b016413e1
C01_representative__proxy_48h__vehicle_specific_5050__AUV2_region_B,REUSED_EXISTING,0,254.53574061393738,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__18f6456a50.nc,REUSED,254.53574061393738,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__18f6456a50
C01_representative__proxy_48h__vehicle_specific_2575__AUV1_region_A,REUSED_EXISTING,0,161.71796822547913,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__8a82b64d68.nc,REUSED,161.71796822547913,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__8a82b64d68
C01_representative__proxy_48h__vehicle_specific_2575__AUV2_region_B,REUSED_EXISTING,0,162.4413468837738,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__79f654ef23.nc,REUSED,162.4413468837738,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__79f654ef23
C01_representative__proxy_48h__vehicle_specific_00100__AUV1_region_A,REUSED_EXISTING,0,69.27233386039734,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__86909cc00f.nc,REUSED,69.27233386039734,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__86909cc00f
C01_representative__proxy_48h__vehicle_specific_00100__AUV2_region_B,REUSED_EXISTING,0,70.90196800231934,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C01_representative__prox__18ca0b6c58.nc,REUSED,70.90196800231934,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C01_representative__prox__18ca0b6c58
C06_representative__multi_auv_48h__baseline_shared_STD,REUSED_EXISTING,0,401.6205880641937,estimated_from_file_timestamps,REUSED,,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_inputs\C06_representative__mult__1948a4c686.nc,REUSED,401.6205880641937,,results\fossum_roi_x490_step12b_multi_auv_vehicle_specific_weight_duration_sensitivity_20260529_221108\planner_runs\C06_representative__mult__1948a4c686
