run_id,strategy,case_id,vehicle_id,mission_duration_requested_h,solver_status,solver_runtime,collected_STD,collected_region_A,collected_region_B,collected_boundary,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,crossing_count,regions_visited,trajectory_length,mission_duration,sampled_cells
C01_representative__proxy_48h__vehicle_specific_5050__AUV1_region_A,vehicle_specific_5050,C01_representative,1,48.0,REUSED,272.41617703437805,272.7043151855469,338.0,0.0,499.86260986328125,0.5550082325935364,0.0,0.11330049484968185,0,1,149.348,43.06666666666667,609
C01_representative__proxy_48h__vehicle_specific_5050__AUV2_region_B,vehicle_specific_5050,C01_representative,2,48.0,REUSED,254.53574061393738,250.8716583251953,0.0,545.0,246.9040069580078,0.0,0.8678343892097473,0.0,0,1,151.506,43.583333333333336,628
C01_representative__proxy_48h__vehicle_specific_2575__AUV1_region_A,vehicle_specific_2575,C01_representative,1,48.0,REUSED,161.71796822547913,274.7690734863281,332.0,0.0,499.3101501464844,0.5460526347160339,0.0,0.15296052396297455,0,1,150.727,43.55,608
C01_representative__proxy_48h__vehicle_specific_2575__AUV2_region_B,vehicle_specific_2575,C01_representative,2,48.0,REUSED,162.4413468837738,276.57147216796875,0.0,421.0,300.2706298828125,0.0,0.6845528483390808,0.021138211712241173,0,1,149.756,43.166666666666664,615
C01_representative__proxy_48h__vehicle_specific_00100__AUV1_region_A,vehicle_specific_00100,C01_representative,1,48.0,REUSED,69.27233386039734,96.94937896728516,176.0,0.0,214.1303253173828,0.6929134130477905,0.0,0.05511811003088951,0,1,63.726,17.966666666666665,254
C01_representative__proxy_48h__vehicle_specific_00100__AUV2_region_B,vehicle_specific_00100,C01_representative,2,48.0,REUSED,70.90196800231934,133.402099609375,0.0,246.0,149.33758544921875,0.0,0.8039215803146362,0.0,0,1,72.409,20.483333333333334,306
C06_representative__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,C06_representative,1,48.0,REUSED,401.6205880641937,245.39956665039062,95.0,93.0,355.580078125,0.16295026242733002,0.1595197319984436,0.06689536571502686,1,2,150.52,43.3,583
C06_representative__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,C06_representative,2,48.0,REUSED,401.6205880641937,314.995849609375,226.0,20.0,419.47918701171875,0.37049180269241333,0.032786883413791656,0.19344262778759003,1,2,150.589,43.516666666666666,610
C06_representative__proxy_48h__vehicle_specific_9010__AUV1_region_A,vehicle_specific_9010,C06_representative,1,48.0,REUSED,347.7901813983917,340.6322021484375,316.0,0.0,471.11895751953125,0.5105007886886597,0.0,0.2390953153371811,0,1,152.714,44.13333333333333,619
C06_representative__proxy_48h__vehicle_specific_9010__AUV2_region_B,vehicle_specific_9010,C06_representative,2,48.0,REUSED,375.3393449783325,335.81695556640625,253.0,0.0,458.5954284667969,0.41205212473869324,0.0,0.24429967999458313,0,1,151.703,43.88333333333333,614
C06_representative__proxy_48h__vehicle_specific_8020__AUV1_region_A,vehicle_specific_8020,C06_representative,1,48.0,REUSED,296.906450510025,331.6412353515625,321.0,0.0,445.5766906738281,0.5314569473266602,0.0,0.1870860904455185,0,1,151.138,43.53333333333333,604
C06_representative__proxy_48h__vehicle_specific_8020__AUV2_region_B,vehicle_specific_8020,C06_representative,2,48.0,REUSED,341.7905378341675,293.2127990722656,141.0,196.0,358.8314514160156,0.22926829755306244,0.3186991810798645,0.19837398827075958,1,2,149.885,43.4,615
C06_representative__proxy_48h__vehicle_specific_7030__AUV1_region_A,vehicle_specific_7030,C06_representative,1,48.0,REUSED,292.7462878227234,332.0143737792969,327.0,0.0,450.4626770019531,0.5378289222717285,0.0,0.20723684132099152,0,1,149.989,43.333333333333336,608
C06_representative__proxy_48h__vehicle_specific_7030__AUV2_region_B,vehicle_specific_7030,C06_representative,2,48.0,REUSED,362.9396719932556,239.55137634277344,59.0,369.0,267.87030029296875,0.09379968047142029,0.5866454839706421,0.09697933495044708,1,2,151.254,43.61666666666667,629
C06_representative__proxy_48h__vehicle_specific_6040__AUV1_region_A,vehicle_specific_6040,C06_representative,1,48.0,REUSED,278.0481662750244,334.3163757324219,336.0,0.0,455.1387023925781,0.5445705056190491,0.0,0.16045381128787994,0,1,152.122,44.03333333333333,617
C06_representative__proxy_48h__vehicle_specific_6040__AUV2_region_B,vehicle_specific_6040,C06_representative,2,48.0,REUSED,334.89313197135925,192.14730834960938,0.0,518.0,181.19094848632812,0.0,0.8436481952667236,0.0032573288772255182,0,1,151.523,43.833333333333336,614
C06_representative__proxy_48h__vehicle_specific_5050__AUV1_region_A,vehicle_specific_5050,C06_representative,1,48.0,REUSED,259.0540509223938,335.823974609375,326.0,0.0,454.25,0.537953794002533,0.0,0.20792078971862793,0,1,150.794,43.7,606
C06_representative__proxy_48h__vehicle_specific_5050__AUV2_region_B,vehicle_specific_5050,C06_representative,2,48.0,REUSED,283.8230631351471,188.34266662597656,0.0,519.0,178.60269165039062,0.0,0.8522167205810547,0.003284072270616889,0,1,152.457,43.86666666666667,609
C06_representative__proxy_48h__vehicle_specific_2575__AUV1_region_A,vehicle_specific_2575,C06_representative,1,48.0,REUSED,189.6635298728943,314.94171142578125,311.0,0.0,438.9107666015625,0.5183333158493042,0.0,0.1616666615009308,0,1,152.763,44.13333333333333,600
C06_representative__proxy_48h__vehicle_specific_2575__AUV2_region_B,vehicle_specific_2575,C06_representative,2,48.0,REUSED,188.41026258468628,192.178466796875,0.0,541.0,177.05548095703125,0.0,0.8573692440986633,0.0,0,1,150.004,43.36666666666667,631
October_control__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,October_control,1,48.0,REUSED,350.12517857551575,308.6041564941406,34.0,212.0,186.99484252929688,0.05564648285508156,0.34697216749191284,0.0,1,2,150.265,43.233333333333334,611
October_control__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,October_control,2,48.0,REUSED,350.12517857551575,340.98175048828125,0.0,348.0,141.57862854003906,0.0,0.5640194416046143,0.0,0,1,154.461,44.63333333333333,617
C06_representative__proxy_48h__vehicle_specific_00100__AUV1_region_A,vehicle_specific_00100,C06_representative,1,48.0,REUSED,70.23333263397217,137.91378784179688,160.0,0.0,190.13067626953125,0.6153846383094788,0.0,0.06538461893796921,0,1,62.323,17.566666666666666,260
C06_representative__proxy_48h__vehicle_specific_00100__AUV2_region_B,vehicle_specific_00100,C06_representative,2,48.0,REUSED,72.54131865501404,109.80766296386719,0.0,308.0,110.51546478271484,0.0,0.8415300250053406,0.0,0,1,87.185,24.716666666666665,366
October_control__proxy_48h__vehicle_specific_9010__AUV1_region_A,vehicle_specific_9010,October_control,1,48.0,REUSED,266.48267555236816,358.9864501953125,0.0,462.0,100.88042449951172,0.0,0.756137490272522,0.0,0,1,151.943,43.96666666666667,611
October_control__proxy_48h__vehicle_specific_9010__AUV2_region_B,vehicle_specific_9010,October_control,2,48.0,REUSED,305.4450192451477,360.3061218261719,0.0,542.0,92.63406372070312,0.0,0.8798701167106628,0.0,0,1,152.609,44.083333333333336,616
October_control__proxy_48h__vehicle_specific_8020__AUV1_region_A,vehicle_specific_8020,October_control,1,48.0,REUSED,292.4032597541809,349.1451721191406,93.0,399.0,163.006103515625,0.14691942930221558,0.6303317546844482,0.0,1,2,151.543,43.75,633
October_control__proxy_48h__vehicle_specific_8020__AUV2_region_B,vehicle_specific_8020,October_control,2,48.0,REUSED,252.83058404922485,360.79571533203125,0.0,549.0,92.13378143310547,0.0,0.8912337422370911,0.0,0,1,153.833,44.46666666666667,616
October_control__proxy_48h__vehicle_specific_7030__AUV1_region_A,vehicle_specific_7030,October_control,1,48.0,REUSED,266.1134126186371,287.8248291015625,263.0,265.0,253.92529296875,0.42556634545326233,0.42880257964134216,0.04692556709051132,1,2,150.701,43.56666666666667,618
October_control__proxy_48h__vehicle_specific_7030__AUV2_region_B,vehicle_specific_7030,October_control,2,48.0,REUSED,263.6745913028717,357.1566162109375,0.0,553.0,89.64300537109375,0.0,0.9080459475517273,0.0,0,1,151.413,43.8,609
October_control__proxy_48h__vehicle_specific_6040__AUV1_region_A,vehicle_specific_6040,October_control,1,48.0,REUSED,290.1858434677124,176.9521026611328,481.0,0.0,427.0675048828125,0.784665584564209,0.0,0.1647634655237198,0,1,151.775,43.88333333333333,613
October_control__proxy_48h__vehicle_specific_6040__AUV2_region_B,vehicle_specific_6040,October_control,2,48.0,REUSED,252.73078966140747,364.4429016113281,0.0,579.0,91.87757873535156,0.0,0.9190475940704346,0.0,0,1,151.87,43.88333333333333,630
October_control__proxy_48h__vehicle_specific_5050__AUV1_region_A,vehicle_specific_5050,October_control,1,48.0,REUSED,261.52775859832764,155.84835815429688,519.0,0.0,455.08660888671875,0.8439024686813354,0.0,0.22113820910453796,0,1,151.886,43.86666666666667,615
October_control__proxy_48h__vehicle_specific_5050__AUV2_region_B,vehicle_specific_5050,October_control,2,48.0,REUSED,235.12457084655762,363.2187194824219,0.0,575.0,92.56413269042969,0.0,0.9185303449630737,0.0,0,1,151.348,43.766666666666666,626
October_control__proxy_48h__vehicle_specific_2575__AUV1_region_A,vehicle_specific_2575,October_control,1,48.0,REUSED,187.94780230522156,187.3077392578125,392.0,0.0,392.634521484375,0.6447368264198303,0.0,0.1430921107530594,0,1,151.073,43.5,608
October_control__proxy_48h__vehicle_specific_2575__AUV2_region_B,vehicle_specific_2575,October_control,2,48.0,REUSED,156.5982973575592,354.90228271484375,0.0,569.0,91.60411071777344,0.0,0.9192245602607727,0.0,0,1,151.801,43.93333333333333,619
October_control__proxy_48h__vehicle_specific_00100__AUV1_region_A,vehicle_specific_00100,October_control,1,48.0,REUSED,69.96465849876404,81.0622787475586,202.0,0.0,165.28079223632812,0.8015872836112976,0.0,0.075396828353405,0,1,62.138,17.6,252
October_control__proxy_48h__vehicle_specific_00100__AUV2_region_B,vehicle_specific_00100,October_control,2,48.0,REUSED,70.832683801651,145.1175537109375,0.0,217.0,46.67420196533203,0.0,0.84765625,0.0,0,1,62.153,17.633333333333333,256
C01_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV1_region_B,role_swap_of_vehicle_specific_7030,C01_representative,1,12.0,REUSED,246.68028593063354,92.31534576416016,0.0,87.0,77.87401580810547,0.0,0.5612903237342834,0.0,0,1,37.275,10.766666666666667,155
C01_representative__proxy_12h__role_swap_of_vehicle_specific_7030__AUV2_region_A,role_swap_of_vehicle_specific_7030,C01_representative,2,12.0,REUSED,271.10947465896606,75.66423797607422,52.0,0.0,124.86854553222656,0.3466666638851166,0.0,0.006666666828095913,0,1,36.829,10.616666666666667,150
C01_representative__proxy_24h__role_swap_of_vehicle_specific_6040__AUV1_region_B,role_swap_of_vehicle_specific_6040,C01_representative,1,24.0,REUSED,265.390629529953,159.501708984375,0.0,243.0,144.98951721191406,0.0,0.7813504934310913,0.0,0,1,75.79,21.9,311
C01_representative__proxy_24h__role_swap_of_vehicle_specific_6040__AUV2_region_A,role_swap_of_vehicle_specific_6040,C01_representative,2,24.0,REUSED,280.6404604911804,142.7923583984375,215.0,0.0,269.24169921875,0.6782334446907043,0.0,0.05678233504295349,0,1,75.184,21.75,317
C01_representative__proxy_48h__role_swap_of_vehicle_specific_6040__AUV1_region_B,role_swap_of_vehicle_specific_6040,C01_representative,1,48.0,REUSED,291.8469223976135,263.4376220703125,0.0,531.0,262.1987609863281,0.0,0.8335949778556824,0.0,0,1,152.908,44.28333333333333,637
C01_representative__proxy_48h__role_swap_of_vehicle_specific_6040__AUV2_region_A,role_swap_of_vehicle_specific_6040,C01_representative,2,48.0,REUSED,321.93445563316345,272.1741943359375,355.0,0.0,508.91845703125,0.5744336843490601,0.0,0.18284790217876434,0,1,151.024,43.68333333333333,618
C06_representative__proxy_12h__role_swap_of_vehicle_specific_6040__AUV1_region_B,role_swap_of_vehicle_specific_6040,C06_representative,1,12.0,REUSED,301.0554955005646,47.665000915527344,0.0,97.0,46.31791687011719,0.0,0.6554054021835327,0.0,0,1,36.59,10.483333333333333,148
C06_representative__proxy_12h__role_swap_of_vehicle_specific_6040__AUV2_region_A,role_swap_of_vehicle_specific_6040,C06_representative,2,12.0,REUSED,258.7184431552887,82.99771118164062,85.0,0.0,115.95378112792969,0.5448718070983887,0.0,0.03205128386616707,0,1,36.091,10.333333333333334,156
C06_representative__proxy_24h__role_swap_of_vehicle_specific_6040__AUV1_region_B,role_swap_of_vehicle_specific_6040,C06_representative,1,24.0,REUSED,303.90944743156433,99.84910583496094,0.0,257.0,92.7042236328125,0.0,0.8132911324501038,0.0,0,1,75.51,21.733333333333334,316
C06_representative__proxy_24h__role_swap_of_vehicle_specific_6040__AUV2_region_A,role_swap_of_vehicle_specific_6040,C06_representative,2,24.0,REUSED,268.6287200450897,170.4246063232422,238.0,0.0,219.12872314453125,0.7752442955970764,0.0,0.02931596152484417,0,1,75.334,21.766666666666666,307
C06_representative__proxy_48h__role_swap_of_vehicle_specific_6040__AUV1_region_B,role_swap_of_vehicle_specific_6040,C06_representative,1,48.0,REUSED,330.83175015449524,192.14730834960938,0.0,518.0,181.19094848632812,0.0,0.8436481952667236,0.0032573288772255182,0,1,151.523,43.833333333333336,614
C06_representative__proxy_48h__role_swap_of_vehicle_specific_6040__AUV2_region_A,role_swap_of_vehicle_specific_6040,C06_representative,2,48.0,REUSED,281.7561364173889,334.3163757324219,336.0,0.0,455.1387023925781,0.5445705056190491,0.0,0.16045381128787994,0,1,152.122,44.03333333333333,617
October_control__proxy_12h__role_swap_of_vehicle_specific_7030__AUV1_region_B,role_swap_of_vehicle_specific_7030,October_control,1,12.0,REUSED,231.8386504650116,87.71820068359375,0.0,100.0,22.006961822509766,0.0,0.6578947305679321,0.0,0,1,37.868,10.8,152
October_control__proxy_12h__role_swap_of_vehicle_specific_7030__AUV2_region_A,role_swap_of_vehicle_specific_7030,October_control,2,12.0,REUSED,256.1897084712982,56.84149169921875,113.0,0.0,98.64254760742188,0.7197452187538147,0.0,0.0,0,1,37.207,10.733333333333333,157
October_control__proxy_24h__role_swap_of_vehicle_specific_5050__AUV1_region_B,role_swap_of_vehicle_specific_5050,October_control,1,24.0,REUSED,191.38418459892273,179.80165100097656,0.0,268.0,49.12331008911133,0.0,0.8645161390304565,0.0,0,1,75.701,21.816666666666666,310
October_control__proxy_24h__role_swap_of_vehicle_specific_5050__AUV2_region_A,role_swap_of_vehicle_specific_5050,October_control,2,24.0,REUSED,249.90775442123413,97.999267578125,252.0,0.0,200.92567443847656,0.8399999737739563,0.0,0.09333333373069763,0,1,74.487,21.483333333333334,300
October_control__proxy_48h__role_swap_of_vehicle_specific_6040__AUV1_region_B,role_swap_of_vehicle_specific_6040,October_control,1,48.0,REUSED,214.287939786911,364.4429016113281,0.0,579.0,91.87757873535156,0.0,0.9190475940704346,0.0,0,1,151.87,43.88333333333333,630
October_control__proxy_48h__role_swap_of_vehicle_specific_6040__AUV2_region_A,role_swap_of_vehicle_specific_6040,October_control,2,48.0,REUSED,247.00821208953857,176.9521026611328,481.0,0.0,427.0675048828125,0.784665584564209,0.0,0.1647634655237198,0,1,151.775,43.88333333333333,613
