distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
106,7,8,0.4139106869697571,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z008.png
107,245,246,0.4240392744541168,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
108,6,7,0.4285799264907837,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z007.png
109,172,173,0.43245619535446167,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
110,162,163,0.4352625906467438,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
111,122,123,0.436640202999115,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z123.png
112,173,174,0.4406073987483978,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
113,145,146,0.44234418869018555,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
114,55,56,0.48035141825675964,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z056.png
115,255,256,0.4942416548728943,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z256.png
116,174,175,0.5116962194442749,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
117,237,238,0.5194002985954285,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
118,114,115,0.5218334794044495,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z115.png
119,166,167,0.5389062762260437,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
120,164,165,0.5489592552185059,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
121,175,176,0.5552396774291992,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z176.png
122,152,153,0.5661957859992981,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png
123,144,145,0.5751831531524658,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
124,171,172,0.5850222110748291,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
125,187,188,0.5898738503456116,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z188.png
126,115,116,0.6137208938598633,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z116.png
127,236,237,0.6151173710823059,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z237.png
128,238,239,0.6201081871986389,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z239.png
129,116,117,0.6262015104293823,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z117.png
130,77,78,0.630205512046814,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z078.png
131,167,168,0.7140507102012634,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z168.png
132,78,79,0.719589352607727,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z079.png
133,260,261,0.773587167263031,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z261.png
134,239,240,0.8745272159576416,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z240.png
135,79,80,0.9070000648498535,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z080.png
136,177,178,0.9109463691711426,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z178.png
137,168,169,0.9446565508842468,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z169.png
138,84,85,1.0768733024597168,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z085.png
139,85,86,1.153343677520752,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z086.png
140,86,87,1.1636145114898682,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z087.png
