day_used,source_numeric_field_used,full_regridded_shape,candb_crop_nomask_shape,candb_crop_masked_shape,same_roi_used,same_bbox_used,same_shape_nomask_vs_masked,masked_fraction,valid_cells_nomask,valid_cells_masked,difference_due_to_mask_only_explained,masked_matches_previous_saved_day299,notes
2024-10-30,results/plots/X_surface_300.npy[idx=298] => z299,"[180, 240]","[67, 128]","[67, 128]",True,True,True,0.03264925373134328,8576,8296,True,True,No-mask crop uses exact same CAND_B ROI/subgrid as masked crop; masked version is produced by applying planner-derived boolean mask only.
