method_family,method_name,interpolation,domain_tested,mask_mode,rmse,mae,mean_bias,max_abs_error,pearson,spearman,nrmse,ssim,ncc,contour_score,gradient_corr,exact_match_possible,valid_cells_used,valid_fraction,notes,composite_score,rank
B_linear_registration,affine_rmse_optimization,lanczos,full,nomask,0.04553305423311378,0.038274505267879955,0.03291177864384858,0.11293608703613245,0.04007751051672519,0.021449014032862406,0.32020431950149764,0.9963230653280193,0.0400775105167252,0.3362125153690752,0.1939814413055835,False,123,0.0028472222222222223,affine optimize,0.46743627581230474,1
B_linear_registration,affine_rmse_optimization,lanczos,full,masked,0.04553305423311378,0.038274505267879955,0.03291177864384858,0.11293608703613245,0.04007751051672519,0.021449014032862406,0.32020431950149764,0.9963230653280193,0.0400775105167252,0.3362125153690752,0.1939814413055835,False,123,0.0028472222222222223,affine optimize,0.46743627581230474,2
C_nonrigid_registration,dense_optical_flow_tvl1,linear,full,nomask,0.717152071869338,0.6826589953771739,0.6813429935923601,1.4802217597162581,0.6994852269587861,0.7063085046741299,0.5346494739399402,0.7416113467796756,0.6994852269587861,0.13121024855462418,0.07328307837645846,False,40388,0.9349074074074074,dense flow,0.46986095318336224,3
B_linear_registration,affine_rmse_optimization,nearest,full,nomask,0.05263126046132925,0.044551714565135916,0.03873931790104626,0.14315827331542863,0.029070963214080325,0.033850001108013845,0.30475541668400974,0.9942067581019407,0.02907096321408038,0.28751081699685416,0.08111020782026615,False,216,0.005,affine optimize,0.47107504855532767,4
B_linear_registration,affine_rmse_optimization,nearest,full,masked,0.05263126046132925,0.044551714565135916,0.03873931790104626,0.14315827331542863,0.029070963214080325,0.033850001108013845,0.30475541668400974,0.9942067581019407,0.02907096321408038,0.28751081699685416,0.08111020782026615,False,216,0.005,affine optimize,0.47107504855532767,5
C_nonrigid_registration,piecewise_affine_from_flow,nearest,full,nomask,0.7859609091824921,0.7719284624872323,0.7718593320002026,1.2210917205810539,0.9155938925679139,0.9341817129440723,0.6284921907820493,0.845357548930435,0.9155938925679152,0.14281222595738147,0.0715115331371232,False,29909,0.692337962962963,piecewise affine,0.48665860011981316,6
C_nonrigid_registration,dense_optical_flow_ilk,linear,full,nomask,0.7821288073572854,0.7679068399192349,0.7678408725659835,1.2016007695310051,0.9088832705215776,0.9309789016695039,0.5799991155782608,0.8101750652475562,0.9088832705215771,0.11038267136602065,0.06099767355571891,False,23968,0.5548148148148148,dense flow,0.4879367185885219,7
B_linear_registration,affine_rmse_optimization,linear,full,nomask,0.05129036876223541,0.04335341949462901,0.037791527252197345,0.1415217681884755,0.009331886388719636,-0.07336033845590433,0.33037274565046465,0.9944081151738262,0.009331886388719669,0.24518427260795997,0.0827395803700116,False,200,0.004629629629629629,affine optimize,0.49031837456699934,8
B_linear_registration,affine_rmse_optimization,linear,full,masked,0.05129036876223541,0.04335341949462901,0.037791527252197345,0.1415217681884755,0.009331886388719636,-0.07336033845590433,0.33037274565046465,0.9944081151738262,0.009331886388719669,0.24518427260795997,0.0827395803700116,False,200,0.004629629629629629,affine optimize,0.49031837456699934,9
C_nonrigid_registration,bspline_like_smooth_flow_tvl1,linear,full,nomask,0.7341849708465823,0.6920460837423327,0.690731314695528,1.4741929547457282,0.5934117448711188,0.6406140829718177,0.5473477994905007,0.7538146433998769,0.5934117448711186,0.10303470507059456,0.07805441697664134,False,40455,0.9364583333333333,smooth-flow deformation,0.4936250755929293,10
C_nonrigid_registration,bspline_like_smooth_flow_ilk,linear,full,nomask,0.7980227926820298,0.7855799221757432,0.7855799221757432,1.2109163402683372,0.9087478675683651,0.9458231267878388,0.5960731944144236,0.8858667573160939,0.9087478675683648,0.12032964418565788,0.05246206992533913,False,21787,0.5043287037037038,smooth-flow deformation,0.49480411137250585,11
B_linear_registration,affine_rmse_optimization,bicubic,full,nomask,0.05029323919544339,0.04256164507697618,0.03731084630629601,0.14218934020995988,-0.042962355002980485,-0.09523840524077506,0.3239500109207255,0.9950347526584912,-0.042962355002980505,0.17304528403177136,0.14555098459457305,False,170,0.003935185185185185,affine optimize,0.49631834234069816,12
B_linear_registration,affine_rmse_optimization,bicubic,full,masked,0.05029323919544339,0.04256164507697618,0.03731084630629601,0.14218934020995988,-0.042962355002980485,-0.09523840524077506,0.3239500109207255,0.9950347526584912,-0.042962355002980505,0.17304528403177136,0.14555098459457305,False,170,0.003935185185185185,affine optimize,0.49631834234069816,13
C_nonrigid_registration,piecewise_affine_from_flow,linear,full,nomask,0.7975006000683715,0.7846617048066509,0.7845900801608121,1.2195866440307341,0.9102935654288773,0.9372025530850517,0.6413354242608532,0.8642359898034218,0.9102935654288774,0.14018159312746495,0.07906925762609708,False,25863,0.5986805555555555,piecewise affine,0.5008995891524761,14
C_nonrigid_registration,dense_optical_flow_ilk,linear,full,masked,0.728630438479126,0.7121123494278121,0.7120098732127155,1.2016007695310051,0.8459150985450039,0.8514055342767909,0.5403266136293106,0.8241897112540579,0.8459150985450039,0.08109005803077651,-0.05303028026191933,False,15429,0.35715277777777776,dense flow,0.5059845803263021,15
C_nonrigid_registration,piecewise_affine_from_flow,nearest,full,masked,0.7294689067199033,0.7123177467087131,0.7122048728285639,1.2210917205810539,0.8420602874842412,0.8466988480872661,0.5833184652512119,0.8551249440859193,0.8420602874842414,0.13636393466394942,-0.016824452766010637,False,18318,0.4240277777777778,piecewise affine,0.5096769523217037,16
C_nonrigid_registration,bspline_like_smooth_flow_ilk,linear,full,masked,0.7438834777105913,0.7281745684985532,0.7281745684985532,1.2109163402683372,0.850579346258756,0.8932106019484495,0.5556345068050431,0.9022845991472167,0.8505793462587562,0.106007264198433,-0.04837224247712347,False,12976,0.30037037037037034,smooth-flow deformation,0.5097006210965657,17
C_nonrigid_registration,piecewise_affine_from_flow,linear,full,masked,0.7441407583180661,0.7270414668482413,0.7269177737248889,1.2195866440307341,0.840298527142716,0.8684622901975513,0.5984244136051995,0.8772657779950067,0.8402985271427166,0.12748373640566588,-0.014699484486929485,False,14976,0.3466666666666667,piecewise affine,0.5221353841859379,18
C_nonrigid_registration,dense_optical_flow_tvl1,linear,full,masked,0.658624364167565,0.6184572913646599,0.6166181674862841,1.428123109530393,0.46031763323477976,0.3492473191372622,0.49101603919004416,0.7425327161348938,0.46031763323478003,0.1498562682296824,-0.0011031936813381074,False,28900,0.6689814814814815,dense flow,0.5289327134455136,19
A_discrete_basic,resize_full_transpose_flip_v,nearest,full,masked,0.670512332797616,0.5952239401658052,0.5951805091648483,1.5191317901611328,0.21841102144371552,0.31475837274469487,0.49722827793668173,0.7768264715638423,0.21841102144371552,0.14641996832509538,-0.01734945411606822,False,29909,0.692337962962963,orientation + resize,0.5607964594188335,20
A_discrete_basic,resize_full_transpose_flip_v,linear,full,masked,0.6703806053442728,0.595139842449873,0.5950989557737573,1.5156442443847666,0.21859214407184857,0.3150851968884587,0.4971305935070613,0.7798612575958033,0.21859214407184854,0.10128880013803977,-0.017621179010035837,False,29909,0.692337962962963,orientation + resize,0.5623397356060083,21
C_nonrigid_registration,bspline_like_smooth_flow_tvl1,linear,full,masked,0.6795055786364865,0.6285045301540436,0.6266656716652454,1.4741929547457282,0.28517904869946564,0.2107389755185091,0.5065833515760146,0.7593479828913873,0.2851790486994658,0.10498598296892177,0.007228710161565718,False,28925,0.6695601851851852,smooth-flow deformation,0.567811170634471,22
C_nonrigid_registration,dense_optical_flow_tvl1,linear,roi,nomask,0.7029521939216271,0.6881125532104151,0.6881125532104151,1.411507968101816,0.7928054182910054,0.6942074420824724,0.8688612495168752,0.648968755533207,0.7928054182910051,0.20194971782982477,0.08767510805999755,False,8576,1.0,dense flow,0.5703327516025678,23
A_discrete_basic,resize_full_transpose_flip_v,bicubic,full,masked,0.6768840391971899,0.6019814765404494,0.6019669275761229,1.516403369140626,0.1993921348564491,0.2961445597177549,0.5046289478489512,0.7699319841087434,0.19939213485644902,0.11772004317033333,0.0001500144561350519,False,28809,0.666875,orientation + resize,0.5711561945593571,24
C_nonrigid_registration,dense_optical_flow_tvl1,linear,roi,masked,0.6994061746114569,0.6843111544068026,0.6843111544068026,1.411507968101816,0.7765981146275605,0.6663318751156302,0.8644783074117269,0.6507467531497042,0.7765981146275607,0.1967460035600912,0.04458976120229204,False,8296,0.9673507462686567,dense flow,0.5772625181987874,25
A_discrete_basic,resize_full_flip_hv,nearest,full,nomask,0.8041948167689537,0.7307611923949628,0.7228282518474436,1.3020561309814447,0.18966245187486075,0.0886829045271146,0.5963624892613666,0.7991408880602233,0.1896624518748608,0.08627227220620512,0.20747466445347984,False,43200,1.0,orientation + resize,0.5888650182825378,26
A_discrete_basic,resize_full_flip_hv,linear,full,nomask,0.8033448626970124,0.7298256609658298,0.7218287590121193,1.3023841949462884,0.18854163284055844,0.08787789598627284,0.5957321933237016,0.7976634372509271,0.18854163284055828,0.07996236452748487,0.08528263600646675,False,42781,0.9903009259259259,orientation + resize,0.594947309053634,27
A_discrete_basic,resize_full_flip_hv,bicubic,full,nomask,0.8046887890242214,0.7328880360263891,0.7269047978024267,1.303995904541015,0.21657097759374191,0.11606692423965444,0.5967288016494035,0.7602562641607707,0.21657097759374208,0.10976727626602958,0.08814701878183359,False,40716,0.9425,orientation + resize,0.5958838993737683,28
A_discrete_basic,resize_full_transpose_flip_v,nearest,full,nomask,0.8069098208993898,0.723897972749749,0.7238677358361638,1.5579854766845713,0.17177174877366735,0.17471017263290003,0.5983758404889796,0.7441157205515275,0.17177174877366727,0.14110288192482964,-0.015225537101730737,False,42960,0.9944444444444445,orientation + resize,0.5971962269552962,29
A_discrete_basic,resize_full_transpose_flip_v,linear,full,nomask,0.8054886131791807,0.7224656446201753,0.7224370599775548,1.557287387084962,0.17216031958533182,0.17668905730267556,0.5973219230101445,0.746289406150714,0.172160319585332,0.09399604958623146,-0.056188538947084504,False,42781,0.9903009259259259,orientation + resize,0.6003198205070132,30
B_linear_registration,similarity_manual_rot_+8.0deg,nearest,full,nomask,0.7456357837879285,0.663005309253475,0.6572383116569458,1.3273780456542958,0.20062144248768735,0.10161431376385768,0.5529371774474807,0.8153298532189676,0.2006214424876873,0.07209511566489145,-0.04181400264172505,False,31419,0.7272916666666667,manual similarity,0.601760207630003,31
B_linear_registration,similarity_manual_rot_+8.0deg,linear,full,nomask,0.7455240520321548,0.6627426075544025,0.656963627359865,1.325932275390624,0.19716011292713734,0.09636191856772534,0.55285432112136,0.8160718956080963,0.19716011292713728,0.05580936680785971,-0.04269345553425352,False,31354,0.7257870370370371,manual similarity,0.6032701386513151,32
B_linear_registration,similarity_manual_rot_+8.0deg,bicubic,full,nomask,0.7437945219799053,0.6605245838356522,0.65467877870389,1.3257777801513662,0.18956752418314654,0.08349657369167408,0.5515717626843935,0.8173700016793445,0.18956752418314646,0.06215678610159711,-0.03808812923454251,False,30998,0.7175462962962963,manual similarity,0.6046782367986223,33
A_discrete_basic,resize_full_transpose,nearest,full,nomask,0.8106520083061849,0.7281775782772326,0.7250225374020054,1.5976190093994127,0.13891864927278877,0.1069834803394874,0.6011509145763323,0.7183969444333916,0.1389186492727889,0.11407869758087488,0.05326382172885881,False,42960,0.9944444444444445,orientation + resize,0.606787668317576,34
D_optimization_matching,ncc_translation_search,linear,full,nomask,0.7656470046465825,0.6820778941960673,0.677024013005108,1.337539843750001,0.17538756791741905,0.11623677322318306,0.5677767924705834,0.809669017298415,0.1753875679174191,0.05407851198077298,-0.03975812368363393,False,33755,0.7813657407407407,NCC translation,0.6070444971920389,35
C_nonrigid_registration,piecewise_affine_from_flow,nearest,roi,nomask,0.7405571286973365,0.7293215697174485,0.7293215697174485,1.0245296234130876,0.8483359519899696,0.8958760339646722,0.9228701211257226,0.7521911637354143,0.8483359519899696,0.1470953818407415,-0.055489178447479276,False,5888,0.6865671641791045,piecewise affine,0.60721876091681,36
C_nonrigid_registration,piecewise_affine_from_flow,nearest,roi,masked,0.733261106982571,0.7221230017385878,0.7221230017385878,1.0245296234130876,0.8390577369435546,0.8865927142261404,0.9137779387906669,0.7503060238115187,0.8390577369435546,0.13887533185908393,-0.05341590741060052,False,5608,0.6539179104477612,piecewise affine,0.6086498230827934,37
B_linear_registration,similarity_manual_rot_+8.0deg,lanczos,full,nomask,0.7404299371689459,0.6561614202041078,0.650179698977563,1.3152101165771484,0.17341362193800572,0.056927929355267914,0.5490767053533149,0.8197853105632433,0.1734136219380056,0.05854902249613476,-0.046865336836072365,False,30293,0.7012268518518519,manual similarity,0.6090694091220692,38
A_discrete_basic,resize_full_transpose,linear,full,nomask,0.8093128756496771,0.7267659641679162,0.7235940418041441,1.5972416442871094,0.1384188765508204,0.10724491714561328,0.6001578610676132,0.7195260049056643,0.13841887655082005,0.07599068416082012,0.022422922341670763,False,42781,0.9903009259259259,orientation + resize,0.6094546310249835,39
A_discrete_basic,resize_full_transpose_flip_v,bicubic,full,nomask,0.8093174492048106,0.7267499359378993,0.7267396709223899,1.5593377868652354,0.15429758029710613,0.1636195314769816,0.6033603826032069,0.7265267247997707,0.1542975802971062,0.10874743753393368,-0.028170610178136823,False,40832,0.9451851851851852,orientation + resize,0.6099334416149362,40
A_discrete_basic,resize_full_transpose,nearest,full,masked,0.6997482473722578,0.6131503685266165,0.6086186036398012,1.5976190093994127,0.035440146811733325,0.07434174577342724,0.5189086002018962,0.7476577722963221,0.03544014681173349,0.1134314518601956,-0.021403032401328875,False,29909,0.692337962962963,orientation + resize,0.6127228015479709,41
A_discrete_basic,resize_full_flip_hv,lanczos,full,nomask,0.8047389499708697,0.7351032321992862,0.7315243049855805,1.2555409423828117,0.2577934661009291,0.15552321236816088,0.6386817063260862,0.7309709327930982,0.25779346610092874,0.10149304925063161,0.09144031111194975,False,36612,0.8475,orientation + resize,0.6143889619187581,42
A_discrete_basic,resize_full_transpose,linear,full,masked,0.699623462061467,0.6130676375000507,0.6085306081562233,1.5972416442871094,0.035417924180756344,0.0745480909002226,0.5188160638201456,0.7502922994641474,0.03541792418075619,0.06384201610226527,-0.025069747445036896,False,29909,0.692337962962963,orientation + resize,0.6146406423534174,43
A_discrete_basic,resize_full_flip_h,nearest,full,nomask,0.8134340651430986,0.7304981113596314,0.7228282518474436,1.5370950622558581,0.08565989581529343,0.036033068049032876,0.6032139897242104,0.7848638879606454,0.08565989581529332,0.0680845980324705,0.08537127850691612,False,43200,1.0,orientation + resize,0.6149648705680637,44
A_discrete_basic,resize_full_transpose,bicubic,full,nomask,0.8109717005835961,0.7286254897271576,0.7267396730711465,1.5983383697509765,0.13534928262333817,0.1060302902692047,0.6045936560805137,0.7001426717876459,0.13534928262333792,0.11085508817015041,0.03246936990355418,False,40832,0.9451851851851852,orientation + resize,0.6155332329823715,45
A_discrete_basic,resize_full_transpose_flip_h,nearest,full,masked,0.6598818436644295,0.5581326514469991,0.5571392155736782,1.624500912475586,-0.07957156099200643,0.033413286673208066,0.4893450824356165,0.7329876282377922,-0.0795715609920065,0.08446513203297859,-0.007950630027201283,False,29909,0.692337962962963,orientation + resize,0.6158308808585644,46
A_discrete_basic,resize_full_transpose_flip_h,linear,full,masked,0.659814959914273,0.5580919536188688,0.5570969025215313,1.6263243377685548,-0.07955016602335432,0.03310099026133217,0.4892954838073951,0.7349563491745876,-0.07955016602335437,0.058341197997547056,-0.012924899646871083,False,29909,0.692337962962963,orientation + resize,0.6169484157314742,47
D_optimization_matching,isotherm_levelset_translation_search,linear,full,nomask,0.7756135246756816,0.6869024487242567,0.6821481966894481,1.3829423706054698,0.12064956709502019,0.08217993819365957,0.5751676119211574,0.7981105816267676,0.1206495670950201,0.05259119240420934,-0.04393908355726076,False,34880,0.8074074074074075,isotherm alignment,0.617946539798929,48
A_discrete_basic,resize_full_transpose_flip_v,lanczos,full,masked,0.691320402003468,0.6171555129571247,0.6171555129571247,1.5158979217529307,0.16770429649522925,0.2595756018845436,0.5983644800306996,0.7643197366973213,0.1677042964952293,0.10044470323885756,0.0014659449028993857,False,26567,0.6149768518518518,orientation + resize,0.6181630062082021,49
A_discrete_basic,resize_full_flip_h,linear,full,nomask,0.8136200569776326,0.7304294241254039,0.7226982249185068,1.5368661804199206,0.08321505139789738,0.03376696532239283,0.6033519147034718,0.7855718359784885,0.08321505139789735,0.07009833807995133,0.0365763428696699,False,42781,0.9903009259259259,orientation + resize,0.6182741764108471,50
A_discrete_basic,resize_full_transpose,bicubic,full,masked,0.7044387241157486,0.6183549071707369,0.6156820734834086,1.5983383697509765,0.03476190923910832,0.07268405089862257,0.5251714497452189,0.7391869032193038,0.03476190923910822,0.10815812335723199,-0.007463815795676704,False,28809,0.666875,orientation + resize,0.6183733770430051,51
A_discrete_basic,resize_full_flip_h,bicubic,full,nomask,0.8135836137866987,0.7325245852047572,0.7269047982708785,1.5296335144042956,0.11549231767836143,0.06724161385321009,0.6033248897194645,0.7446205445642462,0.11549231767836146,0.08910567989573173,0.03868630275083542,False,40716,0.9425,orientation + resize,0.6185343182138904,52
C_nonrigid_registration,bspline_like_smooth_flow_ilk,linear,roi,masked,0.7093347876093997,0.6951179901324849,0.6951179901324849,1.0315737979867343,0.8365630244784427,0.8764394952848529,0.890508803727826,0.8633085300227197,0.8365630244784429,0.14026573821477234,-0.07076602925464623,False,3125,0.36438899253731344,smooth-flow deformation,0.6215250060215082,53
A_discrete_basic,resize_full_transpose_flip_h,bicubic,full,masked,0.667913515044076,0.567370792733694,0.5669436632537656,1.6271521270751954,-0.08903495934338163,0.02871401485970094,0.4979412644306682,0.7205346994461832,-0.08903495934338156,0.11115880291392423,-0.0041820383543885314,False,28809,0.666875,orientation + resize,0.6234608650095924,54
C_nonrigid_registration,bspline_like_smooth_flow_ilk,linear,roi,nomask,0.7194148582814449,0.70478877888043,0.70478877888043,1.0315737979867343,0.8422406588224793,0.8853036328774035,0.9031634652958949,0.8623078370334918,0.8422406588224791,0.1507991747353169,-0.10724048721528036,False,3288,0.3833955223880597,smooth-flow deformation,0.6249687462425699,55
A_discrete_basic,resize_full_flip_v,nearest,full,nomask,0.820880666776325,0.7234762756893015,0.7228282518474436,1.4682239044189451,0.0009718141982559637,0.08540826248197639,0.6087361266416939,0.770071631735974,0.0009718141982559477,0.054690889833228264,-0.014089260137955096,False,43200,1.0,orientation + resize,0.6305147680121974,56
A_discrete_basic,resize_full_flip_v,linear,full,nomask,0.8214926581499802,0.723353629686811,0.7226915787797842,1.4676688659667967,-0.010455716994212258,0.07364450530989382,0.6091899578420314,0.7733385624790626,-0.010455716994212293,0.05394053394823008,-0.044164457146418805,False,42781,0.9903009259259259,orientation + resize,0.6349038753681038,57
C_nonrigid_registration,piecewise_affine_from_flow,linear,roi,nomask,0.7516901160570495,0.7401406835548822,0.7401406835548822,1.0248528991425871,0.8371116141955193,0.8871628186371839,0.9565312923039379,0.7918020802411776,0.837111614195519,0.15245565960331936,-0.07320144397590812,False,4594,0.5356809701492538,piecewise affine,0.6353498953840084,58
A_discrete_basic,resize_full_flip_h,lanczos,full,nomask,0.813010242700179,0.7346716231952217,0.7315243154569308,1.5243558807373034,0.1630492063754966,0.11546397988513639,0.6452462243652206,0.7139036510654552,0.1630492063754966,0.08119887179989554,0.04543967339249798,False,36612,0.8475,orientation + resize,0.6355710511695049,59
C_nonrigid_registration,piecewise_affine_from_flow,linear,roi,masked,0.7434512466258868,0.7318816658031276,0.7318816658031276,1.0248528991425871,0.8255967353344685,0.8766918606371155,0.9460472693591485,0.7898123794298626,0.8255967353344682,0.14154911028394943,-0.06396524176740237,False,4327,0.5045475746268657,piecewise affine,0.6362368090369016,60
C_nonrigid_registration,dense_optical_flow_ilk,linear,roi,masked,0.7167718002400343,0.7030848373262644,0.7030848373262644,1.0834355696146254,0.8172982944909973,0.8522102877086887,0.9167638296860466,0.7231479958863626,0.8172982944909973,0.1101365702051671,-0.08070986621970397,False,3794,0.44239738805970147,dense flow,0.6377221612340321,61
A_discrete_basic,scale_only_center_s0.85,nearest,full,nomask,0.7458012134785795,0.6585596009282233,0.655915200910099,1.459013619995119,0.04615586189234196,0.056184602833985686,0.5659226873153845,0.8256979696486313,0.04615586189234196,0.1388971861256498,-0.026469835527780955,False,25715,0.5952546296296296,scale only,0.6382246497919822,62
A_discrete_basic,resize_full_flip_h,linear,full,masked,0.6927198998317777,0.6023311603742942,0.5912726685066202,1.5006975921630854,-0.06599687797471732,-0.1871686271963792,0.5136966257558598,0.7758543281931157,-0.06599687797471726,0.07545840144753344,-0.03308431473184752,False,29909,0.692337962962963,orientation + resize,0.6390795866938357,63
A_discrete_basic,resize_full_flip_h,nearest,full,masked,0.6918032489035855,0.6016888195262712,0.590691145239013,1.5010714324951167,-0.06354832286825238,-0.18405366458594566,0.5130168697838967,0.7739237231089593,-0.06354832286825232,0.07328017129511044,-0.06705963256637676,False,30128,0.6974074074074074,orientation + resize,0.6392974441965831,64
A_discrete_basic,scale_only_center_s0.85,linear,full,nomask,0.7472066395477414,0.6600852029159552,0.6575999323561684,1.4589888244628924,0.046955131126500974,0.058071155182232555,0.5669891410613813,0.8271582142320517,0.046955131126500974,0.12064029139063923,-0.02403266601169175,False,25530,0.5909722222222222,scale only,0.6395128670190497,65
C_nonrigid_registration,dense_optical_flow_ilk,linear,roi,nomask,0.7251651053756972,0.7111088370756087,0.7111088370756087,1.0834355696146254,0.8224650158254501,0.8562618341768546,0.927499015636885,0.7159168144528799,0.82246501582545,0.12446634785845527,-0.09285256325044997,False,3963,0.4621035447761194,dense flow,0.63983768244673,66
A_discrete_basic,resize_full_flip_h,bicubic,full,masked,0.6999855462870709,0.6109446233355607,0.6029689098286486,1.5006994995117182,-0.04732282539736676,-0.16647728305030907,0.5190845727008306,0.7565115747660108,-0.04732282539736673,0.10008154105102811,-0.0016126914603857175,False,28689,0.6640972222222222,orientation + resize,0.6399425186903289,67
B_linear_registration,similarity_manual_rot_+4.0deg,nearest,full,nomask,0.7937955997643861,0.6930287492670358,0.6887524816265435,1.4895178466796892,-0.006408553783152482,-0.0006006052160863376,0.5886507970073306,0.7674747625855297,-0.00640855378315249,0.06952743600907034,-0.043463184127213214,False,36926,0.8547685185185185,manual similarity,0.6419547052189091,68
A_discrete_basic,scale_only_center_s0.85,bicubic,full,nomask,0.7469731563730654,0.6593991487625641,0.6569001620240381,1.4589773803710955,0.03614707396061987,0.04344992930833021,0.5668119712964794,0.8273386430801819,0.03614707396061986,0.12472545441204046,-0.027390245095289006,False,25392,0.5877777777777777,scale only,0.6419675098680081,69
B_linear_registration,similarity_manual_rot_+4.0deg,linear,full,nomask,0.7938087711119959,0.692846529476916,0.6885619298065888,1.490700402832033,-0.010255450485128556,-0.006263379763053175,0.5886605644137894,0.7682599467920983,-0.010255450485128558,0.05657888710651933,-0.043316740545887196,False,36850,0.8530092592592593,manual similarity,0.6434320751370864,70
A_discrete_basic,resize_full_flip_v,bicubic,full,nomask,0.8261399728653206,0.727340507362741,0.7269047965844517,1.4691184509277342,-0.029086573046769662,0.050325338120383055,0.6126362423917833,0.7496126810032369,-0.029086573046769624,0.10933586527043539,-0.03558915619964101,False,40716,0.9425,orientation + resize,0.6440162018918778,71
B_linear_registration,similarity_manual_rot_+4.0deg,bicubic,full,nomask,0.7920888866042546,0.690505965986917,0.6861756812152972,1.4706079284667979,-0.017313303322825054,-0.01980726941256498,0.587385158772157,0.7703962886187085,-0.01731330332282507,0.05524491065730766,-0.04733723845455343,False,36464,0.8440740740740741,manual similarity,0.6454902071573099,72
C_nonrigid_registration,bspline_like_smooth_flow_tvl1,linear,roi,nomask,0.7381385853936836,0.7099031668941337,0.7099031668941337,1.3945245268082544,0.4818065623917157,0.4844552597030723,0.9123522469485006,0.667585151093437,0.48180656239171543,0.09284753200696569,0.03697981615461366,False,8576,1.0,smooth-flow deformation,0.6471278785955116,73
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,nearest,full,nomask,0.7973215295772589,0.6950413627125616,0.6914631231732061,1.4665935913085946,-0.05810409069449608,-0.013879817191008849,0.5912655020965948,0.7536592310023983,-0.05810409069449606,0.07112920756785246,-0.053340573689481,False,38675,0.8952546296296297,manual affine,0.6478012566015137,74
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,linear,full,nomask,0.7974821992570535,0.695130948804484,0.6915557602482247,1.4661939514160167,-0.058924773126067656,-0.014478842397073685,0.5913846490597351,0.7539672140886152,-0.058924773126067656,0.06213971274131794,-0.0540081185939539,False,38675,0.8952546296296297,manual affine,0.648367078881542,75
B_linear_registration,similarity_manual_rot_+4.0deg,lanczos,full,nomask,0.7887429746483802,0.685902627960558,0.6814796178367611,1.4707452575683604,-0.03227325874953045,-0.04767319800165194,0.5849039485712861,0.7749286497884215,-0.032273258749530444,0.05555237185201997,-0.040497020842484924,False,35699,0.8263657407407408,manual similarity,0.6490489401318588,76
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,bicubic,full,nomask,0.7958075673298487,0.6928402145896758,0.689228334323879,1.4655931365966808,-0.06640595525222018,-0.02886887608981669,0.5901428011344811,0.7513551184577824,-0.06640595525222015,0.06251472614799401,-0.052431729233989685,False,38280,0.8861111111111111,manual affine,0.6505618568268466,77
A_discrete_basic,resize_full_transpose_flip_hv,nearest,full,masked,0.6713754110812051,0.5680647117909882,0.5626642662657743,1.598931820678711,-0.2122939219741175,-0.23324434045666337,0.4978683063264401,0.7416610148649925,-0.21229392197411737,0.1241962583311849,-0.010575349004542696,False,29909,0.692337962962963,orientation + resize,0.6513791044553163,78
A_discrete_basic,resize_full_transpose_flip_hv,linear,full,masked,0.6713141732571113,0.5680314938791099,0.5626322133195097,1.6000132873535158,-0.2123023163684554,-0.2332861250226502,0.4978228945176942,0.7440255138712286,-0.2123023163684555,0.08146469415374914,-0.015708546438074646,False,29909,0.692337962962963,orientation + resize,0.6531335235227578,79
A_discrete_basic,scale_only_center_s0.90,nearest,full,nomask,0.7826201931745039,0.6841854830963672,0.6803196323735,1.4652727172851563,-0.04778960519470801,-3.96148973037756e-06,0.5803635099551376,0.7892150913215017,-0.04778960519470801,0.12128373790080502,-0.031156088668850588,False,30856,0.7142592592592593,scale only,0.6535107196967063,80
A_discrete_basic,scale_only_center_s0.90,linear,full,nomask,0.7829493497677842,0.6845311838713277,0.6806670977506668,1.4638574645996094,-0.04786343399301374,-0.0004376173923377282,0.580607600865987,0.7896858290531087,-0.04786343399301376,0.10062131326063092,-0.03193218981542041,False,30856,0.7142592592592593,scale only,0.6544964001829835,81
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,lanczos,full,nomask,0.7923922513883853,0.6881858364176845,0.6844982098654486,1.4636152160644542,-0.08186892353890653,-0.05834002534498296,0.5876101233877526,0.7552098414362434,-0.08186892353890657,0.06201713119636189,-0.05184536236542726,False,37496,0.8679629629629629,manual affine,0.6546262069843516,82
B_linear_registration,affine_manual_shear_shx-0.06_shy+0.00,nearest,full,nomask,0.8204278927347056,0.7164612389509084,0.7127146372098571,1.4988973510742198,-0.09935126787750925,-0.0235224341006487,0.6084003653946642,0.763192975888981,-0.09935126787750925,0.08067875479807163,-0.03969623684420101,False,40863,0.9459027777777778,manual affine shear,0.6554704228906157,83
A_discrete_basic,scale_only_center_s0.90,bicubic,full,nomask,0.7838588906489211,0.6850531974154652,0.6812501775857509,1.4636915252685547,-0.05690412004634655,-0.01239928965913504,0.5812820842780276,0.7910454143411735,-0.05690412004634652,0.10353997854729677,-0.03561155402888321,False,30502,0.7060648148148149,scale only,0.6574730188546511,84
B_linear_registration,affine_manual_shear_shx-0.06_shy+0.00,linear,full,nomask,0.821603081594808,0.7174121668431742,0.713635946987768,1.4989850891113292,-0.10368188948497405,-0.02786678320477057,0.6092718439709359,0.7609154722596917,-0.10368188948497402,0.0753959330213964,-0.035912754014698386,False,40550,0.9386574074074074,manual affine shear,0.657629830536478,85
