method_family,method_name,interpolation,domain_tested,mask_mode,rmse,mae,mean_bias,max_abs_error,pearson,spearman,nrmse,ssim,ncc,contour_score,gradient_corr,exact_match_possible,valid_cells_used,valid_fraction,notes,composite_score,rank
A_discrete_basic,integer_offset_dx4_dy-6,linear,full,nomask,0.8565252097750278,0.7406798564780823,0.7390398507556154,1.4906237792968753,-0.277169283437179,-0.15295480281826687,0.6385545978119274,0.7063304625877682,-0.2771692834371789,0.0912213631116383,0.04059896459470441,False,40592,0.9396296296296296,integer translation,0.700421083164587,232
A_discrete_basic,resize_full_transpose_flip_hv,bicubic,full,nomask,0.843646963640944,0.7290502008245282,0.7267396852162937,1.7283896026611316,-0.24685301953466632,-0.258801048372405,0.6289536389763634,0.6986722067850947,-0.2468530195346664,0.10090646289704368,-0.04667658590052428,False,40832,0.9451851851851852,orientation + resize,0.7012617795975762,233
B_linear_registration,affine_manual_shear_shx+0.00_shy-0.06,linear,full,nomask,0.8447591995378348,0.7258380842974895,0.7226501595962582,1.4883623046874987,-0.27772475574807987,-0.1589953719581229,0.6264436036617234,0.7282167174519427,-0.27772475574807964,0.07813657783796917,-0.04332935372386163,False,39079,0.9046064814814815,manual affine shear,0.7014065920211008,234
B_linear_registration,affine_manual_aniso_sx1.02_sy0.98,nearest,full,nomask,0.8610702207814454,0.7438152095431874,0.741859004113593,1.5005163940429682,-0.2976854002391227,-0.18264297508693475,0.6385392812617312,0.7069891825197966,-0.29768540023912266,0.10934681236634203,0.0437513425934603,False,41238,0.9545833333333333,manual affine,0.7028651399229451,235
A_discrete_basic,integer_offset_dx4_dy-8,linear,full,nomask,0.8574349035230668,0.7411006992717373,0.7394405785914503,1.4884347839355456,-0.2845768178395257,-0.15813485138587813,0.6392327904894828,0.7080997295224164,-0.28457681783952565,0.09921014801167005,0.03512569274544371,False,40120,0.9287037037037037,integer translation,0.7028874729650302,236
B_linear_registration,affine_manual_shear_shx+0.00_shy-0.06,bicubic,full,nomask,0.8474302666636208,0.7285558549074609,0.7256729074184233,1.4886064453124987,-0.28392319537531713,-0.16753892430389297,0.6284243727575972,0.7255202247928065,-0.28392319537531735,0.10788266808260803,-0.028941896804842663,False,38515,0.8915509259259259,manual affine shear,0.7033863473059782,237
A_discrete_basic,crop_before_resize_center90,nearest,full,nomask,0.8632935241144609,0.7464308846604382,0.7430210071315764,1.4903921874999995,-0.30075340633549374,-0.22228183032714538,0.6401880045342677,0.7464038216505511,-0.30075340633549336,0.05996069572776385,-0.020083140168667232,False,43200,1.0,crop before resize,0.7040729381404212,238
B_linear_registration,affine_manual_aniso_sx1.02_sy0.98,linear,full,nomask,0.8620365271267589,0.744787692321999,0.7428205009195659,1.4998411926269526,-0.29724066429786367,-0.18134659076987353,0.6392558599382707,0.7084152029405747,-0.2972406642978637,0.09178177424135826,0.038052953987624594,False,41001,0.9490972222222223,manual affine,0.7044680546482892,239
A_discrete_basic,resize_full_transpose_flip_hv,lanczos,full,masked,0.6961419474881334,0.5934579547564607,0.5930774226640207,1.5999217346191408,-0.23391249001164882,-0.28072750895658166,0.602537713669567,0.7241506488137455,-0.23391249001164863,0.10779461601036788,0.013698625443742464,False,26567,0.6149768518518518,orientation + resize,0.7051114434933463,240
A_discrete_basic,resize_full_flip_v,bicubic,full,masked,0.7334578174607299,0.6139865783238253,0.6133682089122452,1.4691184509277342,-0.38315380640662994,-0.3801469050123038,0.5439064274829286,0.7545047114687468,-0.38315380640662977,0.12020164917647073,0.012465339581828829,False,28689,0.6640972222222222,orientation + resize,0.7062729843192652,241
B_linear_registration,affine_manual_aniso_sx1.02_sy0.98,bicubic,full,nomask,0.8647173193106479,0.7480190443054726,0.7463343223004909,1.4999518188476557,-0.2950790956915735,-0.17770396556615406,0.6446619594517828,0.7054927456135649,-0.2950790956915732,0.09254751383122495,0.03797513063663011,False,40592,0.9396296296296296,manual affine,0.7072367723768233,242
A_discrete_basic,crop_before_resize_center90,linear,full,nomask,0.8644197265114013,0.7471497652702395,0.7437079610642011,1.4909365844726565,-0.30884803950805517,-0.233066062639612,0.6410231564786062,0.7466240525643907,-0.3088480395080552,0.06844779397363851,-0.048794741863340124,False,42781,0.9903009259259259,crop before resize,0.7079233800452464,243
D_optimization_matching,isotherm_levelset_translation_search,linear,full,masked,0.747495101289474,0.6407588279086208,0.6348486307821642,1.3829423706054698,-0.29805656120777047,-0.4907600468348253,0.5543159816755456,0.800898578231415,-0.29805656120777074,0.05018915214727342,-0.007905146918152334,False,28058,0.6494907407407408,isotherm alignment,0.7099227751102603,244
A_discrete_basic,integer_offset_dx6_dy8,linear,full,nomask,0.8516148376124986,0.7363449503809716,0.735311937446268,1.514546850585937,-0.246310995920628,-0.15157070544512696,0.675268475290408,0.7092918860525648,-0.2463109959206279,0.08350362485372946,0.011314164416853931,False,40248,0.9316666666666666,integer translation,0.7108172309247117,245
A_discrete_basic,integer_offset_dx6_dy6,linear,full,nomask,0.853250595585801,0.7379620161740644,0.7369345560364854,1.5118136199951167,-0.25559321409782165,-0.1565845031645696,0.6765655121007021,0.7046937261290883,-0.2555932140978218,0.082955704954395,0.007279046040840016,False,40716,0.9425,integer translation,0.7123142286424325,246
A_discrete_basic,integer_offset_dx6_dy4,linear,full,nomask,0.8549406497175471,0.7396526637734602,0.7386314996363676,1.508952597045898,-0.2647141099214752,-0.1614310810541393,0.6779056018059285,0.7098883866709538,-0.26471410992147526,0.08225545240111129,0.00221703868149318,False,41184,0.9533333333333334,integer translation,0.7132606755529999,247
A_discrete_basic,integer_offset_dx6_dy2,linear,full,nomask,0.8566696430783068,0.7414038843729143,0.7403898104586425,1.506093481445312,-0.27358709198367065,-0.16611162149647327,0.6792765674807171,0.7163458406598258,-0.2735870919836709,0.08140083581886046,-0.0018403965265169422,False,41652,0.9641666666666666,integer translation,0.7140703090413008,248
A_discrete_basic,integer_offset_dx6_dy0,linear,full,nomask,0.8605685418140051,0.7453742177323076,0.7443568372520738,1.503356436157226,-0.28202804542675575,-0.167395945930747,0.6823681099107994,0.7145303037615505,-0.28202804542675586,0.09213013378063006,0.041975573784919354,False,41652,0.9641666666666666,integer translation,0.7146363395640017,249
A_discrete_basic,crop_before_resize_center90,bicubic,full,nomask,0.8673649156192541,0.7495793696621685,0.7470640649896756,1.4916365814208987,-0.31856102624930216,-0.25523299482147416,0.6432072047602916,0.7003076387877587,-0.3185610262493023,0.11875816031324707,-0.02908501220822669,False,40248,0.9316666666666666,crop before resize,0.7173866754098488,250
A_discrete_basic,integer_offset_dx6_dy-2,linear,full,nomask,0.8615037900810499,0.7458101905490041,0.7447787580633125,1.50049732055664,-0.2903696210200005,-0.17313506742748921,0.6831096935979459,0.7042323130368474,-0.2903696210200004,0.09182663286064291,0.045464081682905264,False,41184,0.9533333333333334,integer translation,0.7179696345262094,251
A_discrete_basic,resize_full_identity,lanczos,full,nomask,0.8468892589830602,0.7325834555587676,0.7315243181659368,1.500344732666015,-0.2351328286191681,-0.1521126488442124,0.6721343325262374,0.6888832973653218,-0.2351328286191681,0.10076138410946714,-0.022209575742955283,False,36612,0.8475,orientation + resize,0.7181650438418952,252
A_discrete_basic,integer_offset_dx8_dy8,linear,full,nomask,0.8586646678812708,0.7424179075030775,0.7418347035002688,1.519755819702148,-0.27649497660067973,-0.182830159718351,0.682590458985866,0.7102178857034831,-0.2764949766006795,0.08171865479353002,0.011991960510944548,False,39904,0.9237037037037037,integer translation,0.7206150005218301,253
A_discrete_basic,integer_offset_dx6_dy-4,linear,full,nomask,0.8623846685461299,0.746193862598965,0.7451485572829931,1.493606872558594,-0.29824403854035203,-0.17869104170647362,0.6838081659962173,0.6945019154010655,-0.298244038540352,0.09053613898054094,0.04573988746446432,False,40716,0.9425,integer translation,0.7213447973500706,254
A_discrete_basic,integer_offset_dx8_dy6,linear,full,nomask,0.8602329755003165,0.7440084226840362,0.7434273035833393,1.5159964355468745,-0.2854716849011014,-0.1878880882258555,0.6838371759611398,0.7057902527620512,-0.28547168490110136,0.08127664274505148,0.007327594847722591,False,40368,0.9344444444444444,integer translation,0.7220711646002913,255
A_discrete_basic,integer_offset_dx8_dy4,linear,full,nomask,0.8618527687017118,0.7456702620988354,0.745091858327127,1.5120692047119135,-0.2942711682006255,-0.1927831934336559,0.6851248210991782,0.7109681031816647,-0.2942711682006254,0.08051333898596393,0.0018034008663726719,False,40832,0.9451851851851852,integer translation,0.7229852726876196,256
A_discrete_basic,integer_offset_dx8_dy2,linear,full,nomask,0.8635132292454273,0.7473952484045874,0.7468201770462484,1.5081419738769526,-0.30281075625522047,-0.19750756343357542,0.6864447945033003,0.717372724064614,-0.3028107562552205,0.07950848861027321,-0.0023276884780758914,False,41296,0.955925925925926,integer translation,0.7237515334000951,257
A_discrete_basic,integer_offset_dx8_dy0,linear,full,nomask,0.8673525621088949,0.75135911160077,0.750781765335671,1.5063951293945301,-0.31086200529797337,-0.19876235409181983,0.6894968497228778,0.7153925369853532,-0.31086200529797337,0.0907124680033071,0.04194023075278359,False,41296,0.955925925925926,integer translation,0.7242177290565921,258
A_discrete_basic,integer_offset_dx6_dy-6,linear,full,nomask,0.8632745749135704,0.7466051598925921,0.7455462434772846,1.4927378479003899,-0.30578966389786094,-0.1840826766072729,0.6845137968628394,0.6962330184133707,-0.30578966389786083,0.08974912428069783,0.03432073657896688,False,40248,0.9316666666666666,integer translation,0.7244313834322486,259
A_discrete_basic,integer_offset_dx6_dy-8,linear,full,nomask,0.8641617736409511,0.7470208221106434,0.7459484831529312,1.4933691802978508,-0.31313109020046237,-0.1893762467257279,0.6852172807683072,0.6981343400971578,-0.31313109020046265,0.0967879587972688,0.028338443925002663,False,39780,0.9208333333333333,integer translation,0.7269440260946666,260
B_linear_registration,affine_manual_aniso_sx1.02_sy0.98,lanczos,full,nomask,0.8672377251656921,0.7510351921354795,0.7498678530480736,1.5000014099121088,-0.2909535837614833,-0.17454290666708072,0.6876562860608901,0.6918423835944464,-0.29095358376148306,0.09472289882606154,-1.4965260204054553e-05,False,39312,0.91,manual affine,0.7270364005562168,261
A_discrete_basic,integer_offset_dx8_dy-2,linear,full,nomask,0.8682629079681536,0.7517987934140948,0.7512132354352167,1.5073411743164051,-0.3191087733244679,-0.20460008731652773,0.6902205238428816,0.7049711325820813,-0.31910877332446774,0.0903257437779825,0.04532462478534171,False,40832,0.9451851851851852,integer translation,0.7275421958577586,262
B_linear_registration,similarity_manual_rot_-2.0deg,nearest,full,nomask,0.8645053129230563,0.7467946926406076,0.746291159986373,1.502246646118163,-0.3238813181571212,-0.20590180045456047,0.6881634331725813,0.694671059687873,-0.32388131815712123,0.12115736597199367,0.038808802522096494,False,39818,0.921712962962963,manual similarity,0.7291013613833348,263
B_linear_registration,similarity_rmse_optimization,lanczos,full,nomask,0.10075011356105065,0.09844578702684854,0.09844578702684854,0.1611969665527333,0.050921935550219635,0.0798284826608021,1.0181921532192877,0.9968507879931433,0.05092193555021965,0.22909173415059564,0.13663377865732682,False,142,0.003287037037037037,similarity optimize,0.7292493769474806,264
B_linear_registration,similarity_rmse_optimization,lanczos,full,masked,0.10075011356105065,0.09844578702684854,0.09844578702684854,0.1611969665527333,0.050921935550219635,0.0798284826608021,1.0181921532192877,0.9968507879931433,0.05092193555021965,0.22909173415059564,0.13663377865732682,False,142,0.003287037037037037,similarity optimize,0.7292493769474806,265
B_linear_registration,similarity_manual_rot_-2.0deg,linear,full,nomask,0.8649478141626288,0.7472310884848988,0.7467250284783838,1.4981566253662102,-0.32368223589178186,-0.20520503533162782,0.6885156729652758,0.6955304172616226,-0.32368223589178174,0.10857510351569442,0.034787209498394166,False,39702,0.9190277777777778,manual similarity,0.7300806796564214,266
A_discrete_basic,integer_offset_dx8_dy-4,linear,full,nomask,0.8691200437366832,0.752184175813987,0.7515905191408655,1.508329180908202,-0.3268940326423449,-0.21025886217579057,0.690901898912264,0.6951183970150991,-0.3268940326423446,0.08914937734848319,0.045103081311308774,False,40368,0.9344444444444444,integer translation,0.7309175996152688,267
A_discrete_basic,scale_only_center_s0.90,nearest,full,masked,0.7461151346565135,0.628766985291377,0.6238688335275374,1.4652727172851563,-0.3989741644469185,-0.5306942617128728,0.5532926471312664,0.7775385914911557,-0.3989741644469187,0.1192793274539669,-0.0013423584842990146,False,24353,0.5637268518518519,scale only,0.7314028962207832,268
A_discrete_basic,scale_only_center_s0.90,linear,full,masked,0.7464588649521146,0.6291285518996022,0.6242326359410298,1.4638574645996094,-0.3991410768246987,-0.5311082687674749,0.5535475453853272,0.778007873906983,-0.39914107682469885,0.10457602270920678,-0.0007968602734570972,False,24353,0.5637268518518519,scale only,0.7321156996222054,269
A_discrete_basic,scale_only_center_s0.90,bicubic,full,masked,0.7475339743654821,0.6301190847195258,0.6253167783297121,1.4636915252685547,-0.400116347571403,-0.5320994850625621,0.5543448085765527,0.7792070807408055,-0.400116347571403,0.10796919199433852,-0.003331410835036698,False,24155,0.5591435185185185,scale only,0.733048247445582,270
A_discrete_basic,integer_offset_dx8_dy-6,linear,full,nomask,0.8699866509549561,0.7525951771379757,0.7519936244200587,1.509275225830077,-0.33435152458684053,-0.21575847817845592,0.6915908032552609,0.696836089619872,-0.33435152458684025,0.0882783511115498,0.033021625694741506,False,39904,0.9237037037037037,integer translation,0.7340129274900407,271
B_linear_registration,similarity_rmse_optimization,linear,full,nomask,0.10071370125436664,0.09753854822566851,0.09753854822566851,0.19806930847168047,-0.02577566381597851,-0.018066774098581984,0.9869054508022018,0.9953323515554746,-0.025775663815978442,0.24239156378828267,0.117181223914415,False,201,0.004652777777777777,similarity optimize,0.7342477615064127,272
B_linear_registration,similarity_rmse_optimization,linear,full,masked,0.10071370125436664,0.09753854822566851,0.09753854822566851,0.19806930847168047,-0.02577566381597851,-0.018066774098581984,0.9869054508022018,0.9953323515554746,-0.025775663815978442,0.24239156378828267,0.117181223914415,False,201,0.004652777777777777,similarity optimize,0.7342477615064127,273
B_linear_registration,similarity_rmse_optimization,nearest,full,nomask,0.10149194288388469,0.09809219590672909,0.09809219590672909,0.19800827331543047,-0.018702507430530604,0.014653867617778555,0.9945315324241326,0.9952512419368694,-0.018702507430530632,0.21365437480299654,0.1440164101050082,False,212,0.004907407407407407,similarity optimize,0.7342731283776359,274
B_linear_registration,similarity_rmse_optimization,nearest,full,masked,0.10149194288388469,0.09809219590672909,0.09809219590672909,0.19800827331543047,-0.018702507430530604,0.014653867617778555,0.9945315324241326,0.9952512419368694,-0.018702507430530632,0.21365437480299654,0.1440164101050082,False,212,0.004907407407407407,similarity optimize,0.7342731283776359,275
A_discrete_basic,integer_offset_dx8_dy-8,linear,full,nomask,0.8708501384661769,0.75300652295366,0.7523972528483948,1.510261325073241,-0.34160285863774836,-0.22116355802424528,0.6922772276053708,0.698723294966257,-0.34160285863774814,0.08758655535529696,0.025706571932897247,False,39440,0.912962962962963,integer translation,0.7368667003305994,276
A_discrete_basic,resize_full_transpose_flip_h,lanczos,full,nomask,0.8415840407026449,0.7331776700450755,0.7331753771379258,1.7127932128906238,-0.2023373796412754,-0.2041209082678951,0.7284234567037227,0.6622822900382674,-0.2023373796412755,0.09816309109884733,-0.0008262197449192982,False,36720,0.85,orientation + resize,0.7370297668500004,277
A_discrete_basic,crop_before_resize_center80,nearest,full,nomask,0.8934467767742035,0.7735405112186007,0.7695987755015338,1.518735675048827,-0.40908749305351744,-0.38237039624312236,0.6625485923427531,0.7460224052488389,-0.40908749305351777,0.06256495108313838,-0.058676023233224434,False,43200,1.0,crop before resize,0.7398099617687054,278
B_linear_registration,similarity_manual_rot_-2.0deg,bicubic,full,nomask,0.8676174346356617,0.750480287418556,0.750124938300351,1.4981146636962883,-0.3216152780230496,-0.20161066996997787,0.7154427596566838,0.6966610945377718,-0.32161527802304973,0.10838735576178268,0.04178170361422395,False,39299,0.909699074074074,manual similarity,0.7398943296732962,279
B_linear_registration,similarity_manual_rot_+4.0deg,lanczos,full,masked,0.7484442671447715,0.625950587909,0.6204128669252584,1.4707452575683604,-0.48390919182053954,-0.632875252936188,0.5550198495697225,0.7761658090736258,-0.4839091918205401,0.05431044650083103,0.017632431645841183,False,28513,0.6600231481481481,manual similarity,0.741497294623351,280
A_discrete_basic,resize_full_flip_v,lanczos,full,masked,0.7441934153430226,0.621315479156651,0.6211176099233521,1.4687369812011717,-0.44503395993223127,-0.4437580428349435,0.5906296947166839,0.7398828824418406,-0.44503395993223105,0.10357652519450697,0.023365482990487286,False,26265,0.6079861111111111,orientation + resize,0.7422508709626698,281
B_linear_registration,similarity_manual_rot_+4.0deg,nearest,full,masked,0.7524229091114322,0.6301727313712335,0.6247007329343613,1.4895178466796892,-0.48794633714316327,-0.6326504840830902,0.5579702700121849,0.7698892036984738,-0.48794633714316327,0.06916180632865869,0.002992276545601194,False,28857,0.6679861111111111,manual similarity,0.7430639872287031,282
A_discrete_basic,crop_before_resize_center80,linear,full,nomask,0.8944363259151741,0.7740867453085177,0.7701034384575646,1.5150716583251942,-0.4180492628913774,-0.3946285113886723,0.6632824070561165,0.746062429391482,-0.41804926289137717,0.06400672028901226,-0.06154814793977662,False,42781,0.9903009259259259,crop before resize,0.743068040685647,283
B_linear_registration,similarity_manual_rot_+4.0deg,bicubic,full,masked,0.751021820538436,0.6287036702786453,0.6232103671923541,1.4706079284667979,-0.48653875178285805,-0.6328480931034658,0.5569312721827477,0.7723946237503001,-0.4865387517828579,0.054052931406187374,0.002760868045352062,False,28744,0.6653703703703704,manual similarity,0.743096352274927,284
B_linear_registration,similarity_manual_rot_+4.0deg,linear,full,masked,0.7524471271518338,0.6302068968197458,0.6247358999781518,1.490700402832033,-0.4880160794231675,-0.6327676649697233,0.5579882292560868,0.7703947873906807,-0.4880160794231677,0.05545700925407593,0.0025423313431678137,False,28859,0.6680324074074074,manual similarity,0.7436207152851553,285
B_linear_registration,affine_manual_shear_shx+0.04_shy-0.04,nearest,full,nomask,0.8684339255223478,0.7499213539902849,0.7496255857872889,1.5115812103271473,-0.3455341224357352,-0.2294858779568572,0.7200049127574075,0.693546021369232,-0.34553412243573545,0.12044482830844876,0.029344416995631954,False,39414,0.9123611111111111,manual affine shear,0.7462338394687705,286
B_linear_registration,affine_manual_shear_shx+0.04_shy-0.04,linear,full,nomask,0.8688667022250479,0.7503407655518334,0.750040476126955,1.509559420776366,-0.3452916865337667,-0.22850203159184782,0.7203637211168157,0.6946876111384884,-0.3452916865337673,0.10652705246604068,0.03419623320439453,False,39304,0.9098148148148149,manual affine shear,0.7468588669883461,287
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,lanczos,full,masked,0.7493007733179906,0.6241550172399642,0.6194479110203,1.4609086883544933,-0.5246272559406108,-0.6549008778303885,0.555655004314416,0.7575550164464286,-0.5246272559406109,0.06057306097115919,0.02360092784903305,False,29375,0.6799768518518519,manual affine,0.7469409323654349,288
A_discrete_basic,scale_only_center_s1.05,linear,full,nomask,0.8770379402319982,0.754789222972008,0.7537872168249704,1.5294931213378895,-0.38530964559797953,-0.3090186352444365,0.6954271420782602,0.7014466965278329,-0.38530964559797976,0.07807512813035594,-0.013337876390325095,False,40950,0.9479166666666666,scale only,0.7476277754684455,289
A_discrete_basic,scale_only_center_s1.05,nearest,full,nomask,0.8773209214702121,0.7550226888014869,0.7540174875553861,1.5297200958251942,-0.3856500453657532,-0.30926315653123193,0.6956515255681018,0.700907182863619,-0.3856500453657531,0.08055534921912662,-0.013200796292339723,False,40950,0.9479166666666666,scale only,0.7477180698105822,290
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,nearest,full,masked,0.7526625949889787,0.6278817095414458,0.6232155683928663,1.4665935913085946,-0.526670743598455,-0.6529142485024225,0.5581480125984264,0.7555506746105165,-0.5266707435984553,0.06912852968869942,0.005922795287417806,False,29658,0.6865277777777777,manual affine,0.7481784601711345,291
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,bicubic,full,masked,0.7515432461941722,0.6265971652128364,0.6219204375516706,1.4640816131591805,-0.5262990126123216,-0.6541420826092817,0.5573179430435087,0.7543305791899809,-0.5262990126123209,0.06030972379909019,0.009836215891752535,False,29564,0.6843518518518519,manual affine,0.7482691555999397,292
B_linear_registration,affine_manual_aniso_sx0.95_sy1.05,linear,full,masked,0.7527383938571279,0.6278864745501055,0.6232243119830636,1.4641750732421883,-0.5272473836684155,-0.6537327852453123,0.558204222363461,0.7557350068582136,-0.5272473836684156,0.060010644627730925,0.0061148664763528955,False,29658,0.6865277777777777,manual affine,0.7486733322839957,293
A_discrete_basic,resize_full_transpose_flip_h,nearest,roi,nomask,0.6823797197692307,0.5976597453092461,0.5976597453092461,1.533396798706054,-0.24100358232485156,-0.19439577242109093,0.8434333103877776,0.6491351602377732,-0.24100358232485156,0.15304204935574872,0.009422318731314697,False,8576,1.0,orientation + resize,0.7487600995795034,294
A_discrete_basic,scale_only_center_s1.05,bicubic,full,nomask,0.8790456214551232,0.7575877144985523,0.7569857544171351,1.5294435302734364,-0.3828055801134458,-0.30849458720664286,0.6987921789062542,0.7002697598349878,-0.38280558011344606,0.07899941253582994,-0.007152009039272571,False,40368,0.9344444444444444,scale only,0.7498047282271691,295
A_discrete_basic,resize_full_transpose_flip_hv,lanczos,full,nomask,0.8457096958767616,0.7334506899231553,0.733175374125229,1.712791305541991,-0.25317363138682586,-0.27635788166639236,0.7319943704304,0.6812020009808109,-0.2531736313868259,0.09679011704596169,-0.03821981976369934,False,36720,0.85,orientation + resize,0.7498916578619605,296
A_discrete_basic,resize_full_transpose_flip_h,bicubic,roi,nomask,0.6822208878061644,0.5975157198037675,0.5975157198037675,1.5301352325439446,-0.24086255902822473,-0.19411817325963793,0.8432369912936964,0.6527093908919016,-0.24086255902822476,0.1007737573272335,0.003662534772766018,False,8576,1.0,orientation + resize,0.7507450721787049,297
A_discrete_basic,resize_full_transpose_flip_h,lanczos,roi,nomask,0.6822241034071153,0.5975314885683914,0.5975314885683914,1.529927331542968,-0.24090657522350514,-0.19418737915728587,0.8432409658329102,0.6528248813191162,-0.24090657522350506,0.08570110972356941,0.0039236827979169855,False,8576,1.0,orientation + resize,0.7513428369996034,298
A_discrete_basic,resize_full_transpose_flip_h,linear,roi,nomask,0.6822365778713981,0.597574356317876,0.597574356317876,1.5304842773437493,-0.24095712234358752,-0.19430129156600934,0.8432563844897087,0.6528547664434812,-0.2409571223435873,0.08115271937273072,0.003393725727552782,False,8576,1.0,orientation + resize,0.7515658773944875,299
B_linear_registration,similarity_rmse_optimization,bicubic,full,nomask,0.101402713919983,0.09844409410264754,0.09844409410264754,0.19807693786621172,-0.052332239839349454,0.010160683705526533,1.0247874069730254,0.9956723769467783,-0.05233223983934938,0.19497732030445167,0.11176028740314932,False,180,0.004166666666666667,similarity optimize,0.751610573071073,300
B_linear_registration,similarity_rmse_optimization,bicubic,full,masked,0.101402713919983,0.09844409410264754,0.09844409410264754,0.19807693786621172,-0.052332239839349454,0.010160683705526533,1.0247874069730254,0.9956723769467783,-0.05233223983934938,0.19497732030445167,0.11176028740314932,False,180,0.004166666666666667,similarity optimize,0.751610573071073,301
A_discrete_basic,crop_before_resize_center80,bicubic,full,nomask,0.8978049302704064,0.777056841294454,0.7741438497010671,1.5148465911865223,-0.42807255562720115,-0.41529992009791766,0.6657804451393441,0.6955526835564511,-0.42807255562720115,0.12396988653445687,-0.02993808549597399,False,40248,0.9316666666666666,crop before resize,0.7520171902872951,302
B_linear_registration,similarity_manual_rot_-2.0deg,lanczos,full,nomask,0.8729406824980973,0.7569866611729155,0.7568291909510543,1.4982767883300774,-0.31798639872228585,-0.19547615913880292,0.747989102864571,0.7008766176384696,-0.31798639872228596,0.09694002346860806,0.03926743785286736,False,38478,0.8906944444444445,manual similarity,0.75320994552712,303
B_linear_registration,affine_manual_shear_shx+0.04_shy-0.04,bicubic,full,nomask,0.8715371067256116,0.7536153806658453,0.7534110447378844,1.5091188232421864,-0.3431414263434612,-0.22489769900502013,0.7374658205496804,0.6965657235925001,-0.3431414263434611,0.10781952966983031,0.03340183711973527,False,38902,0.9005092592592593,manual affine shear,0.753427472478247,304
A_discrete_basic,resize_full_transpose_flip_h,nearest,roi,masked,0.6788728500838108,0.5915702207861434,0.5915702207861434,1.533396798706054,-0.2932154561352326,-0.22397786870568187,0.8390987579059533,0.649226444910112,-0.29321545613523253,0.14233521870667232,-0.03774890952046245,False,8296,0.9673507462686567,orientation + resize,0.7608443497945647,305
A_discrete_basic,resize_full_transpose_flip_h,bicubic,roi,masked,0.6787172314343111,0.5914291691819635,0.5914291691819635,1.5301352325439446,-0.29310703580764563,-0.22372304728979525,0.8389064105238387,0.6528038130358608,-0.2931070358076457,0.09847245123615186,-0.049360826514247065,False,8296,0.9673507462686567,orientation + resize,0.7627342637294607,306
B_linear_registration,affine_manual_shear_shx+0.06_shy+0.00,nearest,full,nomask,0.8764454248859211,0.7606441627894575,0.7606214464446793,1.5291059295654286,-0.347157444602438,-0.24016556486143784,0.779616994205586,0.7166595432431212,-0.347157444602438,0.13126749027993162,0.040949643000996135,False,40955,0.9480324074074075,manual affine shear,0.762973476945399,307
B_linear_registration,affine_manual_shear_shx-0.06_shy+0.00,nearest,full,masked,0.7587492286964911,0.6300659203657507,0.6249471471889618,1.4965147766113276,-0.6045482841360756,-0.7117011528096658,0.5626616453070006,0.7518448183595635,-0.604548284136076,0.08228323627629978,0.005037090474705898,False,29909,0.692337962962963,manual affine shear,0.7630537902810524,308
A_discrete_basic,resize_full_transpose_flip_h,lanczos,roi,masked,0.6787189777931231,0.5914440447079872,0.5914440447079872,1.529927331542968,-0.2931545357434417,-0.22380478118699465,0.8389085690539816,0.6529059187935579,-0.2931545357434416,0.08403558552923215,-0.04894202278029671,False,8296,0.9673507462686567,orientation + resize,0.7633015231275342,309
A_discrete_basic,resize_full_transpose_flip_h,linear,roi,masked,0.6787284394046886,0.5914851954788458,0.5914851954788458,1.5304842773437493,-0.2932116687629816,-0.22393422623161627,0.8389202637719416,0.6529319256777952,-0.29321166876298166,0.07887616525904621,-0.04860953686865511,False,8296,0.9673507462686567,orientation + resize,0.7635149484094268,310
B_linear_registration,affine_manual_shear_shx-0.06_shy+0.00,linear,full,masked,0.759925984054602,0.6310086500336163,0.6258530756375784,1.4966387542724604,-0.6066578068367069,-0.7132063470904856,0.5635342855429004,0.7483558002888819,-0.6066578068367072,0.08044425429140402,0.0066955424176844795,False,29701,0.6875231481481482,manual affine shear,0.7645403942203041,311
B_linear_registration,affine_manual_shear_shx+0.06_shy+0.00,linear,full,nomask,0.8774373233991825,0.7616708711678881,0.7616483087702851,1.5291059295654286,-0.3467304525886749,-0.23812455931526752,0.7804993091969231,0.7122361598952907,-0.3467304525886749,0.09001229480072981,0.04413888522032491,False,40735,0.9429398148148148,manual affine shear,0.7654976517072712,312
B_linear_registration,affine_manual_shear_shx-0.06_shy+0.00,bicubic,full,masked,0.7597726712674532,0.6305251871005009,0.6253161651776378,1.4968600067138667,-0.6082152435346077,-0.7153073527168741,0.5634205941916592,0.7417993486132226,-0.6082152435346078,0.08564785334192249,0.008216300376635297,False,29399,0.6805324074074074,manual affine shear,0.765620900470653,313
B_linear_registration,affine_manual_aniso_sx1.05_sy0.95,nearest,full,nomask,0.8903345575582581,0.7657755014830643,0.7646777206255911,1.5290887634277333,-0.4467562744657355,-0.35205718275373377,0.7059703901663225,0.6945203036783705,-0.44675627446573535,0.11221949429620688,0.011477363799172706,False,38844,0.8991666666666667,manual affine,0.7659954375830776,314
A_discrete_basic,resize_full_flip_hv,nearest,roi,nomask,0.7828829031991877,0.7273613621355882,0.7273613621355882,1.193105328369139,0.037067010956512075,-0.07823569262097861,0.9676570090837261,0.7099301071692411,0.037067010956512055,0.055232603201578585,-0.12345371075409976,False,8576,1.0,orientation + resize,0.7670404354956806,315
