row_id,date,expected_class,predicted_class,TEMPpred_min,TEMPpred_max,TEMPpred_mean,TEMPpred_std,TEMPpred_p05,TEMPpred_p50,TEMPpred_p95,TEMPpred_nan_fraction,TEMPpred_norm_min,TEMPpred_norm_max,TEMPpred_norm_mean,TEMPpred_norm_std,TEMPpred_norm_p05,TEMPpred_norm_p50,TEMPpred_norm_p95,TEMPpred_norm_nan_fraction,gradient_mean,gradient_p90,gradient_p95,gradient_max,boundary_score,heterogeneity_score,local_variance_mean,local_variance_p90,entropy_score,cold_fraction,warm_fraction,neutral_fraction,residual_rmse_vs_predicted_prototype,residual_rmse_vs_expected_prototype
0,2024-06-18,1,6,16.25255012512207,17.838600158691406,17.080965042114258,0.3677596151828766,16.526315689086914,17.04669952392578,17.68779945373535,0.04985754985754986,-0.47958800196647644,0.6964696645736694,0.13468396663665771,0.27269408106803894,-0.27659085392951965,0.10927454382181168,0.5846507549285889,0.04985754985754986,0.025694960728287697,0.04246322438120842,0.05074285715818405,0.3978031575679779,0.10007496251874062,0.27269408106803894,0.000986894010566175,0.0011336080497130752,0.9621363445125556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37987563000081337,0.30360221194923714
1,2024-06-20,1,2,17.09939956665039,18.170949935913086,17.65236473083496,0.30230551958084106,17.218538284301758,17.64630126953125,18.084491729736328,0.04985754985754986,0.14835166931152344,0.9429073333740234,0.5583765506744385,0.224159836769104,0.2366926521062851,0.5538791418075562,0.8787986040115356,0.04985754985754986,0.018605239689350128,0.03216814994812012,0.03853648900985718,0.25134560465812683,0.10007496251874062,0.224159836769104,0.0004958357312716544,0.0006468981737270951,0.9669074117708522,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.30232197250152365,0.3051219060057357
2,2024-06-27,1,1,16.037900924682617,18.327449798583984,17.158702850341797,0.5932548642158508,16.344507217407227,17.015274047851562,18.179662704467773,0.04985754985754986,-0.6387506127357483,1.0589520931243896,0.19232404232025146,0.4398990869522095,-0.4114018976688385,0.08597323298454285,0.9493681192398071,0.04985754985754986,0.028012825176119804,0.04515568166971207,0.05351002886891365,0.5508779883384705,0.10007496251874062,0.4398990869522095,0.001408145995810628,0.001269646338187158,0.9680887979028495,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25504053792376125,0.25504053792376125
3,2024-06-29,1,2,16.885150909423828,18.21269989013672,17.550498962402344,0.24778559803962708,17.129566192626953,17.58340072631836,17.966842651367188,0.04985754985754986,-0.01051391288638115,0.9738649725914001,0.482841819524765,0.1837332844734192,0.1707199662923813,0.5072389841079712,0.7915616631507874,0.04985754985754986,0.023611271753907204,0.03931786119937897,0.046452488750219345,0.3079056739807129,0.10007496251874062,0.1837332844734192,0.000735936569981277,0.000975410221144557,0.9126525530372126,0.3333333333333333,0.3334582708645677,0.33320839580209893,0.32829541760261505,0.24435756032416647
4,2024-07-03,1,2,16.853050231933594,18.46940040588379,17.827953338623047,0.3408713638782501,17.146459579467773,17.91120147705078,18.28611183166504,0.04985754985754986,-0.034316595643758774,1.1642086505889893,0.688575029373169,0.2527564764022827,0.18324722349643707,0.7503029108047485,1.0283005237579346,0.04985754985754986,0.022594785317778587,0.037566352635622025,0.04428981989622116,0.4595947861671448,0.10007496251874062,0.2527564764022827,0.0009415096719749272,0.0008968156762421131,0.9264412991216348,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1518895827045698,0.3225807186118082
5,2024-07-04,1,1,15.909500122070312,18.382200241088867,17.387325286865234,0.5382744669914246,16.358901977539062,17.535526275634766,18.104087829589844,0.04985754985754986,-0.7339599132537842,1.099549651145935,0.3618500828742981,0.39913105964660645,-0.40072736144065857,0.47173935174942017,0.8933290839195251,0.04985754985754986,0.03020821139216423,0.05022714287042618,0.06011728569865227,0.7247856259346008,0.10007496251874062,0.39913105964660645,0.002008334267884493,0.001626162207685411,0.9305161960557836,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07614199291369153,0.07614199291369153
6,2024-07-05,1,1,15.913599967956543,18.681900024414062,17.396677017211914,0.5746616125106812,16.40880584716797,17.482275009155273,18.30626106262207,0.04985754985754986,-0.7309198975563049,1.32177734375,0.3687821328639984,0.4261121153831482,-0.3637241721153259,0.43225419521331787,1.0432411432266235,0.04985754985754986,0.03237311914563179,0.05207430198788643,0.061945993453264236,0.7368679642677307,0.10007496251874062,0.4261121153831482,0.002092636190354824,0.0016987372655421495,0.9373023658200333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08940386430567525,0.08940386430567525
7,2024-07-26,1,2,17.462799072265625,19.044200897216797,18.273418426513672,0.35057881474494934,17.692800521850586,18.290599822998047,18.80071258544922,0.04985754985754986,0.4178127646446228,1.590423822402954,1.0188870429992676,0.2599545121192932,0.5883590579032898,1.031627893447876,1.4098774194717407,0.04985754985754986,0.028236111626029015,0.04833324998617172,0.05594625696539879,0.2296210676431656,0.10007496251874062,0.2599545121192932,0.0008855626219883561,0.0014095482183620334,0.9520200607959224,0.3333333333333333,0.3334582708645677,0.33320839580209893,0.2915149483794236,0.6948424834808363
8,2024-08-08,1,1,16.13974952697754,18.987899780273438,17.743812561035156,0.8249947428703308,16.38181495666504,17.92377471923828,18.80524253845215,0.04985754985754986,-0.5632297396659851,1.5486764907836914,0.626184344291687,0.6117343902587891,-0.3837374448776245,0.7596266865730286,1.413236379623413,0.04985754985754986,0.03848959878087044,0.06474661827087402,0.07670465856790543,0.8147428035736084,0.10007496251874062,0.6117343902587891,0.003112650476396084,0.0026859671343117952,0.9754809290480547,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33108592331537134,0.33108592331537134
9,2024-08-24,1,1,16.169050216674805,18.631500244140625,17.375871658325195,0.6805808544158936,16.35414695739746,17.407276153564453,18.43914031982422,0.04985754985754986,-0.5415032505989075,1.2844058275222778,0.3533570170402527,0.5046513676643372,-0.40425366163253784,0.37664175033569336,1.1417702436447144,0.04985754985754986,0.040510132908821106,0.0683741644024849,0.08059310913085938,0.5646172165870667,0.10007496251874062,0.5046513676643372,0.002399905351921916,0.002919187070801854,0.9896896803041622,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22333574435009237,0.22333574435009237
