row_id,date,expected_class,predicted_class,TEMPpred_min,TEMPpred_max,TEMPpred_mean,TEMPpred_std,TEMPpred_p05,TEMPpred_p50,TEMPpred_p95,TEMPpred_nan_fraction,TEMPpred_norm_min,TEMPpred_norm_max,TEMPpred_norm_mean,TEMPpred_norm_std,TEMPpred_norm_p05,TEMPpred_norm_p50,TEMPpred_norm_p95,TEMPpred_norm_nan_fraction,gradient_mean,gradient_p90,gradient_p95,gradient_max,boundary_score,heterogeneity_score,local_variance_mean,local_variance_p90,entropy_score,cold_fraction,warm_fraction,neutral_fraction,residual_rmse_vs_predicted_prototype,residual_rmse_vs_expected_prototype
10,2023-12-16,6,6,16.307199478149414,17.175899505615234,16.791933059692383,0.2667732536792755,16.336923599243164,16.885025024414062,17.1083927154541,0.04985754985754986,-0.43906545639038086,0.2050764560699463,-0.07963669300079346,0.19781263172626495,-0.4170254170894623,-0.010607256554067135,0.15502025187015533,0.04985754985754986,0.012462985701858997,0.023145420476794243,0.027752794325351715,0.1737566739320755,0.10007496251874062,0.19781263172626495,0.0002550989738665521,0.00036062131403014064,0.9475324660717093,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.17963100190248874,0.17963100190248874
11,2023-12-17,6,6,16.19860076904297,17.125150680541992,16.707067489624023,0.2900243103504181,16.23725700378418,16.797775268554688,17.0555419921875,0.04985754985754986,-0.5195915102958679,0.16744615137577057,-0.14256331324577332,0.21505330502986908,-0.4909278154373169,-0.07530303299427032,0.11583138257265091,0.04985754985754986,0.012867912650108337,0.023788932710886,0.02892657369375229,0.15232954919338226,0.10007496251874062,0.21505330502986908,0.00023911426251288503,0.00038277386920526624,0.9489091748513304,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.12754914316265872,0.12754914316265872
12,2023-12-18,6,6,16.17729949951172,17.12125015258789,16.702648162841797,0.2750103771686554,16.216808319091797,16.7908992767334,17.027692794799805,0.04985754985754986,-0.5353864431381226,0.1645539104938507,-0.14583900570869446,0.20392046868801117,-0.5060907006263733,-0.08040159195661545,0.0951811820268631,0.04985754985754986,0.012927345000207424,0.023069951683282852,0.027966294437646866,0.17068800330162048,0.10007496251874062,0.20392046868801117,0.00025371494120918214,0.0003608707047533244,0.9527582470776116,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.12042309228464061,0.12042309228464061
13,2023-12-19,6,6,16.18829917907715,17.100900650024414,16.745351791381836,0.2320622056722641,16.295751571655273,16.823875427246094,17.008092880249023,0.04985754985754986,-0.5272301435470581,0.14946472644805908,-0.11417446285486221,0.1720743626356125,-0.44755345582962036,-0.05594974011182785,0.08064782619476318,0.04985754985754986,0.013123900629580021,0.02245085872709751,0.026779767125844955,0.22284020483493805,0.10007496251874062,0.1720743626356125,0.0002770524297375232,0.0003120149194728583,0.9380428553484017,0.3333333333333333,0.3334582708645677,0.33320839580209893,0.144037400312264,0.144037400312264
14,2023-12-21,6,6,16.547149658203125,17.07094955444336,16.818649291992188,0.08884292095899582,16.686365127563477,16.81297492980957,16.970399856567383,0.04985754985754986,-0.26114216446876526,0.12725596129894257,-0.059824518859386444,0.06587710976600647,-0.15791405737400055,-0.06403247267007828,0.05269826576113701,0.04985754985754986,0.00946459174156189,0.016297675669193268,0.01912502385675907,0.05417589843273163,0.10007496251874062,0.06587710976600647,9.538247832097113e-05,0.000162642594659701,0.8868365570442538,0.3333333333333333,0.3335832083958021,0.33308345827086455,0.2215442488342369,0.2215442488342369
15,2023-12-22,6,6,16.300600051879883,16.979999542236328,16.712697982788086,0.13352692127227783,16.437589645385742,16.731149673461914,16.89688491821289,0.04985754985754986,-0.44395893812179565,0.05981644243001938,-0.1383887529373169,0.09901034086942673,-0.34238067269325256,-0.1247059777379036,-0.0018130630487576127,0.04985754985754986,0.010670085437595844,0.018609732389450073,0.02225412428379059,0.07412562519311905,0.10007496251874062,0.09901034086942673,0.00012667472765315324,0.00022710756456945091,0.912251270693733,0.3334582708645677,0.3334582708645677,0.33308345827086455,0.14556573946231957,0.14556573946231957
16,2024-05-22,6,6,15.567500114440918,17.21394920349121,16.405120849609375,0.39762547612190247,15.793925285339355,16.41167449951172,17.097734451293945,0.04985754985754986,-0.9875532388687134,0.23329034447669983,-0.3664565980434418,0.29483968019485474,-0.8196590542793274,-0.36159712076187134,0.1471172720193863,0.04985754985754986,0.021405136212706566,0.03579012677073479,0.04191455990076065,0.4255164861679077,0.10007496251874062,0.29483968019485474,0.0008319478947669268,0.0008074009674601257,0.9730668895048807,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1784819985938605,0.1784819985938605
17,2024-05-26,6,6,15.956950187683105,17.551450729370117,16.895580291748047,0.33055248856544495,16.283845901489258,16.975749969482422,17.289369583129883,0.04985754985754986,-0.6987756490707397,0.48354804515838623,-0.0027802910190075636,0.24510498344898224,-0.4563828110694885,0.05666537955403328,0.28921499848365784,0.04985754985754986,0.017898380756378174,0.032862208783626556,0.04003312811255455,0.4746433198451996,0.10007496251874062,0.24510498344898224,0.0007759767468087375,0.0007248780457302928,0.909568428920008,0.3334582708645677,0.3334582708645677,0.33308345827086455,0.2410556377556599,0.2410556377556599
18,2024-06-12,6,2,16.777000427246094,17.775299072265625,17.4918212890625,0.15420657396316528,17.185388565063477,17.517549514770508,17.678850173950195,0.04985754985754986,-0.09070760011672974,0.6495318412780762,0.4393315315246582,0.11434432119131088,0.21211211383342743,0.45841026306152344,0.5780148506164551,0.04985754985754986,0.022129254415631294,0.03874057158827782,0.04687892645597458,0.18621964752674103,0.10007496251874062,0.11434432119131088,0.0005868763546459377,0.001028911443427205,0.8314612258707029,0.3333333333333333,0.3334582708645677,0.33320839580209893,0.3689879555204661,0.6795198060984581
19,2024-06-15,6,6,15.879150390625,17.593050003051758,16.862436294555664,0.4602157175540924,16.113672256469727,16.941049575805664,17.470184326171875,0.04985754985754986,-0.7564643025398254,0.5143939852714539,-0.02735714055597782,0.3412504196166992,-0.5825663208961487,0.030935004353523254,0.4232892394065857,0.04985754985754986,0.027119863778352737,0.04609391838312149,0.05558701604604721,0.48952895402908325,0.10007496251874062,0.3412504196166992,0.0012759981909766793,0.001373262144625187,0.9652652468756535,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2619504415082886,0.2619504415082886
