path,exists,date,class_id,depth
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_15.nc,False,2024-07-03,1.0,15.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_16.nc,False,2024-07-03,1.0,16.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_17.nc,False,2024-07-03,1.0,17.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_1.nc,False,2024-07-04,1.0,1.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_2.nc,False,2024-07-04,1.0,2.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_3.nc,False,2024-07-04,1.0,3.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_4.nc,False,2024-07-04,1.0,4.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_5.nc,False,2024-07-04,1.0,5.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_6.nc,False,2024-07-04,1.0,6.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_7.nc,False,2024-07-04,1.0,7.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_8.nc,False,2024-07-04,1.0,8.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_9.nc,False,2024-07-04,1.0,9.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_10.nc,False,2024-07-04,1.0,10.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_11.nc,False,2024-07-04,1.0,11.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_12.nc,False,2024-07-04,1.0,12.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_13.nc,False,2024-07-04,1.0,13.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_14.nc,False,2024-07-04,1.0,14.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_15.nc,False,2024-07-04,1.0,15.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_16.nc,False,2024-07-04,1.0,16.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_17.nc,False,2024-07-04,1.0,17.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_1.nc,False,2023-12-22,6.0,1.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_2.nc,False,2023-12-22,6.0,2.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_3.nc,False,2023-12-22,6.0,3.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_4.nc,False,2023-12-22,6.0,4.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_5.nc,False,2023-12-22,6.0,5.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_6.nc,False,2023-12-22,6.0,6.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_7.nc,False,2023-12-22,6.0,7.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_8.nc,False,2023-12-22,6.0,8.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_9.nc,False,2023-12-22,6.0,9.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_10.nc,False,2023-12-22,6.0,10.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_11.nc,False,2023-12-22,6.0,11.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_12.nc,False,2023-12-22,6.0,12.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_13.nc,False,2023-12-22,6.0,13.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_14.nc,False,2023-12-22,6.0,14.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_15.nc,False,2023-12-22,6.0,15.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_16.nc,False,2023-12-22,6.0,16.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_17.nc,False,2023-12-22,6.0,17.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_1.nc,False,2023-12-17,6.0,1.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_2.nc,False,2023-12-17,6.0,2.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_3.nc,False,2023-12-17,6.0,3.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_4.nc,False,2023-12-17,6.0,4.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_5.nc,False,2023-12-17,6.0,5.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_6.nc,False,2023-12-17,6.0,6.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_7.nc,False,2023-12-17,6.0,7.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_8.nc,False,2023-12-17,6.0,8.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_9.nc,False,2023-12-17,6.0,9.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_10.nc,False,2023-12-17,6.0,10.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_11.nc,False,2023-12-17,6.0,11.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_12.nc,False,2023-12-17,6.0,12.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_13.nc,False,2023-12-17,6.0,13.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_14.nc,False,2023-12-17,6.0,14.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_15.nc,False,2023-12-17,6.0,15.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_16.nc,False,2023-12-17,6.0,16.0
C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_17.nc,False,2023-12-17,6.0,17.0
