route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,75.79,110.0299
1,1,39.562107,-9.319525,117.327385,75.79,110.0299
1,2,39.559467,-9.332891,120.95381,75.79,110.0299
1,3,39.562107,-9.3516035,138.15076,75.79,110.0299
1,4,39.57002,-9.36497,177.92505,75.79,110.0299
1,5,39.57266,-9.378337,237.41592,75.79,110.0299
1,6,39.58321,-9.38101,289.6987,75.79,110.0299
1,7,39.593765,-9.37299,363.47772,75.79,110.0299
1,8,39.60168,-9.38101,487.43866,75.79,110.0299
1,9,39.606956,-9.3703165,489.22522,75.79,110.0299
1,10,39.617508,-9.36497,510.31744,75.79,110.0299
1,11,39.606956,-9.391703,597.2981,75.79,110.0299
1,12,39.5753,-9.397049,378.8176,75.79,110.0299
1,13,39.55419,-9.386356,200.18933,75.79,110.0299
1,14,39.548916,-9.397049,250.8127,75.79,110.0299
1,15,39.559467,-9.4077425,394.29303,75.79,110.0299
1,16,39.548916,-9.410416,341.66354,75.79,110.0299
1,17,39.54364,-9.421108,365.74823,75.79,110.0299
1,18,39.55419,-9.421108,474.1736,75.79,110.0299
1,19,39.564743,-9.429129,591.6297,75.79,110.0299
1,20,39.57002,-9.418435,551.1119,75.79,110.0299
1,21,39.5753,-9.429129,633.5352,75.79,110.0299
1,22,39.58321,-9.421108,638.7078,75.79,110.0299
1,23,39.580574,-9.4077425,520.24677,75.79,110.0299
1,24,39.591125,-9.410416,605.2207,75.79,110.0299
1,25,39.612232,-9.405069,676.7874,75.79,110.0299
1,26,39.612232,-9.423781,662.56366,75.79,110.0299
1,27,39.622784,-9.429129,563.3798,75.79,110.0299
1,28,39.63334,-9.4264555,520.0346,75.79,110.0299
1,29,39.622784,-9.415762,658.90625,75.79,110.0299
1,30,39.62806,-9.402396,638.9491,75.79,110.0299
1,31,39.64125,-9.410416,557.81573,75.79,110.0299
1,32,39.65444,-9.4077425,405.89542,75.79,110.0299
1,33,39.65444,-9.394376,434.72406,75.79,110.0299
1,34,39.649166,-9.383683,500.24118,75.79,110.0299
1,35,39.63334,-9.383683,634.0365,75.79,110.0299
1,36,39.622784,-9.38101,601.66943,75.79,110.0299
1,37,39.62806,-9.3703165,557.90155,75.79,110.0299
1,38,39.635975,-9.362297,533.78265,75.79,110.0299
1,39,39.64125,-9.37299,551.7429,75.79,110.0299
1,40,39.649166,-9.36497,427.34634,75.79,110.0299
1,41,39.659718,-9.37299,334.37912,75.79,110.0299
1,42,39.670273,-9.367643,234.50127,75.79,110.0299
1,43,39.67819,-9.356951,192.18991,75.79,110.0299
1,44,39.664997,-9.356951,234.64201,75.79,110.0299
1,45,39.65444,-9.3516035,326.98984,75.79,110.0299
1,46,39.64389,-9.3516035,429.00403,75.79,110.0299
1,47,39.63334,-9.346257,450.11676,75.79,110.0299
1,48,39.622784,-9.3516035,453.9651,75.79,110.0299
1,49,39.617508,-9.340911,389.15488,75.79,110.0299
1,50,39.604317,-9.335565,304.19208,75.79,110.0299
1,51,39.577934,-9.306158,117.26965,75.79,110.0299
1,52,39.573475,-9.294866,110.0299,75.79,110.0299
