distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,140,141,0.05521071329712868,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
2,141,142,0.09447740763425827,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
3,133,134,0.09833593666553497,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
4,136,137,0.11071910709142685,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
5,165,166,0.11530853062868118,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
6,137,138,0.1316220611333847,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
7,163,164,0.1352585405111313,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
8,132,133,0.13929392397403717,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
9,131,132,0.14223411679267883,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
10,138,139,0.14536672830581665,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
11,135,136,0.14605750143527985,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
12,139,140,0.15705271065235138,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
13,143,144,0.16109997034072876,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
14,108,109,0.16502760350704193,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
15,250,251,0.16668890416622162,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
16,134,135,0.16900670528411865,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
17,251,252,0.19618071615695953,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
18,162,163,0.20715084671974182,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
19,145,146,0.22299937903881073,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
20,172,173,0.22378386557102203,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
21,245,246,0.22814732789993286,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
22,142,143,0.24063213169574738,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
23,109,110,0.2409152239561081,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
24,249,250,0.24188227951526642,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
25,173,174,0.24527089297771454,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
26,35,36,0.24540627002716064,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
27,104,105,0.2646058201789856,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
28,34,35,0.29313328862190247,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
29,33,34,0.3056129813194275,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
30,164,165,0.31656235456466675,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
31,166,167,0.31886717677116394,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
32,171,172,0.3467606008052826,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
33,144,145,0.35885146260261536,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
