seed,status,error,run_dir,sd_dir,dictionary_artifact_path,number_of_classes,singleton_count,min_class_size,mean_class_size,max_class_size,mean_icv,std_icv,behavior_label,behavior_reason,weighted_mean_MPD,weighted_p95_MPD,weighted_mean_pairwise_SSIM,weighted_median_pairwise_SSIM,weighted_p05_pairwise_SSIM,min_pairwise_SSIM_overall,class_metrics_json
11,success,,results/fossum/canonical_dictionary_seed_sweep/regen_seed11_20260403/raw_global_runs/seed011/w72_h40_xds04_seed11_scalerON_canonical_probe_seed011,results/fossum/canonical_dictionary_seed_sweep/regen_seed11_20260403/raw_global_runs/seed011/w72_h40_xds04_seed11_scalerON_canonical_probe_seed011/sd_30pct,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\fossum\canonical_dictionary_seed_sweep\regen_seed11_20260403\seed_dictionaries\seed011_dictionary.npz,5,0,20,60.0,117,1601.5348876953126,492.1612146847112,plausivel,sem sinais fortes de fragmentacao/mistura,35.65416871072002,78.68846050573602,0.42074408147670306,0.5041166191034101,-0.2986282655742307,-0.9482391595430357,"[{""seed"":11,""class_id"":1,""class_size"":66,""pair_count"":2145.0,""mean_mpd"":28.9058087579,""p95_mpd"":61.9464352713,""mean_pairwise_ssim"":0.6379223424,""median_pairwise_ssim"":0.6753571265,""p05_pairwise_ssim"":0.2579894632,""min_pairwise_ssim"":-0.0058423849},{""seed"":11,""class_id"":2,""class_size"":117,""pair_count"":6786.0,""mean_mpd"":34.9722337177,""p95_mpd"":82.9340390517,""mean_pairwise_ssim"":0.3408803817,""median_pairwise_ssim"":0.4517774494,""p05_pairwise_ssim"":-0.5482964343,""min_pairwise_ssim"":-0.9482391595},{""seed"":11,""class_id"":3,""class_size"":20,""pair_count"":190.0,""mean_mpd"":44.0185271574,""p95_mpd"":85.7882792236,""mean_pairwise_ssim"":0.4637286131,""median_pairwise_ssim"":0.6658862196,""p05_pairwise_ssim"":-0.4155365725,""min_pairwise_ssim"":-0.8884687644},{""seed"":11,""class_id"":4,""class_size"":34,""pair_count"":561.0,""mean_mpd"":33.1583356601,""p95_mpd"":62.1813117878,""mean_pairwise_ssim"":0.4850290892,""median_pairwise_ssim"":0.508456634,""p05_pairwise_ssim"":0.0287111805,""min_pairwise_ssim"":-0.1849256168},{""seed"":11,""class_id"":5,""class_size"":63,""pair_count"":1953.0,""mean_mpd"":45.3386424424,""p95_mpd"":86.3754512838,""mean_pairwise_ssim"":0.4370660204,""median_pairwise_ssim"":0.4809173077,""p05_pairwise_ssim"":-0.1251114639,""min_pairwise_ssim"":-0.3402648875}]"
