class_id,n_days,percent_days,icv_sst_space
1,41,11.08108108108108,1680.74951171875
2,70,18.91891891891892,1474.5084228515625
3,50,13.513513513513514,1351.87158203125
4,107,28.91891891891892,2005.1923828125
5,30,8.108108108108109,326.4110107421875
6,72,19.45945945945946,1129.506591796875
