route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,37.862,110.0299
1,1,39.57002,-9.300812,111.81263,37.862,110.0299
1,2,39.591125,-9.316852,170.14513,37.862,110.0299
1,3,39.5964,-9.343584,274.3446,37.862,110.0299
1,4,39.61487,-9.367643,518.7906,37.862,110.0299
1,5,39.638615,-9.378337,608.6333,37.862,110.0299
1,6,39.646526,-9.386356,544.83875,37.862,110.0299
1,7,39.65708,-9.386356,408.10254,37.862,110.0299
1,8,39.651806,-9.397049,462.32556,37.862,110.0299
1,9,39.664997,-9.397049,295.4893,37.862,110.0299
1,10,39.670273,-9.386356,273.4546,37.862,110.0299
1,11,39.67819,-9.378337,222.77757,37.862,110.0299
1,12,39.68874,-9.375663,175.62036,37.862,110.0299
1,13,39.694016,-9.36497,152.17097,37.862,110.0299
1,14,39.680824,-9.354278,182.16197,37.862,110.0299
1,15,39.659718,-9.354278,282.39816,37.862,110.0299
1,16,39.649166,-9.359624,406.73672,37.862,110.0299
1,17,39.64389,-9.34893,417.84186,37.862,110.0299
1,18,39.63334,-9.340911,424.0318,37.862,110.0299
1,19,39.62806,-9.3516035,465.08337,37.862,110.0299
1,20,39.617508,-9.34893,429.4238,37.862,110.0299
1,21,39.57395,-9.294412,110.0299,37.862,110.0299
