route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,36.266,49.767765
1,1,39.57266,-9.274079,103.45829,36.266,49.767765
1,2,39.57002,-9.244674,89.95389,36.266,49.767765
1,3,39.593765,-9.204575,85.66013,36.266,49.767765
1,4,39.606956,-9.201901,97.89235,36.266,49.767765
1,5,39.609592,-9.188536,102.879906,36.266,49.767765
1,6,39.620148,-9.185862,128.78845,36.266,49.767765
1,7,39.61487,-9.175169,118.351845,36.266,49.767765
1,8,39.604317,-9.177842,98.38442,36.266,49.767765
1,9,39.59904,-9.188536,88.963974,36.266,49.767765
1,10,39.58849,-9.188536,75.04804,36.266,49.767765
1,11,39.580574,-9.180515,62.08816,36.266,49.767765
1,12,39.562107,-9.199228,58.597305,36.266,49.767765
1,13,39.55155,-9.196555,49.767765,36.266,49.767765
1,14,39.54364,-9.204575,50.588425,36.266,49.767765
1,15,39.55419,-9.215268,64.74543,36.266,49.767765
1,16,39.564743,-9.212595,69.04183,36.266,49.767765
1,17,39.5753,-9.215268,76.78088,36.266,49.767765
1,18,39.55683,-9.23398,77.831726,36.266,49.767765
1,19,39.559467,-9.247347,86.71611,36.266,49.767765
1,20,39.55419,-9.260714,90.41247,36.266,49.767765
1,21,39.562107,-9.268733,97.192314,36.266,49.767765
1,22,39.55683,-9.279426,99.56934,36.266,49.767765
1,23,39.57115,-9.291518,110.0299,36.266,49.767765
