source,path,file,variable,shape,dtype,min,max,mean,nan_fraction,probable_meaning
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,16.116,17.1737,16.769643295069628,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.1826130604611838,0.0633509176710364,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,15.912761688232422,17.69769287109375,16.88732598120054,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1701993600.0,1703116800.0,1702555200.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.032657111199999964,0.008472122370487655,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,15.9187,17.0429,16.682155027286413,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.1807127864872875,0.06466444128418775,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,15.151284217834473,17.732280731201172,16.62234309706818,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1715126400.0,1716249600.0,1715688000.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.09564182769999997,0.020670125540352392,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,15.4109,17.2361,16.519845104441096,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.3092601295026567,0.09829433127230287,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,14.939820289611816,17.675020217895508,16.519555747754485,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1715472000.0,1716595200.0,1716033600.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.09410391500000001,0.016416709400488897,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,15.6502,17.675,16.936171705871285,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.3067636142048141,0.08555733597488312,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-06-12\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,14.542402267456055,18.821548461914062,17.22381621106247,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-06-12\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-06-12\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-06-12\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
