source,path,file,variable,shape,dtype,min,max,mean,nan_fraction,probable_meaning
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,16.175947189331055,17.945676803588867,17.03788475356273,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1701475200.0,1702598400.0,1702036800.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.01858231429999996,0.005171277697259221,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,16.188,17.3049,16.829925232404968,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.1363169626275467,0.05048802252771721,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,16.042720794677734,17.850412368774414,17.00381948068146,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1701561600.0,1702684800.0,1702123200.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.02327863887499999,0.006052384159845596,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,16.0427,17.2355,16.747439099548362,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.15257338848894977,0.054534282349266876,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,15.938549995422363,17.850412368774414,16.972507349891917,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1701648000.0,1702771200.0,1702209600.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.028555878575999994,0.006869797376981502,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,15.9385,17.1926,16.714130204177646,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.16898484717867457,0.05790694878637027,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,15.912761688232422,17.781234741210938,16.940320087288057,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1701734400.0,1702857600.0,1702296000.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.031362534000000004,0.007420269520010952,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMPpred,"[2, 180, 240]",float64,15.9128,17.2489,16.703316730334965,0.3849537037037037,"predModel full-grid TEMPpred [day, lat, lon], not persisted ROI stack"
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD_sqrt_variance,"[2, 180, 240]",float64,0.0,0.17709470347811085,0.06016069447909164,0.3849537037037037,diagnostic sqrt variance in Python predModel
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TEMP,"[14, 1, 180, 240]",float64,15.912761688232422,17.69769287109375,16.906330300818286,0.3849537037037037,predModel coordinate/input variable TEMP
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LAT,[180],float64,39.38798522949219,39.86022186279297,39.62410354614258,0.0,predModel coordinate/input variable LAT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,LON,[240],float64,-9.554771423339844,-8.915862083435059,-9.235316876570383,0.0,predModel coordinate/input variable LON
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,BATHY,"[180, 240]",float64,0.0007890710257925093,1057.9788818359375,163.46758921580164,0.33625,predModel coordinate/input variable BATHY
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,DEPT,[1],float64,0.4940253794193268,0.4940253794193268,0.4940253794193268,0.0,predModel coordinate/input variable DEPT
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,TIME,[14],float64,1701907200.0,1703030400.0,1702468800.0,0.0,predModel coordinate/input variable TIME
step10d,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,python_dss_predModel_1_100real.nc,STD,"[2, 180, 240]",float64,0.0,0.03334752985099997,0.008167462579849905,0.3849537037037037,"predModel full-grid STD/StDev as variance [day, lat, lon], not persisted ROI stack"
