run_id,case_id,display_case,date,run_name,mission_duration_requested_h,mission_duration,trajectory_length,solver_runtime,solver_status,gamma,formulation,descriptor_source,crossing_proxy_method,collected_STD,collected_boundary,crossing_count,regions_visited,fraction_path_region_A,fraction_path_region_B,fraction_path_boundary_core,difference_from_baseline,scope,run_dir,input_nc,strategy,fleet_collected_STD,fleet_collected_boundary,fleet_region_A_coverage,fleet_region_B_coverage,fleet_region_coverage,trajectory_overlap_ratio,duplicate_sampled_cells,inter_vehicle_min_distance,inter_vehicle_mean_distance,complementarity_score,fleet_total_area_covered
October_control__single_auv_12h__baseline_STD,October_control,October reference,2024-10-30,baseline_STD,12.0,10.85,37.587,0.0,REUSED,0.0,information_map = STD_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,88.59339141845703,0.0,0.0,1.0,1.0,0.0,1.0,0.0,single_AUV,results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_runs\October_control__single_auv_12h__baseline__5cbed14e7a,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_inputs\October_control__single_auv_12h__baseline__5cbed14e7a.nc,,,,,,,,,,,,
October_control__single_auv_12h__prototype_boundary_alpha050,October_control,October reference,2024-10-30,prototype_boundary_alpha050,12.0,,,0.0,REUSED_FAILED,0.0,information_map = 0.5*STD_norm + 0.5*prototype_boundary_score_norm,Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,,,0.0,0.0,,,,,single_AUV,results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_runs\October_control__single_auv_12h__prototype__377074ac76,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_inputs\October_control__single_auv_12h__prototype__377074ac76.nc,,,,,,,,,,,,
October_control__single_auv_12h__prototype_crossing_gamma025,October_control,October reference,2024-10-30,prototype_crossing_gamma025,12.0,,,0.0,REUSED_FAILED,0.25,information_map = 0.5*STD_norm + 0.3*prototype_boundary + 0.2*((1-0.25)*prototype_boundary + 0.25*prototype_crossing_proxy),Step11Y prototype_based arrays from Step08 predicted-class descriptors,near-boundary two-side band proxy,,,0.0,0.0,,,,,single_AUV,results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_runs\October_control__single_auv_12h__prototype__229d7dcf5a,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_inputs\October_control__single_auv_12h__prototype__229d7dcf5a.nc,,,,,,,,,,,,
October_control__multi_auv_12h__baseline_STD,October_control,,,,,,,0.0,REUSED,,,,,,,,,,,,,multi_AUV,results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_runs\October_control__multi_auv_12h__baseline_S__1a0b822f0e,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step11z_minimal_prototype_based_rerun_20260606_130654\planner_inputs\October_control__multi_auv_12h__baseline_S__1a0b822f0e.nc,baseline_STD,181.98470306396484,0.0,0.03935532233883059,0.0,0.03935532233883059,0.022222222222222223,7.0,0.0,12.582840696932426,0.5085665500583042,315.0
October_control__multi_auv_12h__prototype_vehicle_specific_maps,October_control,,,,,,,0.0,FAILED_OR_PARTIAL,,,,,,,,,,,,,multi_AUV_PROXY,two 1-AUV proxy runs,,prototype_vehicle_specific_maps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.5,0.0
October_control__multi_auv_12h__prototype_vehicle_specific_with_boundary,October_control,,,,,,,0.0,FAILED_OR_PARTIAL,,,,,,,,,,,,,multi_AUV_PROXY,two 1-AUV proxy runs,,prototype_vehicle_specific_with_boundary,84.82313537597656,0.0,0.018740629685157422,0.0,0.018740629685157422,0.0,0.0,,,0.5093703148425787,150.0
