prototype_name,clean_png_path,grad_sigma,threshold,threshold_method,std_temp,iqr_temp,range_temp,score_mean,low_ratio,high_ratio,min_region_ratio,inter_region_diff,coherence_low,coherence_high,coherence_min,mean_grad,p90_grad,front_area_ratio,seed,scope,regime_label
prototype_class_01,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\final_working_pipeline\final_working_20260328\computer_vision_exports_seed11\seed11\global\prototype_class_01_clean.png,1.0,-126.994140625,otsu,4.398037433624268,7.0,17.0,-125.6548843383789,0.40562001527558433,0.5943799847244157,0.40562001527558433,7.6377716064453125,1.0,1.0,1.0,0.021340642124414444,0.32045745849609375,0.02269732738133275,11,global,homogeneous
prototype_class_02,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\final_working_pipeline\final_working_20260328\computer_vision_exports_seed11\seed11\global\prototype_class_02_clean.png,1.0,-51.052734375,otsu,28.98712158203125,50.0,107.0,-49.10206985473633,0.46149305143490077,0.5385069485650993,0.46149305143490077,50.02865982055664,1.0,1.0,1.0,0.13988131284713745,0.6408286690711975,0.06978538108322759,11,global,single_gradient
prototype_class_03,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\final_working_pipeline\final_working_20260328\computer_vision_exports_seed11\seed11\global\prototype_class_03_clean.png,1.0,41.16796875,otsu,73.42100524902344,136.0,234.0,58.562110900878906,0.38782639389706935,0.6121736061029307,0.38782639389706935,135.20941352844238,1.0,1.0,1.0,0.3136947453022003,0.9074872732162476,0.08708908830322339,11,global,multi_regime
prototype_class_04,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\final_working_pipeline\final_working_20260328\computer_vision_exports_seed11\seed11\global\prototype_class_04_clean.png,1.0,68.216796875,otsu,26.251935958862305,33.0,115.0,78.3452377319336,0.30222226279482334,0.6977777372051767,0.30222226279482334,48.59857940673828,1.0,1.0,1.0,0.14075905084609985,0.6409149169921875,0.06519814136914272,11,global,homogeneous
prototype_class_05,C:\Users\E713181\OneDrive - EDP\Documents\Dados\FILIPA_DADOS\results\final_working_pipeline\final_working_20260328\computer_vision_exports_seed11\seed11\global\prototype_class_05_clean.png,1.0,131.966796875,otsu,10.266082763671875,11.0,43.0,138.42425537109375,0.20788031488395728,0.7921196851160427,0.20788031488395728,22.54688262939453,1.0,1.0,1.0,0.058672670274972916,0.32045745849609375,0.0631456749100049,11,global,single_gradient
