separation_distance,sd_fraction_of_max,max_merge_distance,number_of_classes,class_sizes,min_class_size,mean_class_size,max_class_size,singleton_count,mean_icv,std_icv,icv_per_class,behavior_label,behavior_reason,output_dir
331.260453923885,0.3,1104.2015130796167,5,"[80, 117, 30, 42, 31]",30,60.0,117,0,1373.1618896484374,317.41989888131593,"[1277.281005859375, 1676.746337890625, 1531.560546875, 1584.010986328125, 796.2105712890625]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum/faithful_initial_sd_working_config/w72_h40_xds04_seed53_scalerON_final_sd30_20260325/sd_30pct
