kind,time_idx,dept_idx,depth_m,filepath
time_dept,10.0,6,7.92956018447876,results/plots/temp_20241029_time_dept/TEMP_t10_d06_7.930m.png
time_dept,10.0,7,9.572997093200684,results/plots/temp_20241029_time_dept/TEMP_t10_d07_9.573m.png
time_dept,10.0,8,11.404999732971191,results/plots/temp_20241029_time_dept/TEMP_t10_d08_11.405m.png
time_dept,10.0,9,13.467140197753906,results/plots/temp_20241029_time_dept/TEMP_t10_d09_13.467m.png
time_dept,10.0,10,15.810070037841797,results/plots/temp_20241029_time_dept/TEMP_t10_d10_15.810m.png
time_dept,10.0,11,18.495559692382812,results/plots/temp_20241029_time_dept/TEMP_t10_d11_18.496m.png
time_dept,10.0,12,21.598819732666016,results/plots/temp_20241029_time_dept/TEMP_t10_d12_21.599m.png
time_dept,10.0,13,25.211410522460938,results/plots/temp_20241029_time_dept/TEMP_t10_d13_25.211m.png
time_dept,10.0,14,29.444730758666992,results/plots/temp_20241029_time_dept/TEMP_t10_d14_29.445m.png
time_dept,10.0,15,34.43415069580078,results/plots/temp_20241029_time_dept/TEMP_t10_d15_34.434m.png
time_dept,10.0,16,40.344051361083984,results/plots/temp_20241029_time_dept/TEMP_t10_d16_40.344m.png
time_dept,11.0,0,0.49402499198913574,results/plots/temp_20241029_time_dept/TEMP_t11_d00_0.494m.png
time_dept,11.0,1,1.5413750410079956,results/plots/temp_20241029_time_dept/TEMP_t11_d01_1.541m.png
time_dept,11.0,2,2.6456689834594727,results/plots/temp_20241029_time_dept/TEMP_t11_d02_2.646m.png
time_dept,11.0,3,3.8194949626922607,results/plots/temp_20241029_time_dept/TEMP_t11_d03_3.819m.png
time_dept,11.0,4,5.078224182128906,results/plots/temp_20241029_time_dept/TEMP_t11_d04_5.078m.png
time_dept,11.0,5,6.440614223480225,results/plots/temp_20241029_time_dept/TEMP_t11_d05_6.441m.png
time_dept,11.0,6,7.92956018447876,results/plots/temp_20241029_time_dept/TEMP_t11_d06_7.930m.png
time_dept,11.0,7,9.572997093200684,results/plots/temp_20241029_time_dept/TEMP_t11_d07_9.573m.png
time_dept,11.0,8,11.404999732971191,results/plots/temp_20241029_time_dept/TEMP_t11_d08_11.405m.png
time_dept,11.0,9,13.467140197753906,results/plots/temp_20241029_time_dept/TEMP_t11_d09_13.467m.png
time_dept,11.0,10,15.810070037841797,results/plots/temp_20241029_time_dept/TEMP_t11_d10_15.810m.png
time_dept,11.0,11,18.495559692382812,results/plots/temp_20241029_time_dept/TEMP_t11_d11_18.496m.png
time_dept,11.0,12,21.598819732666016,results/plots/temp_20241029_time_dept/TEMP_t11_d12_21.599m.png
time_dept,11.0,13,25.211410522460938,results/plots/temp_20241029_time_dept/TEMP_t11_d13_25.211m.png
time_dept,11.0,14,29.444730758666992,results/plots/temp_20241029_time_dept/TEMP_t11_d14_29.445m.png
time_dept,11.0,15,34.43415069580078,results/plots/temp_20241029_time_dept/TEMP_t11_d15_34.434m.png
time_dept,11.0,16,40.344051361083984,results/plots/temp_20241029_time_dept/TEMP_t11_d16_40.344m.png
time_dept,12.0,0,0.49402499198913574,results/plots/temp_20241029_time_dept/TEMP_t12_d00_0.494m.png
time_dept,12.0,1,1.5413750410079956,results/plots/temp_20241029_time_dept/TEMP_t12_d01_1.541m.png
time_dept,12.0,2,2.6456689834594727,results/plots/temp_20241029_time_dept/TEMP_t12_d02_2.646m.png
time_dept,12.0,3,3.8194949626922607,results/plots/temp_20241029_time_dept/TEMP_t12_d03_3.819m.png
time_dept,12.0,4,5.078224182128906,results/plots/temp_20241029_time_dept/TEMP_t12_d04_5.078m.png
time_dept,12.0,5,6.440614223480225,results/plots/temp_20241029_time_dept/TEMP_t12_d05_6.441m.png
time_dept,12.0,6,7.92956018447876,results/plots/temp_20241029_time_dept/TEMP_t12_d06_7.930m.png
time_dept,12.0,7,9.572997093200684,results/plots/temp_20241029_time_dept/TEMP_t12_d07_9.573m.png
time_dept,12.0,8,11.404999732971191,results/plots/temp_20241029_time_dept/TEMP_t12_d08_11.405m.png
time_dept,12.0,9,13.467140197753906,results/plots/temp_20241029_time_dept/TEMP_t12_d09_13.467m.png
time_dept,12.0,10,15.810070037841797,results/plots/temp_20241029_time_dept/TEMP_t12_d10_15.810m.png
time_dept,12.0,11,18.495559692382812,results/plots/temp_20241029_time_dept/TEMP_t12_d11_18.496m.png
time_dept,12.0,12,21.598819732666016,results/plots/temp_20241029_time_dept/TEMP_t12_d12_21.599m.png
time_dept,12.0,13,25.211410522460938,results/plots/temp_20241029_time_dept/TEMP_t12_d13_25.211m.png
time_dept,12.0,14,29.444730758666992,results/plots/temp_20241029_time_dept/TEMP_t12_d14_29.445m.png
time_dept,12.0,15,34.43415069580078,results/plots/temp_20241029_time_dept/TEMP_t12_d15_34.434m.png
time_dept,12.0,16,40.344051361083984,results/plots/temp_20241029_time_dept/TEMP_t12_d16_40.344m.png
time_dept,13.0,0,0.49402499198913574,results/plots/temp_20241029_time_dept/TEMP_t13_d00_0.494m.png
time_dept,13.0,1,1.5413750410079956,results/plots/temp_20241029_time_dept/TEMP_t13_d01_1.541m.png
time_dept,13.0,2,2.6456689834594727,results/plots/temp_20241029_time_dept/TEMP_t13_d02_2.646m.png
time_dept,13.0,3,3.8194949626922607,results/plots/temp_20241029_time_dept/TEMP_t13_d03_3.819m.png
