command,returncode,runtime_s,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells,run_id,status,error,input_nc,solver_status,solver_runtime_s,solver_gap,run_dir
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__c388adce9e.nc,-999,1800.0,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__c388adce9e.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha025,TIMEOUT,Timeout after 1800s,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__c388adce9e.nc,TIMEOUT,1800.0,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__c388adce9e
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__397c795c95.nc,-999,1800.0,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__397c795c95.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha050,TIMEOUT,Timeout after 1800s,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__397c795c95.nc,TIMEOUT,1800.0,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__397c795c95
