Index,case_id,date,predicted_class,mission_duration_requested_h,descriptor,alpha,run_name,physical_run_id,deduplicated_baseline,prototype_based_maps,TEMPpred_used_as_objective,information_map_formula,solver_status,solver_runtime,solver_gap,solver_returncode,run_dir,total_script_runtime,trajectory_length,mission_duration,number_of_valid_cells_sampled,collected_STD,collected_descriptor,collected_information_score,percentage_path_in_top10_STD,percentage_path_in_top10_descriptor,trajectory_overlap_ratio_with_baseline,path_difference_from_baseline,regions_visited,crossing_count,fraction_path_region_A,fraction_path_region_B,baseline_STD,baseline_runtime,STD_retention,regime_balance,runtime_score,recommendation_score
0,C01_representative,2024-08-24,1,12.0,boundary_score,0.0,baseline_STD,C01_representative__single_auv_12h__baseline_STD,True,True,False,STD_norm,SUCCESS,1524.0095923999907,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__51c49ddc1b,10821.132869299996,38.053,11.0,153,90.6500473022461,107.18716430664062,90.6500473022461,0.2875816993464052,0.1437908496732026,1.0,0.0,1,0,0.0,0.1111111119389534,90.6500473022461,1524.0095923999907,1.0,0.0,0.0006557335802893184,0.5074178347897883
1,C01_representative,2024-08-24,1,12.0,boundary_score,0.25,boundary_score_alpha025,C01_representative__single_auv_12h__boundary_score_alpha025,False,True,False,(1-0.25)*STD_norm + 0.25*boundary_score,SUCCESS,1501.3017230000114,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__3759f1d796,10821.197843400005,38.754,11.166666666666666,153,90.08222961425781,129.47348022460938,98.47460174560547,0.32679738562091504,0.20261437908496732,0.04081632653061224,0.9591836734693877,0,0,0.0,0.0,90.6500473022461,1524.0095923999907,0.9937361567380648,0.0,0.000665645246018261,0.6818206563615397
2,C01_representative,2024-08-24,1,12.0,boundary_score,0.5,boundary_score_alpha050,C01_representative__single_auv_12h__boundary_score_alpha050,False,True,False,(1-0.50)*STD_norm + 0.50*boundary_score,SUCCESS,924.1077984000149,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__5aa3d15dc5,10821.207823399978,38.147,11.0,153,89.0613784790039,130.7659912109375,112.08275604248047,0.30718954248366015,0.1111111111111111,0.02,0.98,0,0,0.0,0.0,90.6500473022461,1524.0095923999907,0.9824747049723511,0.0,0.001080955107858254,0.6829405524759219
3,C01_representative,2024-08-24,1,12.0,boundary_score,0.75,boundary_score_alpha075,C01_representative__single_auv_12h__boundary_score_alpha075,False,True,False,(1-0.75)*STD_norm + 0.75*boundary_score,SUCCESS,1173.4373592000047,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__e9441b37fe,10821.22969539999,37.707,10.916666666666666,143,76.82015991210938,125.09266662597656,117.65697479248047,0.15384615384615385,0.24475524475524477,0.03859649122807018,0.9614035087719298,0,0,0.0,0.0,90.6500473022461,1524.0095923999907,0.8474365121506776,0.0,0.0008514715511784922,0.6245362428401531
4,C01_representative,2024-08-24,1,12.0,boundary_score,1.0,boundary_score_alpha100,C01_representative__single_auv_12h__boundary_score_alpha100,False,True,False,(1-1.00)*STD_norm + 1.00*boundary_score,SUCCESS,1023.5328992000141,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__2a67cd1ec8,10821.237834,38.547,11.166666666666666,160,84.33016967773438,136.2384796142578,136.2384796142578,0.15625,0.1,0.016233766233766232,0.9837662337662337,0,0,0.0,0.0,90.6500473022461,1524.0095923999907,0.930282688067002,0.0,0.0009760545520605829,0.6732614813435919
5,C01_representative,2024-08-24,1,12.0,boundary_distance_score_r1_cells,0.0,baseline_STD,C01_representative__single_auv_12h__baseline_STD,True,True,False,STD_norm,SUCCESS,1524.0095923999907,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__51c49ddc1b,10821.247868199978,38.053,11.0,153,90.6500473022461,17.033775329589844,90.6500473022461,0.2875816993464052,0.3333333333333333,1.0,0.0,1,0,0.0,0.1111111119389534,90.6500473022461,1524.0095923999907,1.0,0.0,0.0006557335802893184,0.3878850266061826
6,C01_representative,2024-08-24,1,12.0,boundary_distance_score_r1_cells,0.25,boundary_distance_score_r1_cells_alpha025,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha025,False,True,False,(1-0.25)*STD_norm + 0.25*boundary_distance_score_r1_cells,TIMEOUT,1800.0,,-999,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__c388adce9e,10821.2577475,,,0,,,,,,,,0,0,,,90.6500473022461,1524.0095923999907,,0.0,0.000555247084952804,5.552470849528041e-05
7,C01_representative,2024-08-24,1,12.0,boundary_distance_score_r1_cells,0.5,boundary_distance_score_r1_cells_alpha050,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha050,False,True,False,(1-0.50)*STD_norm + 0.50*boundary_distance_score_r1_cells,TIMEOUT,1800.0,,-999,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__397c795c95,10821.315294799977,,,0,,,,,,,,0,0,,,90.6500473022461,1524.0095923999907,,0.0,0.000555247084952804,5.552470849528041e-05
8,C01_representative,2024-08-24,1,12.0,boundary_distance_score_r1_cells,0.75,boundary_distance_score_r1_cells_alpha075,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha075,False,True,False,(1-0.75)*STD_norm + 0.75*boundary_distance_score_r1_cells,SUCCESS,680.5242863000021,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__48907c60e1,10821.321058699978,38.935,11.016666666666667,151,84.84690856933594,65.79833221435547,74.1672134399414,0.2185430463576159,0.5894039735099338,0.030508474576271188,0.9694915254237289,0,0,0.0,0.0,90.6500473022461,1524.0095923999907,0.9359830589656364,0.0,0.0014672991412074303,0.6192541014562589
9,C01_representative,2024-08-24,1,12.0,boundary_distance_score_r1_cells,1.0,boundary_distance_score_r1_cells_alpha100,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha100,False,True,False,(1-1.00)*STD_norm + 1.00*boundary_distance_score_r1_cells,SUCCESS,129.99697700000252,,0,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__b18f7e1de0,10821.330670199997,39.205,10.95,100,56.245338439941406,90.07943725585938,90.07943725585938,0.18,1.0,0.020161290322580645,0.9798387096774194,0,0,0.0,0.0,90.6500473022461,1524.0095923999907,0.620466730176188,0.0,0.007633763945560215,0.5649025384078348
