mission_duration_requested_h,descriptor,mean_STD,mean_difference,mean_regime_balance,mean_runtime,success_rate
12.0,boundary_distance_score_r1_cells,77.24743143717448,0.6497767450337161,0.0,1186.906171139999,0.6
12.0,boundary_distance_score_r3_cells,91.28904418945312,0.7635440959174944,0.0,904.9040552799939,1.0
12.0,boundary_distance_score_r5_cells,90.77511749267578,0.7758073073404381,0.0,987.3408627999946,1.0
12.0,boundary_score,86.18879699707031,0.7768706832015102,0.0,1229.277874440007,1.0
12.0,interest_map,83.78535308837891,0.7537610521617908,0.0,1124.586866639997,1.0
