command,returncode,runtime_s,path,temperr_shape,finite_cells,temperr_min,temperr_max,landt_valid_cells,run_id,status,error,input_nc,solver_status,solver_runtime_s,solver_gap,run_dir
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__51c49ddc1b.nc,0,1524.0095923999907,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__51c49ddc1b.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__baseline_STD,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__51c49ddc1b.nc,SUCCESS,1524.0095923999907,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__51c49ddc1b
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__c388adce9e.nc,-999,1800.0,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__c388adce9e.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha025,TIMEOUT,Timeout after 1800s,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__c388adce9e.nc,TIMEOUT,1800.0,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__c388adce9e
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__6b733a719e.nc,0,1271.8441475,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__6b733a719e.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r3_cells_alpha025,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__6b733a719e.nc,SUCCESS,1271.8441475,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__6b733a719e
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__57e4bae93c.nc,0,1370.4995596999943,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__57e4bae93c.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r5_cells_alpha025,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__57e4bae93c.nc,SUCCESS,1370.4995596999943,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__57e4bae93c
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__3759f1d796.nc,0,1501.3017230000114,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__3759f1d796.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_score_alpha025,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__3759f1d796.nc,SUCCESS,1501.3017230000114,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__3759f1d796
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__8dd3bf31fe.nc,0,1652.19227639999,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__8dd3bf31fe.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__interest_map_alpha025,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__8dd3bf31fe.nc,SUCCESS,1652.19227639999,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__8dd3bf31fe
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__65ecf17c6a.nc,0,949.7944231999863,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__65ecf17c6a.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r3_cells_alpha050,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__65ecf17c6a.nc,SUCCESS,949.7944231999863,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__65ecf17c6a
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__397c795c95.nc,-999,1800.0,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__397c795c95.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r1_cells_alpha050,TIMEOUT,Timeout after 1800s,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__397c795c95.nc,TIMEOUT,1800.0,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__397c795c95
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__a090b6388e.nc,0,1128.910235599993,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__a090b6388e.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_distance_score_r5_cells_alpha050,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__a090b6388e.nc,SUCCESS,1128.910235599993,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__a090b6388e
C:\Users\pedro\AppData\Local\Programs\Python\Python312\python.exe OptimalPlanning.py C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__5aa3d15dc5.nc,0,924.1077984000149,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__5aa3d15dc5.nc,"[180, 240]",8004,0.0,1.0,8004,C01_representative__single_auv_12h__boundary_score_alpha050,SUCCESS,,C:\Users\pedro\Documents\Filipa_dados\results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_inputs\C01_representative__sing__5aa3d15dc5.nc,SUCCESS,924.1077984000149,,results\fossum_roi_x490_step12a_single_auv_weight_duration_sensitivity_20260608_163658\planner_runs\C01_representative__sing__5aa3d15dc5
