distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,131,132,0.06176239252090454,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
2,132,133,0.08259499073028564,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
3,165,166,0.09468898177146912,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
4,163,164,0.09569475054740906,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
5,162,163,0.10731124132871628,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
6,141,142,0.1182178482413292,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
7,145,146,0.12428805232048035,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
8,133,134,0.16025283932685852,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
9,140,141,0.1712651401758194,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
10,245,246,0.17257936298847198,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
11,172,173,0.18436425924301147,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
12,164,165,0.19312502443790436,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
13,174,175,0.1990978717803955,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
14,166,167,0.20539860427379608,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
15,171,172,0.20900225639343262,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
16,173,174,0.21816876530647278,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
17,237,238,0.22331038117408752,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
18,144,145,0.24508845806121826,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
19,251,252,0.24873672425746918,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
20,136,137,0.2549651265144348,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
21,250,251,0.274825781583786,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
22,137,138,0.2750580608844757,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
23,138,139,0.2863542139530182,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
24,143,144,0.2864718735218048,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
25,139,140,0.2887583076953888,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
26,236,237,0.2971762716770172,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z237.png
27,238,239,0.30187079310417175,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z239.png
28,249,250,0.35868039727211,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
29,35,36,0.3777088224887848,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
30,232,233,0.39563077688217163,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z233.png
31,34,35,0.4343854784965515,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
32,233,234,0.43937304615974426,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z234.png
33,231,232,0.447672039270401,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z232.png
34,188,189,0.522986650466919,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z189.png
35,234,235,0.5845980048179626,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z235.png
