distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,22,23,0.055050723254680634,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
2,1,2,0.06511085480451584,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
3,2,3,0.06598690897226334,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
4,23,24,0.06736167520284653,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
5,126,127,0.07209189981222153,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
6,21,22,0.0739763155579567,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
7,0,1,0.08190237730741501,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
8,3,4,0.0887858048081398,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z004.png
9,104,105,0.0913013145327568,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
10,24,25,0.10221218317747116,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z025.png
11,12,13,0.10660748183727264,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z013.png
12,40,41,0.10688282549381256,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
13,13,14,0.1078457459807396,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
14,18,19,0.11199893057346344,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z019.png
15,107,108,0.11332450807094574,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z108.png
16,25,26,0.11751241236925125,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z026.png
17,17,18,0.12357369810342789,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
18,14,15,0.12487585097551346,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
19,112,113,0.1364668756723404,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
20,26,27,0.13884812593460083,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z027.png
21,52,53,0.14217549562454224,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z053.png
22,32,33,0.14895276725292206,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z033.png
23,125,126,0.1493019014596939,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z126.png
24,33,34,0.1495887190103531,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
25,113,114,0.14997518062591553,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z114.png
26,20,21,0.15206900238990784,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z021.png
27,15,16,0.15290725231170654,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
28,27,28,0.15762439370155334,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z028.png
29,39,40,0.16018988192081451,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
30,29,30,0.16505226492881775,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z030.png
31,28,29,0.17336057126522064,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z029.png
32,253,254,0.1753731071949005,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z254.png
33,41,42,0.17781372368335724,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
34,124,125,0.17792078852653503,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z125.png
35,150,151,0.18491362035274506,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z151.png
36,47,48,0.18812520802021027,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
37,30,31,0.1882162094116211,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z031.png
38,38,39,0.19013351202011108,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
39,109,110,0.19034387171268463,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
40,11,12,0.1903877854347229,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z012.png
41,19,20,0.19054050743579865,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z020.png
42,51,52,0.19127200543880463,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z052.png
43,31,32,0.20010606944561005,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z032.png
44,42,43,0.20049257576465607,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
45,16,17,0.20117998123168945,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
46,37,38,0.20201733708381653,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
47,102,103,0.20656417310237885,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z103.png
48,151,152,0.20839478075504303,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png
49,43,44,0.21081626415252686,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
50,48,49,0.21544508635997772,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
51,50,51,0.2228720337152481,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
52,44,45,0.2233792543411255,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
53,108,109,0.2270573377609253,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
54,53,54,0.22859899699687958,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z054.png
55,36,37,0.22861115634441376,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
56,4,5,0.22888141870498657,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z005.png
57,46,47,0.2304486483335495,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
58,123,124,0.23234409093856812,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z124.png
59,105,106,0.23940153419971466,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z106.png
60,45,46,0.24758869409561157,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
61,142,143,0.24815532565116882,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
62,110,111,0.25289034843444824,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
63,135,136,0.26115137338638306,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
64,49,50,0.2616100609302521,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
65,101,102,0.26785799860954285,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z102.png
