subclass_id,global_image_idx_0_based,global_image_z_1_based,image_icv_proxy,png_path
1,35,36,0.0820435881614685,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
1,231,232,0.8260756134986877,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z232.png
1,34,35,0.14018367230892181,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
1,188,189,0.7611057162284851,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z189.png
1,251,252,0.16933472454547882,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
1,232,233,0.6986410617828369,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z233.png
1,137,138,0.17154933512210846,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
1,233,234,0.6532271504402161,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z234.png
1,136,137,0.17917324602603912,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
1,174,175,0.6372990608215332,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
1,138,139,0.19569864869117737,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
1,173,174,0.6297657489776611,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
1,144,145,0.196757510304451,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
1,234,235,0.5746533870697021,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z235.png
1,145,146,0.2004222869873047,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
1,172,173,0.56178218126297,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
1,141,142,0.2029898315668106,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
1,237,238,0.4370361566543579,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
1,250,251,0.20364819467067719,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
1,236,237,0.42642220854759216,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z237.png
1,166,167,0.22982802987098694,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
1,238,239,0.4044959247112274,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z239.png
1,140,141,0.23301199078559875,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
1,171,172,0.3828922510147095,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
1,139,140,0.25383394956588745,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
1,133,134,0.35799023509025574,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
1,249,250,0.272969514131546,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
1,163,164,0.34844672679901123,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
1,165,166,0.27421391010284424,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
1,132,133,0.3482232987880707,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
1,162,163,0.27479907870292664,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
1,245,246,0.3406640291213989,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
1,164,165,0.2776864171028137,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
1,131,132,0.31916284561157227,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
1,143,144,0.28971317410469055,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
