separation_distance,sd_fraction_of_max,max_merge_distance,number_of_classes,class_sizes,min_class_size,mean_class_size,max_class_size,singleton_count,mean_icv,std_icv,icv_per_class,behavior_label,behavior_reason,output_dir,classes_distance_from_target,rank_mean_icv,rank_singletons,rank_min_class,rank_classes_balance,balanced_score
479.2102691206833,0.25,1916.841076482733,6,"[41, 70, 50, 107, 30, 72]",30,61.66666666666666,107,0,1328.0399169921875,524.0286949354644,"[1680.74951171875, 1474.5084228515625, 1351.87158203125, 2005.1923828125, 326.4110107421875, 1129.506591796875]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum_roi_x490_step04_sd_probe_patch40x24_dict4_20260511_211354/sd_25pct,1,2.0,1.0,3.0,2.0,1.95
575.0523229448199,0.3,1916.841076482733,5,"[41, 120, 107, 30, 72]",30,74.0,120,0,1755.5830322265624,1098.9619264588148,"[1680.74951171875, 3636.0556640625, 2005.1923828125, 326.4110107421875, 1129.506591796875]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum_roi_x490_step04_sd_probe_patch40x24_dict4_20260511_211354/sd_30pct,0,3.0,1.0,3.0,1.0,2.1
670.8943767689566,0.35,1916.841076482733,4,"[41, 120, 107, 102]",41,92.5,120,0,2131.731201171875,913.968574073174,"[1680.74951171875, 3636.0556640625, 2005.1923828125, 1204.92724609375]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum_roi_x490_step04_sd_probe_patch40x24_dict4_20260511_211354/sd_35pct,1,4.0,1.0,1.0,2.0,2.25
766.7364305930932,0.4,1916.841076482733,4,"[41, 120, 107, 102]",41,92.5,120,0,2131.731201171875,913.968574073174,"[1680.74951171875, 3636.0556640625, 2005.1923828125, 1204.92724609375]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum_roi_x490_step04_sd_probe_patch40x24_dict4_20260511_211354/sd_40pct,1,4.0,1.0,1.0,2.0,2.25
383.3682152965466,0.2,1916.841076482733,10,"[12, 29, 70, 50, 51, 56, 30, 11, 31, 30]",11,37.0,70,0,754.7798034667969,435.8986361134949,"[942.9103393554688, 1202.962158203125, 1474.5084228515625, 1351.87158203125, 606.3653564453125, 543.7587280273438, 326.4110107421875, 253.76394653320312, 606.4144287109375, 238.83206176757812]",fragmenta demais,n_classes alto,results/fossum_roi_x490_step04_sd_probe_patch40x24_dict4_20260511_211354/sd_20pct,5,1.0,1.0,5.0,5.0,2.6
