distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,283,284,0.13420310616493225,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0284_2024-08-06_X_surface_370_roi_x490_norm.png
2,284,285,0.14187932014465332,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0285_2024-08-07_X_surface_370_roi_x490_norm.png
3,294,295,0.17964954674243927,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0295_2024-08-17_X_surface_370_roi_x490_norm.png
4,285,286,0.18141120672225952,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0286_2024-08-08_X_surface_370_roi_x490_norm.png
5,281,282,0.18716029822826385,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0282_2024-08-04_X_surface_370_roi_x490_norm.png
6,282,283,0.20621590316295624,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0283_2024-08-05_X_surface_370_roi_x490_norm.png
7,293,294,0.2115647792816162,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0294_2024-08-16_X_surface_370_roi_x490_norm.png
8,280,281,0.2352420687675476,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0281_2024-08-03_X_surface_370_roi_x490_norm.png
9,295,296,0.30007636547088623,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0296_2024-08-18_X_surface_370_roi_x490_norm.png
10,259,260,0.3470814824104309,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0260_2024-07-13_X_surface_370_roi_x490_norm.png
11,255,256,0.364623099565506,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0256_2024-07-09_X_surface_370_roi_x490_norm.png
12,296,297,0.390928715467453,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0297_2024-08-19_X_surface_370_roi_x490_norm.png
