distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,234,235,0.13013873994350433,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0235_2024-06-18_X_surface_370_roi_x490_norm.png
2,236,237,0.13230738043785095,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0237_2024-06-20_X_surface_370_roi_x490_norm.png
3,249,250,0.13463595509529114,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0250_2024-07-03_X_surface_370_roi_x490_norm.png
4,243,244,0.15154144167900085,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0244_2024-06-27_X_surface_370_roi_x490_norm.png
5,250,251,0.15182632207870483,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0251_2024-07-04_X_surface_370_roi_x490_norm.png
6,245,246,0.15209802985191345,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0246_2024-06-29_X_surface_370_roi_x490_norm.png
7,195,196,0.2258647233247757,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0196_2024-05-10_X_surface_370_roi_x490_norm.png
8,272,273,0.2401297241449356,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0273_2024-07-26_X_surface_370_roi_x490_norm.png
9,196,197,0.24047209322452545,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0197_2024-05-11_X_surface_370_roi_x490_norm.png
10,300,301,0.245203897356987,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0301_2024-08-23_X_surface_370_roi_x490_norm.png
11,305,306,0.24732984602451324,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0306_2024-08-28_X_surface_370_roi_x490_norm.png
12,242,243,0.2488420605659485,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0243_2024-06-26_X_surface_370_roi_x490_norm.png
13,34,35,0.25782009959220886,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0035_2023-12-01_X_surface_370_roi_x490_norm.png
14,301,302,0.2638368606567383,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0302_2024-08-24_X_surface_370_roi_x490_norm.png
15,41,42,0.26959511637687683,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0042_2023-12-08_X_surface_370_roi_x490_norm.png
16,251,252,0.27231889963150024,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0252_2024-07-05_X_surface_370_roi_x490_norm.png
17,40,41,0.2833685576915741,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0041_2023-12-07_X_surface_370_roi_x490_norm.png
18,306,307,0.29349422454833984,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0307_2024-08-29_X_surface_370_roi_x490_norm.png
19,299,300,0.30500733852386475,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0300_2024-08-22_X_surface_370_roi_x490_norm.png
20,235,236,0.3060704469680786,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0236_2024-06-19_X_surface_370_roi_x490_norm.png
21,273,274,0.310662180185318,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0274_2024-07-27_X_surface_370_roi_x490_norm.png
22,254,255,0.3207755982875824,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0255_2024-07-08_X_surface_370_roi_x490_norm.png
23,42,43,0.3251895606517792,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0043_2023-12-09_X_surface_370_roi_x490_norm.png
24,286,287,0.32808345556259155,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0287_2024-08-09_X_surface_370_roi_x490_norm.png
25,298,299,0.34754204750061035,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0299_2024-08-21_X_surface_370_roi_x490_norm.png
26,43,44,0.35687848925590515,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0044_2023-12-10_X_surface_370_roi_x490_norm.png
27,297,298,0.3990674316883087,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0298_2024-08-20_X_surface_370_roi_x490_norm.png
28,252,253,0.4157545864582062,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0253_2024-07-06_X_surface_370_roi_x490_norm.png
29,268,269,0.5439499616622925,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0269_2024-07-22_X_surface_370_roi_x490_norm.png
