distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,86,87,0.07434491068124771,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0087_2024-01-22_X_surface_370_roi_x490_norm.png
2,77,78,0.08581177145242691,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0078_2024-01-13_X_surface_370_roi_x490_norm.png
3,97,98,0.0993707925081253,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0098_2024-02-02_X_surface_370_roi_x490_norm.png
4,70,71,0.09958165138959885,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0071_2024-01-06_X_surface_370_roi_x490_norm.png
5,96,97,0.10255751758813858,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0097_2024-02-01_X_surface_370_roi_x490_norm.png
6,69,70,0.10385329276323318,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0070_2024-01-05_X_surface_370_roi_x490_norm.png
7,90,91,0.1047988086938858,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0091_2024-01-26_X_surface_370_roi_x490_norm.png
8,78,79,0.1069769486784935,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0079_2024-01-14_X_surface_370_roi_x490_norm.png
9,91,92,0.10731736570596695,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0092_2024-01-27_X_surface_370_roi_x490_norm.png
10,85,86,0.10924547165632248,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0086_2024-01-21_X_surface_370_roi_x490_norm.png
11,87,88,0.11076144129037857,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0088_2024-01-23_X_surface_370_roi_x490_norm.png
12,171,172,0.11775387823581696,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0172_2024-04-16_X_surface_370_roi_x490_norm.png
13,88,89,0.12156455218791962,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0089_2024-01-24_X_surface_370_roi_x490_norm.png
14,84,85,0.12782256305217743,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0085_2024-01-20_X_surface_370_roi_x490_norm.png
15,172,173,0.13825002312660217,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0173_2024-04-17_X_surface_370_roi_x490_norm.png
16,65,66,0.14282898604869843,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0066_2024-01-01_X_surface_370_roi_x490_norm.png
17,95,96,0.14606770873069763,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0096_2024-01-31_X_surface_370_roi_x490_norm.png
18,189,190,0.14739511907100677,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0190_2024-05-04_X_surface_370_roi_x490_norm.png
19,89,90,0.1544467657804489,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0090_2024-01-25_X_surface_370_roi_x490_norm.png
20,92,93,0.15668392181396484,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0093_2024-01-28_X_surface_370_roi_x490_norm.png
21,192,193,0.15933148562908173,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0193_2024-05-07_X_surface_370_roi_x490_norm.png
22,67,68,0.1593712866306305,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0068_2024-01-03_X_surface_370_roi_x490_norm.png
23,66,67,0.16175292432308197,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0067_2024-01-02_X_surface_370_roi_x490_norm.png
24,179,180,0.16273397207260132,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0180_2024-04-24_X_surface_370_roi_x490_norm.png
25,68,69,0.16434530913829803,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0069_2024-01-04_X_surface_370_roi_x490_norm.png
26,98,99,0.17182666063308716,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0099_2024-02-03_X_surface_370_roi_x490_norm.png
27,119,120,0.17186549305915833,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0120_2024-02-24_X_surface_370_roi_x490_norm.png
28,167,168,0.17381682991981506,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0168_2024-04-12_X_surface_370_roi_x490_norm.png
29,93,94,0.17790332436561584,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0094_2024-01-29_X_surface_370_roi_x490_norm.png
30,118,119,0.18216069042682648,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0119_2024-02-23_X_surface_370_roi_x490_norm.png
31,76,77,0.18292547762393951,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0077_2024-01-12_X_surface_370_roi_x490_norm.png
32,94,95,0.1883513331413269,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0095_2024-01-30_X_surface_370_roi_x490_norm.png
33,216,217,0.18878409266471863,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0217_2024-05-31_X_surface_370_roi_x490_norm.png
34,74,75,0.188887357711792,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0075_2024-01-10_X_surface_370_roi_x490_norm.png
35,173,174,0.1941298395395279,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0174_2024-04-18_X_surface_370_roi_x490_norm.png
36,190,191,0.20008213818073273,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0191_2024-05-05_X_surface_370_roi_x490_norm.png
37,75,76,0.20050302147865295,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0076_2024-01-11_X_surface_370_roi_x490_norm.png
38,215,216,0.20270998775959015,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0216_2024-05-30_X_surface_370_roi_x490_norm.png
39,120,121,0.21061712503433228,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0121_2024-02-25_X_surface_370_roi_x490_norm.png
40,73,74,0.21151940524578094,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0074_2024-01-09_X_surface_370_roi_x490_norm.png
41,191,192,0.21844364702701569,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0192_2024-05-06_X_surface_370_roi_x490_norm.png
42,71,72,0.21868282556533813,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0072_2024-01-07_X_surface_370_roi_x490_norm.png
43,188,189,0.22018495202064514,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0189_2024-05-03_X_surface_370_roi_x490_norm.png
44,72,73,0.2293185144662857,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0073_2024-01-08_X_surface_370_roi_x490_norm.png
45,214,215,0.2298734337091446,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0215_2024-05-29_X_surface_370_roi_x490_norm.png
46,313,314,0.23421025276184082,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0314_2024-09-05_X_surface_370_roi_x490_norm.png
47,314,315,0.24399800598621368,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0315_2024-09-06_X_surface_370_roi_x490_norm.png
48,178,179,0.246828094124794,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0179_2024-04-23_X_surface_370_roi_x490_norm.png
49,213,214,0.24740400910377502,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0214_2024-05-28_X_surface_370_roi_x490_norm.png
50,320,321,0.25191283226013184,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0321_2024-09-12_X_surface_370_roi_x490_norm.png
51,319,320,0.25327956676483154,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0320_2024-09-11_X_surface_370_roi_x490_norm.png
52,322,323,0.2868666350841522,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0323_2024-09-14_X_surface_370_roi_x490_norm.png
53,121,122,0.2877059876918793,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0122_2024-02-26_X_surface_370_roi_x490_norm.png
54,162,163,0.29704150557518005,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0163_2024-04-07_X_surface_370_roi_x490_norm.png
55,321,322,0.35596874356269836,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0322_2024-09-13_X_surface_370_roi_x490_norm.png
56,187,188,0.37033483386039734,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0188_2024-05-02_X_surface_370_roi_x490_norm.png
