distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,40,41,0.06436441838741302,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
2,41,42,0.08220197260379791,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
3,39,40,0.08787261694669724,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
4,15,16,0.09101898968219757,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
5,112,113,0.09652837365865707,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
6,38,39,0.09698385000228882,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
7,47,48,0.09786193072795868,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
8,104,105,0.09799081832170486,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
9,51,52,0.09905800223350525,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z052.png
10,17,18,0.10037130862474442,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
11,42,43,0.10409832000732422,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
12,2,3,0.10675276070833206,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
13,37,38,0.10779605060815811,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
14,1,2,0.10843975841999054,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
15,14,15,0.10849583894014359,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
16,48,49,0.11664450168609619,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
17,109,110,0.11684291064739227,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
18,125,126,0.11752332746982574,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z126.png
19,126,127,0.11837556958198547,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
20,35,36,0.11939729750156403,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
21,43,44,0.12007908523082733,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
22,50,51,0.12030630558729172,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
23,102,103,0.12247318029403687,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z103.png
24,16,17,0.12608101963996887,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
25,44,45,0.13186708092689514,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
26,23,24,0.13419681787490845,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
27,36,37,0.13518072664737701,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
