distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
29,138,139,0.3241462707519531,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
30,139,140,0.3311541676521301,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
31,167,168,0.33149322867393494,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z168.png
32,143,144,0.3329090178012848,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
33,152,153,0.3330869972705841,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png
34,187,188,0.3559552729129791,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z188.png
35,128,129,0.3560131788253784,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z129.png
36,232,233,0.3782360851764679,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z233.png
37,186,187,0.4036654829978943,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z187.png
38,249,250,0.4046388864517212,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z250.png
39,176,177,0.4081345200538635,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z177.png
40,142,143,0.4139866530895233,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
41,233,234,0.4169102609157562,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z234.png
42,231,232,0.4249517619609833,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z232.png
43,246,247,0.4280509352684021,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z247.png
44,260,261,0.42924803495407104,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z261.png
45,130,131,0.45800894498825073,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z131.png
46,257,258,0.46622514724731445,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z258.png
47,34,35,0.4708282947540283,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
48,33,34,0.47967225313186646,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
49,188,189,0.4959798753261566,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z189.png
50,170,171,0.5004599690437317,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z171.png
51,239,240,0.5048617720603943,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z240.png
52,146,147,0.5180605053901672,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
53,177,178,0.5276890397071838,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z178.png
54,234,235,0.5502195954322815,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z235.png
55,168,169,0.5688856840133667,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z169.png
56,129,130,0.591850996017456,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z130.png
57,230,231,0.6017673015594482,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z231.png
58,256,257,0.6074769496917725,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z257.png
59,240,241,0.6189430952072144,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z241.png
60,248,249,0.6292015910148621,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z249.png
