distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,145,146,0.08593060821294785,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
2,131,132,0.09501708298921585,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
3,162,163,0.09563131630420685,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
4,165,166,0.11333756148815155,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
5,132,133,0.1138712614774704,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
6,163,164,0.1321832686662674,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
7,141,142,0.1338450014591217,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
8,164,165,0.15160399675369263,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
9,166,167,0.15618786215782166,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
10,245,246,0.1655685007572174,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
11,171,172,0.17484627664089203,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
12,144,145,0.20684291422367096,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
13,140,141,0.20723982155323029,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
14,175,176,0.20836041867733002,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z176.png
15,133,134,0.20858079195022583,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
16,237,238,0.21029497683048248,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
17,174,175,0.21144983172416687,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
18,172,173,0.2236601561307907,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
19,173,174,0.2579036056995392,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
20,258,259,0.25854864716529846,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z259.png
21,251,252,0.2605057954788208,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z252.png
22,238,239,0.2675269842147827,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z239.png
23,236,237,0.2714236080646515,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z237.png
24,136,137,0.29033163189888,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
25,135,136,0.31093889474868774,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
26,137,138,0.3125198781490326,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
27,250,251,0.31292077898979187,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z251.png
28,134,135,0.32214805483818054,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
