route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,74.016,41.67778
1,1,39.57266,-9.26606,100.25363,74.016,41.67778
1,2,39.5753,-9.239327,89.57797,74.016,41.67778
1,3,39.57002,-9.217941,75.42082,74.016,41.67778
1,4,39.564743,-9.204575,63.84027,74.016,41.67778
1,5,39.567383,-9.191209,57.319702,74.016,41.67778
1,6,39.577934,-9.188536,63.725464,74.016,41.67778
1,7,39.593765,-9.16715,80.05667,74.016,41.67778
1,8,39.580574,-9.161802,53.926895,74.016,41.67778
1,9,39.57266,-9.151109,41.67778,74.016,41.67778
1,10,39.577934,-9.140416,42.614483,74.016,41.67778
1,11,39.604317,-9.140416,94.54253,74.016,41.67778
1,12,39.612232,-9.132396,96.95579,74.016,41.67778
1,13,39.61487,-9.11903,74.75942,74.016,41.67778
1,14,39.625423,-9.11903,73.58387,74.016,41.67778
1,15,39.64125,-9.137742,96.597176,74.016,41.67778
1,16,39.651806,-9.140416,88.46236,74.016,41.67778
1,17,39.662357,-9.137742,68.143005,74.016,41.67778
1,18,39.664997,-9.151109,102.13939,74.016,41.67778
1,19,39.67291,-9.159129,113.9006,74.016,41.67778
1,20,39.680824,-9.151109,86.15522,74.016,41.67778
1,21,39.70193,-9.156456,79.82022,74.016,41.67778
1,22,39.707207,-9.169823,95.498985,74.016,41.67778
1,23,39.71776,-9.177842,103.08144,74.016,41.67778
1,24,39.720398,-9.191209,117.3673,74.016,41.67778
1,25,39.715122,-9.201901,130.41246,74.016,41.67778
1,26,39.709846,-9.188536,120.33218,74.016,41.67778
1,27,39.694016,-9.172496,102.45154,74.016,41.67778
1,28,39.6861,-9.180515,136.00868,74.016,41.67778
1,29,39.680824,-9.169823,124.83658,74.016,41.67778
1,30,39.67555,-9.180515,164.23232,74.016,41.67778
1,31,39.664997,-9.185862,206.32439,74.016,41.67778
1,32,39.67819,-9.199228,207.90012,74.016,41.67778
1,33,39.68874,-9.196555,161.67303,74.016,41.67778
1,34,39.694016,-9.207248,166.82523,74.016,41.67778
1,35,39.696655,-9.220614,189.03859,74.016,41.67778
1,36,39.68874,-9.228634,224.66275,74.016,41.67778
1,37,39.683464,-9.217941,241.19572,74.016,41.67778
1,38,39.67819,-9.228634,283.81265,74.016,41.67778
1,39,39.659718,-9.223288,314.91718,74.016,41.67778
1,40,39.649166,-9.217941,249.24768,74.016,41.67778
1,41,39.65444,-9.207248,246.26556,74.016,41.67778
1,42,39.64389,-9.204575,204.68958,74.016,41.67778
1,43,39.638615,-9.215268,195.8492,74.016,41.67778
1,44,39.62806,-9.212595,158.7179,74.016,41.67778
1,45,39.61487,-9.215268,115.845764,74.016,41.67778
1,46,39.61487,-9.228634,122.71987,74.016,41.67778
1,47,39.606956,-9.236654,107.169945,74.016,41.67778
1,48,39.609592,-9.25002,117.39076,74.016,41.67778
1,49,39.59904,-9.263387,121.00683,74.016,41.67778
1,50,39.593765,-9.276752,124.51436,74.016,41.67778
1,51,39.5753,-9.295465,111.911865,74.016,41.67778
1,52,39.574078,-9.294229,110.0299,74.016,41.67778
