date,day_index_370,original_370_class,assigned_class_id,assigned_class_label,changed,confidence_score,nearest_centroid_distance
2024-10-01,340,2,2,class_02_single_gradient,False,0.5411109328269958,28.931276321411133
2024-10-02,341,2,2,class_02_single_gradient,False,0.3826122581958771,28.627586364746094
2024-10-03,342,2,3,class_03_homogeneous,True,0.0196189749985933,75.9425048828125
2024-10-04,343,2,2,class_02_single_gradient,False,0.0398074425756931,61.57920455932617
2024-10-05,344,2,3,class_03_homogeneous,True,0.0041220393031835,37.57094955444336
2024-10-06,345,2,2,class_02_single_gradient,False,0.1856261044740677,51.62874603271485
2024-10-07,346,2,2,class_02_single_gradient,False,0.6578066945075989,21.23489761352539
2024-10-08,347,2,2,class_02_single_gradient,False,0.6139757037162781,26.63633728027344
2024-10-09,348,2,2,class_02_single_gradient,False,0.5227377414703369,37.864253997802734
2024-10-10,349,2,2,class_02_single_gradient,False,0.2600943744182586,83.1124496459961
2024-10-11,350,2,2,class_02_single_gradient,False,0.4636856615543365,42.91426849365234
2024-10-12,351,3,2,class_02_single_gradient,True,0.4186074137687683,42.289817810058594
2024-10-13,352,3,3,class_03_homogeneous,False,0.085919551551342,55.33622741699219
2024-10-14,353,3,3,class_03_homogeneous,False,0.7289766669273376,18.08183860778809
2024-10-15,354,3,3,class_03_homogeneous,False,0.7326433658599854,20.190208435058597
2024-10-16,355,3,3,class_03_homogeneous,False,0.6956562399864197,19.440547943115234
2024-10-17,356,3,3,class_03_homogeneous,False,0.2112461775541305,107.73384857177734
2024-10-18,357,3,3,class_03_homogeneous,False,0.1615585684776306,133.8981475830078
2024-10-19,358,3,3,class_03_homogeneous,False,0.2995608747005462,76.88417053222656
2024-10-20,359,3,3,class_03_homogeneous,False,0.6820823550224304,25.103559494018555
2024-10-21,360,3,3,class_03_homogeneous,False,0.6452513337135315,32.7090950012207
2024-10-22,361,3,3,class_03_homogeneous,False,0.6239772439002991,36.525386810302734
2024-10-23,362,3,3,class_03_homogeneous,False,0.305749773979187,81.2680435180664
2024-10-24,363,3,3,class_03_homogeneous,False,0.6698971390724182,28.34290313720703
2024-10-25,364,3,3,class_03_homogeneous,False,0.2851980328559875,89.57601928710938
2024-10-26,365,3,3,class_03_homogeneous,False,0.1136960908770561,169.3763885498047
2024-10-27,366,2,3,class_03_homogeneous,True,0.0829820483922958,144.44515991210938
2024-10-28,367,2,2,class_02_single_gradient,False,0.0731471329927444,114.82418060302734
2024-10-29,368,2,2,class_02_single_gradient,False,0.239148810505867,80.3470687866211
2024-10-30,369,2,2,class_02_single_gradient,False,0.3398074507713318,60.066593170166016
2024-10-31,370,2,2,class_02_single_gradient,False,0.4582629799842834,43.91061782836914
