distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,55,56,0.07523590326309204,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0056_2023-12-22_X_surface_370_roi_x490_norm.png
2,50,51,0.12691983580589294,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0051_2023-12-17_X_surface_370_roi_x490_norm.png
3,211,212,0.12696532905101776,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0212_2024-05-26_X_surface_370_roi_x490_norm.png
4,207,208,0.12919816374778748,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0208_2024-05-22_X_surface_370_roi_x490_norm.png
5,54,55,0.13513939082622528,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0055_2023-12-21_X_surface_370_roi_x490_norm.png
6,49,50,0.13827933371067047,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0050_2023-12-16_X_surface_370_roi_x490_norm.png
7,231,232,0.1405497044324875,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0232_2024-06-15_X_surface_370_roi_x490_norm.png
8,51,52,0.1434551328420639,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0052_2023-12-18_X_surface_370_roi_x490_norm.png
9,52,53,0.1487760990858078,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0053_2023-12-19_X_surface_370_roi_x490_norm.png
10,228,229,0.16211579740047455,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0229_2024-06-12_X_surface_370_roi_x490_norm.png
11,169,170,0.167556032538414,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0170_2024-04-14_X_surface_370_roi_x490_norm.png
12,197,198,0.16963179409503937,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0198_2024-05-12_X_surface_370_roi_x490_norm.png
13,56,57,0.17107097804546356,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0057_2023-12-23_X_surface_370_roi_x490_norm.png
14,193,194,0.1719474196434021,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0194_2024-05-08_X_surface_370_roi_x490_norm.png
15,206,207,0.18407294154167175,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0207_2024-05-21_X_surface_370_roi_x490_norm.png
16,325,326,0.18500551581382751,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0326_2024-09-17_X_surface_370_roi_x490_norm.png
17,48,49,0.18557599186897278,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0049_2023-12-15_X_surface_370_roi_x490_norm.png
18,177,178,0.19197870790958405,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0178_2024-04-22_X_surface_370_roi_x490_norm.png
19,198,199,0.19375954568386078,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0199_2024-05-13_X_surface_370_roi_x490_norm.png
20,229,230,0.20216499269008636,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0230_2024-06-13_X_surface_370_roi_x490_norm.png
21,317,318,0.20777300000190735,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0318_2024-09-09_X_surface_370_roi_x490_norm.png
22,53,54,0.21452325582504272,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0054_2023-12-20_X_surface_370_roi_x490_norm.png
23,311,312,0.2165350764989853,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0312_2024-09-03_X_surface_370_roi_x490_norm.png
24,232,233,0.21719004213809967,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0233_2024-06-16_X_surface_370_roi_x490_norm.png
25,176,177,0.2208530157804489,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0177_2024-04-21_X_surface_370_roi_x490_norm.png
26,199,200,0.2245224267244339,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0200_2024-05-14_X_surface_370_roi_x490_norm.png
27,57,58,0.22537446022033691,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0058_2023-12-24_X_surface_370_roi_x490_norm.png
28,218,219,0.23015600442886353,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0219_2024-06-02_X_surface_370_roi_x490_norm.png
29,58,59,0.23705220222473145,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0059_2023-12-25_X_surface_370_roi_x490_norm.png
30,115,116,0.24247422814369202,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0116_2024-02-20_X_surface_370_roi_x490_norm.png
31,230,231,0.24446988105773926,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0231_2024-06-14_X_surface_370_roi_x490_norm.png
32,59,60,0.24604034423828125,results/fossum_roi_x490_step00_dataset_20260509_232915/normalized_pngs/0060_2023-12-26_X_surface_370_roi_x490_norm.png
