case_id,mission_duration,descriptor,alpha,STD_retention,STD_loss,regime_balance,descriptor_gain,descriptor_gain_norm,runtime_seconds,solver_status,regions_visited,crossing_count,path_difference_from_baseline,pareto_front_flag,tradeoff_score,selected_candidate_flag,justification_note
C01_representative,48.0,boundary_score,0.25,0.9764149283819428,0.02358507161805723,0.0558292269706726,46.92456054687506,0.15115142603389067,288.956614300012,SUCCESS,2,1,0.8123167155425219,True,0.4778717956837348,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,48.0,boundary_score,0.5,0.9127066166232428,0.08729338337675718,0.0,69.27337646484375,0.21428200937025496,262.59633400000166,SUCCESS,1,0,0.894927536231884,False,0.46188894409669234,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,boundary_score,0.75,0.8527279632819621,0.1472720367180379,0.0,63.228057861328125,0.1972052885589627,176.631515999994,SUCCESS,1,0,0.9109090909090908,True,0.45352661797319227,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,48.0,boundary_score,1.0,0.8100575577177577,0.18994244228224233,0.0,75.65716552734375,0.2323148362050718,149.9780202999973,SUCCESS,1,0,0.943527367506516,False,0.45215582383083863,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,representative_zone,0.0,1.0,0.0,0.1089108884334564,0.0,0.018599666200163407,390.5691597999976,SUCCESS,2,1,0.0,False,0.37474076987790006,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,representative_zone,0.25,0.9859945804406736,0.014005419559326437,0.039215687662363,21.260955810546875,0.07865727943278801,308.49507299999823,SUCCESS,2,1,0.8422053231939164,True,0.4612496535343057,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,48.0,representative_zone,0.5,0.9467275750672812,0.053272424932718776,0.0,49.340545654296875,0.15797606272709816,262.37142160000803,SUCCESS,1,0,0.87291280148423,False,0.4620768200651908,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,representative_zone,0.75,0.9387794715783776,0.0612205284216224,0.0,73.75704956054688,0.2269474185382512,188.0268947000004,SUCCESS,1,0,0.9070796460176992,True,0.49119977124239667,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,48.0,representative_zone,1.0,0.8848762406951617,0.11512375930483831,0.0,65.74465942382812,0.2043141450303292,188.10532790000437,SUCCESS,1,0,0.9440619621342512,False,0.4687999919359526,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,interest_map,0.0,1.0,0.0,0.1089108884334564,0.0,0.018599666200163407,390.5691597999976,SUCCESS,2,1,0.0,False,0.37474076987790006,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,interest_map,0.25,1.0294851796213722,-0.029485179621372204,0.0572337061166763,10.994842529296818,0.0496577242697143,325.2379829999991,SUCCESS,2,1,0.7998056365403304,True,0.470607275101993,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,48.0,interest_map,0.5,1.0028274282768228,-0.0028274282768228076,0.116129033267498,15.445953369140625,0.06223115209003233,282.5781644999952,SUCCESS,2,1,0.8267942583732057,True,0.49148702903114927,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C01_representative,48.0,interest_map,0.75,0.8564182338703408,0.14358176612965923,0.0,32.332931518554716,0.10993322209114613,232.2821245999949,SUCCESS,1,0,0.9058823529411764,False,0.4257523424590561,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,interest_map,1.0,0.7788490104043937,0.2211509895956063,0.0,35.70086669921875,0.11944691236336477,114.9675200000056,SUCCESS,1,0,0.947549441100602,True,0.42460591899717026,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,12.0,boundary_score,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,332.8594240000093,SUCCESS,1,0,0.0,False,0.353777838280675,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,boundary_score,0.25,0.9400785778807088,0.05992142211929119,0.0,-1.448974609375,0.014506625536837806,292.9171997000085,SUCCESS,1,0,0.8776978417266187,False,0.425004311591623,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,boundary_score,0.5,0.9518807846014492,0.048119215398550796,0.0,-2.962905883789091,0.010230096308813545,255.5014966999879,SUCCESS,1,0,0.8566176470588236,False,0.43435084712679506,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,boundary_score,0.75,0.8678788907779662,0.1321211092220338,0.0,-3.8722610473632812,0.007661364160001274,165.92169560000184,SUCCESS,0,0,0.9342560553633218,False,0.42618980829902464,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,boundary_score,1.0,0.9132446856911692,0.08675531430883077,0.0,1.928482055664034,0.024047211948208882,103.08680119999916,SUCCESS,0,0,0.935374149659864,True,0.46047560321060116,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,12.0,representative_zone,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,332.8594240000093,SUCCESS,1,0,0.0,False,0.353777838280675,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,representative_zone,0.25,0.9269162175147444,0.0730837824852556,0.0,27.732177734375,0.09693708523770651,307.85078039999644,SUCCESS,1,0,0.9217687074829932,False,0.43760922926089046,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,representative_zone,0.5,0.7770557685428956,0.2229442314571044,0.0,64.97328186035156,0.20213516983389807,259.73162210000737,SUCCESS,0,0,0.964516129032258,False,0.4127504082414462,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,representative_zone,0.75,0.7005193297602192,0.29948067023978076,0.0,72.98495483398438,0.2247664175108262,161.87397499999497,SUCCESS,0,0,0.9968253968253968,False,0.40975518364144303,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,representative_zone,1.0,0.7103954971798147,0.28960450282018535,0.0,71.93293762207031,0.22179469585399195,125.7084390000091,SUCCESS,0,0,0.9968354430379748,False,0.42045094493463486,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,interest_map,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,332.8594240000093,SUCCESS,1,0,0.0,False,0.353777838280675,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,interest_map,0.25,0.9105452872744646,0.0894547127255354,0.0,-2.6882286071777344,0.01100600035515619,312.89979499999026,SUCCESS,1,0,0.7960784313725491,False,0.4002611897387842,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,interest_map,0.5,0.916077524001682,0.08392247599831804,0.0,-3.428009033203125,0.008916280255119147,290.0839444000012,SUCCESS,1,0,0.8989169675090253,False,0.4169860090640341,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,interest_map,0.75,0.9689545401600238,0.031045459839976197,0.0,7.9132080078125,0.04095277159191421,172.27027510000335,SUCCESS,1,0,0.9342105263157896,True,0.4719855493906014,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,12.0,interest_map,1.0,0.8748240468918734,0.12517595310812657,0.0,1.6408653259277344,0.023234756738402834,91.49352789999102,SUCCESS,0,0,0.9838187702265372,False,0.45214946596967975,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,boundary_score,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,358.9462293999968,SUCCESS,1,0,0.0,False,0.3484843600776263,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,boundary_score,0.25,0.9902682083930302,0.009731791606969797,0.0,15.507049560546847,0.0624037356495937,319.6710137999908,SUCCESS,1,0,0.8531073446327684,False,0.44676781904059704,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,boundary_score,0.5,1.0312695553032765,-0.031269555303276464,0.0,13.096817016601562,0.05559534870712409,278.1904833000008,SUCCESS,1,0,0.8539325842696629,True,0.4703064746049598,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,boundary_score,0.75,0.9662324138611144,0.03376758613888564,0.0,10.893341064453125,0.049371004529903575,165.29503029999614,SUCCESS,1,0,0.9125874125874126,True,0.47183001431500665,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,boundary_score,1.0,0.9320659468602353,0.06793405313976475,0.0,21.00158691406247,0.07792461825760671,133.37485830001242,SUCCESS,1,0,0.9489795918367347,True,0.4739962987945141,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,representative_zone,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,358.9462293999968,SUCCESS,1,0,0.0,False,0.3484843600776263,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,representative_zone,0.25,0.9734268724729658,0.026573127527034224,0.0,68.72341918945312,0.21272849871747926,335.39115409999795,SUCCESS,1,0,0.9066427289048474,True,0.47226834958856595,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,representative_zone,0.5,0.8291796539571055,0.17082034604289453,0.0,143.22833251953125,0.42318880485707205,305.4611045999918,SUCCESS,0,0,0.9635761589403974,True,0.4684372158620528,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,representative_zone,0.75,0.7032156468026701,0.2967843531973299,0.0,154.28427124023438,0.45441944648618454,184.6222274999891,SUCCESS,0,0,0.9983818770226536,True,0.45230418429172087,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,representative_zone,1.0,0.682452072548902,0.31754792745109806,0.0,146.40939331054688,0.43217461529563717,129.6668248999922,SUCCESS,0,0,0.98841059602649,True,0.4497025141075107,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,interest_map,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,358.9462293999968,SUCCESS,1,0,0.0,False,0.3484843600776263,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,interest_map,0.25,1.030393549830541,-0.03039354983054099,0.0,2.292488098144517,0.025075450485950748,349.13150119999773,SUCCESS,1,0,0.8422053231939164,False,0.4482823129684132,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,interest_map,0.5,0.9971139054105193,0.0028860945894807477,0.0,6.275192260742173,0.03632573049916628,320.2726037000102,SUCCESS,1,0,0.8950276243093923,False,0.4483670844177649,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,interest_map,0.75,0.9881868165052484,0.011813183494751578,0.0,8.46542358398436,0.04251266145718116,203.8153294000076,SUCCESS,1,0,0.8943533697632058,True,0.4695973614546057,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,24.0,interest_map,1.0,0.8944749637131094,0.10552503628689058,0.0,13.993873596191392,0.05812934000953117,103.14849059999688,SUCCESS,1,0,0.9697986577181208,True,0.46321951987350385,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,boundary_score,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,367.7019273000042,SUCCESS,1,0,0.0,False,0.3467076727724727,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,boundary_score,0.25,1.0218663861144903,-0.02186638611449032,0.0,9.594177246093807,0.04570114703035794,352.00911719999567,SUCCESS,1,0,0.8245445829338447,False,0.44664379872100524,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,boundary_score,0.5,1.0130771289046383,-0.013077128904638302,0.0,9.504913330078125,0.04544899572580371,501.1676832999947,SUCCESS,1,0,0.8072407045009785,False,0.4110776057338686,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,boundary_score,0.75,0.989252651487007,0.010747348512992971,0.0,20.525451660156307,0.07657963888883682,287.32401490000484,SUCCESS,1,0,0.8312796208530806,False,0.45357433394006336,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,boundary_score,1.0,0.9750480565638406,0.024951943436159363,0.0,17.810302734375,0.06890992895168252,203.717181,SUCCESS,1,0,0.8978494623655914,True,0.4699913894777151,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,representative_zone,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,367.7019273000042,SUCCESS,1,0,0.0,False,0.3467076727724727,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,representative_zone,0.25,0.9663805077015856,0.03361949229841443,0.0,87.9866638183594,0.2671430088569709,491.6522595999995,SUCCESS,1,0,0.8391674550614948,True,0.4418663358594146,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,representative_zone,0.5,0.8280158941073559,0.17198410589264412,0.0,191.22558593750003,0.5587706906241584,510.7821815000061,SUCCESS,1,0,0.9176882661996496,True,0.4488287296375277,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,representative_zone,0.75,0.718118270428655,0.28188172957134505,0.0,214.77029418945315,0.6252794117969538,348.2546408999915,SUCCESS,1,0,0.9547395388556787,True,0.45486215168083566,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,representative_zone,1.0,0.679579025868266,0.320420974131734,0.0,214.32708740234378,0.6240274482427525,223.72572590000345,SUCCESS,1,0,0.9529109589041096,True,0.4642820522619433,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,interest_map,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,367.7019273000042,SUCCESS,1,0,0.0,False,0.3467076727724727,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,interest_map,0.25,1.0342374242684622,-0.03423742426846221,0.0,9.197296142578182,0.04458004353780214,418.8524690000049,SUCCESS,1,0,0.7297019527235354,True,0.42830501495526596,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,interest_map,0.5,0.9899215459786332,0.010078454021366756,0.0,11.759063720703182,0.051816484258994315,579.5499320999952,SUCCESS,1,0,0.8241010689990282,False,0.38887241788192073,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,interest_map,0.75,1.0073283012021776,-0.007328301202177645,0.0,20.12464904785162,0.07544745797999548,350.907134299996,SUCCESS,1,0,0.8639705882352942,True,0.4509502777578641,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
C06_representative,48.0,interest_map,1.0,0.8777193952508218,0.12228060474917823,0.0,5.876434326171932,0.035199325363796975,170.5667334000027,SUCCESS,1,0,0.9164420485175202,False,0.43290682193549873,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,boundary_score,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,253.25095729999884,SUCCESS,1,0,0.0,True,0.3699318163854389,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,12.0,boundary_score,0.25,0.930904206463058,0.06909579353694195,0.0,-6.584455490112305,0.0,292.9799272999953,SUCCESS,1,0,0.8148148148148149,False,0.4121222568308896,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,boundary_score,0.5,0.5045899273571697,0.4954100726428303,0.0,77.46464538574217,0.23742057685138845,309.62397559999954,SUCCESS,1,0,0.9968652037617556,False,0.30393713056567906,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,boundary_score,0.75,0.4090369503946154,0.5909630496053846,0.0,91.94673919677733,0.27832936743691217,181.88043879999896,SUCCESS,1,0,0.996875,False,0.299820121627081,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,boundary_score,1.0,0.4951211143339546,0.5048788856660453,0.0,77.46585083007814,0.2374239819715697,104.67608859999746,SUCCESS,1,0,0.9968652037617556,True,0.34173786891347196,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,12.0,representative_zone,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,253.25095729999884,SUCCESS,1,0,0.0,True,0.3699318163854389,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,12.0,representative_zone,0.25,0.8810207601393109,0.11897923986068915,0.0,16.64117431640625,0.0656073934038307,267.72992359999625,SUCCESS,1,0,0.9583333333333334,False,0.42478859366997435,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,representative_zone,0.5,0.8689188711966549,0.1310811288033451,0.0,18.27236938476564,0.07021516755074349,208.4736355000059,SUCCESS,1,0,0.9713375796178344,False,0.4341960331695535,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,representative_zone,0.75,0.8113652639820667,0.18863473601793335,0.0,29.095046997070312,0.10078689687340842,155.2247369000106,SUCCESS,0,0,0.9516129032258064,False,0.4261184989997542,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,representative_zone,1.0,0.7331457689281611,0.2668542310718389,0.0,21.998977661132812,0.0807420319366114,111.39233129999776,SUCCESS,0,0,0.9838187702265372,True,0.40294178762025085,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,12.0,interest_map,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,253.25095729999884,SUCCESS,1,0,0.0,True,0.3699318163854389,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,12.0,interest_map,0.25,0.9483233100671388,0.05167668993286123,0.0,1.3455047607421875,0.022400426864141797,285.4167189,SUCCESS,1,0,0.9655172413793104,False,0.4401987815341028,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,interest_map,0.5,0.9558578601909464,0.04414213980905357,0.0,-1.3165950775146484,0.014880569154200529,323.25589509999554,SUCCESS,1,0,0.6302521008403361,False,0.4004508238058922,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,interest_map,0.75,0.3994963949010988,0.6005036050989012,0.0,42.01091957092285,0.13727145036735347,197.335522399997,SUCCESS,1,0,0.9968652037617556,False,0.26465522266149044,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,interest_map,1.0,0.4203703915802655,0.5796296084197345,0.0,39.02074623107911,0.1288248557954502,86.73963989999902,SUCCESS,1,0,0.996845425867508,True,0.2937553990845717,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,24.0,boundary_score,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,263.1204294999916,SUCCESS,1,0,0.0,False,0.3679291244051368,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,boundary_score,0.25,0.9651831447539342,0.034816855246065814,0.0,9.968933105468757,0.046759751481613876,313.43130699999165,SUCCESS,1,0,0.8829787234042553,False,0.4378630089382922,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,boundary_score,0.5,0.5096508860063876,0.49034911399361236,0.0,177.73514556884763,0.5206631070696883,344.63020929999766,SUCCESS,1,0,0.967266775777414,False,0.3525421046477193,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,boundary_score,0.75,0.4085062046216972,0.5914937953783028,0.0,202.66474151611325,0.5910838371999756,190.50328730000183,SUCCESS,1,0,0.9984202211690364,False,0.3605637540925849,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,boundary_score,1.0,0.3589791221644562,0.6410208778355437,0.0,177.10074615478516,0.5188710655930833,110.58351149999362,SUCCESS,1,0,0.9983818770226536,True,0.3425236745814533,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,24.0,representative_zone,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,263.1204294999916,SUCCESS,1,0,0.0,False,0.3679291244051368,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,representative_zone,0.25,0.9256980096822366,0.07430199031776341,0.0,23.348876953125,0.08455520620327553,260.48633490000793,SUCCESS,1,0,0.8758992805755396,False,0.4396624607809882,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,representative_zone,0.5,0.8702058665280019,0.12979413347199809,0.0,72.447265625,0.22324756149888153,227.14637980000407,SUCCESS,1,0,0.9362416107382552,False,0.45801312710477243,False,Dominated or weaker tradeoff under the available metrics.
