case_id,mission_duration,strategy,vehicle_specific_weight,w_STD,w_region,fleet_STD_retention,fleet_STD_loss,regime_balance,region_A_coverage,region_B_coverage,region_B_gain,specialization_score,complementarity_score,trajectory_overlap_ratio,inter_vehicle_mean_distance,runtime_seconds,solver_status,pareto_front_flag,tradeoff_score,selected_candidate_flag,justification_note
C06_representative,12.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,0.757241736111889,0.24275826388811095,0.0658165364047716,0.0477402928071292,0.0329082682023858,0.0329082682023858,0.550007551908493,0.537252801797015,0.0035587188612099,32.12726985157947,588.741357088089,SUCCESS,False,0.44746131583591636,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.8094702245647997,0.19052977543520033,0.0798025503907856,0.0541056651814131,0.0399012751953928,0.0399012751953928,0.6001386046409607,0.5594470914550114,0.0033003300330033,31.841706566014416,563.9725656509399,SUCCESS,False,0.48330867110699466,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.7840787324558972,0.2159212675441028,0.0798025503907856,0.0579248886059834,0.0399012751953928,0.0399012751953928,0.6086601316928864,0.5579563164213623,0.0032467532467532,31.45254989282106,501.4090690612793,SUCCESS,False,0.481060876747704,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.7507359035923401,0.2492640964076599,0.0822706705059646,0.0502864417568427,0.0411353352529823,0.0411353352529823,0.5792664885520935,0.5609852619379911,0.003257328990228,28.417328865453875,331.0647246837616,SUCCESS,True,0.47050050262682863,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,12.0,baseline_shared_STD,baseline_shared_STD,1.0,0.0,1.0,0.0,0.0,0.0,0.0678410794602698,0.0,0.3344594538211822,0.3565579592151079,0.0032051282051282,12.099935444298502,232.15893840789795,REUSED,True,0.44808542926999834,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,12.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.7712308877640144,0.22876911223598562,0.0691073632250102,0.0394653087205601,0.0345536816125051,0.0345536816125051,0.4800000041723251,0.5351308326582969,0.0032894736842105,31.61233565427669,141.83913898468018,SUCCESS,True,0.4729134999823718,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,12.0,vehicle_specific_9010,vehicle_specific_9010,0.9,0.1,1.0053398316285422,-0.005339831628542235,0.0,0.0,0.0715892053973013,0.0037481259370314,0.3817567527294159,0.3389069624179798,0.1263537906137184,2.1266340118910225,470.3191282749176,SUCCESS,True,0.39509647666102665,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,12.0,vehicle_specific_8020,vehicle_specific_8020,0.8,0.2,1.014272790590043,-0.01427279059004305,0.0,0.0,0.0670914542728635,-0.0007496251874062,0.3443708717823028,0.3359733283396793,0.0944055944055944,5.938867173539932,488.25426983833313,SUCCESS,True,0.4020691523096573,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,12.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,0.8109199982641235,0.18908000173587647,0.0749625187406296,0.0423538230884557,0.0374812593703148,-0.030359820089955,0.6888199746608734,0.5901806546366349,0.0032467532467532,26.266818665069124,494.2058672904968,SUCCESS,True,0.49834093983196626,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,12.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.8668382670714421,0.13316173292855793,0.0547226386806596,0.0273613193403298,0.043103448275862,-0.0247376311844077,0.5941558480262756,0.5388948140304147,0.0031847133757961,28.69513401815577,475.3178598880768,SUCCESS,False,0.4962326471265981,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.7981623761786392,0.20183762382136083,0.0742128935532232,0.0371064467766116,0.0438530734632683,-0.0239880059970014,0.7093749940395355,0.592354498085591,0.0033003300330033,27.254569045935543,441.58940720558167,SUCCESS,True,0.5055318752965141,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,12.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.7660993982722893,0.23390060172771066,0.078710644677661,0.0393553223388305,0.0416041979010494,-0.0262368815592203,0.7036148011684418,0.5992558722453495,0.0032679738562091,26.818465864079126,306.235506772995,SUCCESS,True,0.5046374817901462,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,24.0,baseline_shared_STD,baseline_shared_STD,1.0,0.0,1.0,0.0,0.041966426858513,0.0209832134292565,0.0462724935732647,0.0,0.0,0.3671369676037274,0.0,21.31266729496052,325.9245355129242,REUSED,False,0.3880858162321097,False,Dominated or weaker tradeoff under the available metrics.
October_control,12.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.8176813569349762,0.18231864306502377,0.0517241379310344,0.0258620689655172,0.0416041979010494,-0.0262368815592203,0.5797262340784073,0.5327408934019999,0.0032154340836012,24.862854081674303,142.24825739860535,SUCCESS,True,0.49468756422805477,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,24.0,vehicle_specific_9010,vehicle_specific_9010,0.9,0.1,0.9979362401149232,0.002063759885076788,0.039568345323741,0.0197841726618705,0.0475578406169665,0.0012853470437017,0.2378339171409607,0.4069888685283718,0.056701030927835,13.263328997760349,608.5813012123108,SUCCESS,True,0.39297328368029466,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,24.0,vehicle_specific_8020,vehicle_specific_8020,0.8,0.2,0.9949949886569398,0.005005011343060195,0.0215827338129496,0.0107913669064748,0.0878320479862896,0.0415595544130248,0.3498793728649616,0.3937783630257342,0.0441426146010186,25.89633175379597,548.1936802864075,SUCCESS,True,0.45125426686502274,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,24.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,0.8830736991613767,0.11692630083862332,0.1486810551558752,0.0743405275779376,0.104541559554413,0.0582690659811482,0.5905802845954895,0.5833056154274427,0.0064935064935064,43.18570674120494,532.6080431938171,SUCCESS,False,0.5512599529097812,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,24.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.8362570670405588,0.1637429329594412,0.2082262210796914,0.1288968824940048,0.1041131105398457,0.0578406169665809,0.7297919690608978,0.6476482320148318,0.0015948963317384,44.85869020303511,551.887975692749,SUCCESS,True,0.5875952208901125,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,24.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.7442004847900335,0.25579951520996647,0.2167952013710368,0.1492805755395683,0.1083976006855184,0.0621251071122536,0.8058080971240997,0.6674385990780148,0.0016077170418006,46.64178430602016,500.6046280860901,SUCCESS,True,0.5848933620701599,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,24.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.7292343949343562,0.27076560506564384,0.2125107112253642,0.1504796163069544,0.1062553556126821,0.0599828620394173,0.8183333277702332,0.6681915921708343,0.0016420361247947,46.322390504166414,278.67098355293274,SUCCESS,True,0.6000318212645745,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,24.0,baseline_shared_STD,baseline_shared_STD,1.0,0.0,1.0,0.0,0.0,0.1330362826225334,0.0,0.0,0.328947365283966,0.3787995402388782,0.0,12.44879222337842,334.4328978061676,REUSED,True,0.4393383182303565,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,24.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.6372372886135127,0.3627627113864873,0.210796915167095,0.105515587529976,0.1053984575835475,0.0591259640102827,0.7484174966812134,0.6603937610996671,0.0017889087656529,40.87337205325608,140.42437362670898,SUCCESS,True,0.5496049987508455,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,24.0,vehicle_specific_9010,vehicle_specific_9010,0.9,0.1,1.1130246885789006,-0.11302468857890058,0.0,0.1705919796308084,0.0,0.0,0.3251533806324005,0.3269055184594114,0.2563600782778865,2.3949614903246363,658.0888097286224,SUCCESS,True,0.377772427477183,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,24.0,vehicle_specific_8020,vehicle_specific_8020,0.8,0.2,0.938369156808727,0.06163084319127299,0.0872069107363224,0.1795035009548058,0.0436034553681612,0.0436034553681612,0.4445523023605346,0.4850581114955236,0.0511945392491467,5.117038762846743,605.9985482692719,SUCCESS,True,0.4188465025178304,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,24.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,0.799864691709878,0.20013530829012205,0.1990950226244342,0.1432208784213876,0.0995475113122171,0.0995475113122171,0.7678393423557281,0.6495323220105103,0.0016474464579901,43.070348260256736,615.7441091537476,SUCCESS,False,0.5726124485772016,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.8272364584759725,0.1727635415240275,0.211435623200329,0.1514958625079567,0.1057178116001645,0.1057178116001645,0.7942677140235901,0.6614932743543889,0.0016077170418006,46.586037450261706,584.7447028160095,SUCCESS,True,0.602389984714794,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,24.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.7882522635602986,0.21174773643970135,0.2015631427396132,0.1476766390833863,0.1007815713698066,0.1007815713698066,0.7882845401763916,0.6553059584088218,0.0016556291390728,44.62259966448383,508.2509846687317,SUCCESS,True,0.5869554176836236,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,24.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.7550000130768747,0.2449999869231253,0.2171945701357466,0.1425843411839592,0.1085972850678733,0.1085972850678733,0.8013363778591156,0.6675394989469634,0.0016474464579901,45.26341377380125,333.5438063144684,SUCCESS,True,0.5989029206447788,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,24.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.7141762521714617,0.28582374782853825,0.2036919159770846,0.1018459579885423,0.104483751542575,0.104483751542575,0.7108669281005859,0.6475789360960147,0.0017421602787456,41.33336630863932,142.85757637023926,SUCCESS,True,0.5661957733954172,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,24.0,baseline_shared_STD,baseline_shared_STD,1.0,0.0,1.0,0.0,0.0,0.0,0.1506746626686656,0.0,0.3157051205635071,0.3788352715256367,0.011308562197092,14.53251472902466,260.68045258522034,REUSED,False,0.44479377967197326,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,vehicle_specific_9010,vehicle_specific_9010,0.9,0.1,1.0401062779758226,-0.04010627797582256,0.0,0.0,0.1791604197901049,0.0284857571214392,0.4458204209804535,0.4003723248360099,0.0951557093425605,2.830189359430463,486.3408782482147,SUCCESS,True,0.42955993597549064,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,24.0,vehicle_specific_8020,vehicle_specific_8020,0.8,0.2,1.0346444900345548,-0.03464449003455483,0.0,0.0,0.1607946026986506,0.010119940029985,0.4301947951316833,0.3801643321691003,0.1346499102333931,4.16301020209375,513.8513333797455,SUCCESS,False,0.41665112740408144,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,0.8907079473324409,0.10929205266755915,0.1124437781109444,0.0562218890554722,0.1229385307346326,-0.0277361319340329,0.5455515831708908,0.5368911244685107,0.0253807106598984,20.620946885949717,483.3442401885986,SUCCESS,False,0.4838464891043477,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.7981124597594351,0.20188754024056488,0.1776611694152922,0.0888305847076461,0.1023238380809595,-0.0483508245877061,0.8150972425937653,0.6596901233303356,0.0016,35.541530019163524,506.107180595398,SUCCESS,True,0.5710816619888405,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,24.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.7799722189460311,0.22002778105396892,0.1889055472263868,0.0944527736131934,0.1004497751124437,-0.0502248875562218,0.8522580564022064,0.6762545125079413,0.0016420361247947,33.854736559495635,442.5160112380981,SUCCESS,True,0.5785189948919467,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,24.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.7528890115491058,0.2471109884508942,0.1784107946026986,0.0892053973013493,0.1008245877061469,-0.0498500749625187,0.8471736311912537,0.6687135444482892,0.0016750418760469,37.198052946396025,313.32633233070374,SUCCESS,True,0.5836735105025533,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,24.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.6397421802005303,0.3602578197994697,0.1514242878560718,0.0757121439280359,0.0813343328335832,-0.0693403298350824,0.8181013464927673,0.6536324382981973,0.0019569471624266,32.359278697264735,141.19202327728271,SUCCESS,True,0.5339778062149948,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,48.0,baseline_shared_STD,baseline_shared_STD,1.0,0.0,1.0,0.0,0.1822541966426858,0.0911270983213429,0.1161096829477292,0.0,0.0,0.4534462193896456,0.0040160642570281,12.67275205510492,389.6941635608673,REUSED,False,0.3976413308388138,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,vehicle_specific_9010,vehicle_specific_9010,0.9,0.1,1.14046565779057,-0.14046565779057008,0.0779376498800958,0.0389688249400479,0.086975149957155,-0.0291345329905741,0.1113782068714499,0.3755925066386619,0.1566265060240964,2.0293761339276544,637.4068069458008,SUCCESS,True,0.3738280196287925,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,48.0,vehicle_specific_8020,vehicle_specific_8020,0.8,0.2,1.0442958843848738,-0.04429588438487375,0.1919451585261354,0.1306954436450839,0.0959725792630677,-0.0201371036846615,0.2607551850378513,0.493025516384882,0.1140754369825207,6.5596797390867545,572.734498500824,SUCCESS,True,0.42996154288441374,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,48.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,0.9404370682262968,0.0595629317737032,0.317745803357314,0.158872901678657,0.1880891173950299,0.0719794344473007,0.5123900882899761,0.6192793372852807,0.0704960835509138,10.655595666430347,595.5929317474365,SUCCESS,True,0.5036412054663875,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,48.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.8396475637730034,0.16035243622699658,0.4256594724220622,0.2128297362110311,0.2275064267352185,0.1113967437874892,0.7040143311023712,0.7216886859273313,0.0137318255250403,37.23244339822573,618.7961015701294,SUCCESS,True,0.6115863868301705,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,48.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.8207796712889014,0.1792203287110986,0.4052757793764988,0.2026378896882494,0.2335047129391602,0.117395029991431,0.7114213109016418,0.718057143290183,0.007328990228013,35.44725602164684,526.9519176483154,SUCCESS,True,0.6068844391169194,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,48.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.8643045798989338,0.13569542010106617,0.3607540702656384,0.1990407673860911,0.1803770351328192,0.0642673521850899,0.6153027415275574,0.6744516821722111,0.0191666666666666,29.55110324163472,324.15931510925293,SUCCESS,True,0.5888966736092782,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,48.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.3611086459894333,0.6388913540105667,0.210796915167095,0.105515587529976,0.1053984575835475,-0.0107112253641816,0.7484174966812134,0.6603937610996671,0.0017889087656529,40.87337205325608,140.17430186271667,SUCCESS,True,0.452981422457756,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,48.0,baseline_shared_STD,baseline_shared_STD,1.0,0.0,1.0,0.0,0.09296585767174,0.2030553787396562,0.04648292883587,0.0,0.0017152652144432,0.3906813235942525,0.011874469889737,8.52252568736574,401.6205880641937,REUSED,False,0.36393906528228526,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,vehicle_specific_9010,vehicle_specific_9010,0.9,0.1,1.207092595848933,-0.20709259584893291,0.0,0.2896244430299172,0.0,-0.04648292883587,0.2552503943443298,0.3560036210487601,0.2367101303911735,1.7908613521943968,723.1295263767242,SUCCESS,True,0.3901274969691289,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,48.0,vehicle_specific_8020,vehicle_specific_8020,0.8,0.2,1.1150234571765008,-0.11502345717650075,0.1612505141916906,0.2667091024824952,0.0806252570958453,0.0341423282599753,0.3104439154267311,0.4894848478527411,0.1173235563703024,4.363285792501132,638.6969883441925,SUCCESS,True,0.4482765140835571,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,48.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,1.0199329500888117,-0.019932950088811685,0.3035787741670094,0.2329726288987905,0.1517893870835047,0.1053064582476347,0.5153373628854752,0.6224137286098914,0.0377516778523489,7.648714125059582,655.685959815979,SUCCESS,True,0.5231878938183323,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,48.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.9394503752293262,0.06054962477067383,0.4261620732208968,0.2138765117759389,0.2130810366104484,0.1665981077745783,0.6941093504428864,0.7216634349805644,0.0040783034257748,34.67936360493237,612.9412982463837,SUCCESS,True,0.6408593784587735,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,48.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.9353514072862784,0.06464859271372159,0.41502227880331,0.207511139401655,0.2134923899629782,0.1670094611271081,0.6950852572917938,0.7148073801491938,0.0167364016736401,35.79418789067618,542.8771140575409,SUCCESS,True,0.6429099739337869,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C06_representative,48.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.9049327733751232,0.09506722662487677,0.3959261616804582,0.1979630808402291,0.2225421637186343,0.1760592348827643,0.6878512799739838,0.7101687068881842,0.0008130081300813,38.26458788347854,378.07379245758057,SUCCESS,True,0.6484297840490914,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,baseline_shared_STD,baseline_shared_STD,1.0,0.0,1.0,0.0,0.025487256371814,0.012743628185907,0.2098950524737631,0.0,0.2820097208023071,0.4141644341699271,0.0057330057330057,8.504992738150802,350.12517857551575,REUSED,False,0.42271851228203117,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,48.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.4420476035636153,0.5579523964363847,0.2036919159770846,0.1018459579885423,0.1266968325791855,0.0802139037433155,0.7284573316574097,0.6453938796085201,0.0016,41.33336630863932,142.7746512889862,SUCCESS,True,0.4753831864265147,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,vehicle_specific_9010,vehicle_specific_9010,0.9,0.1,1.1073093863179344,-0.10730938631793441,0.0,0.0,0.3189655172413793,0.1090704647676162,0.4399350583553314,0.4303111543127743,0.1652421652421652,1.855864191887451,571.9276947975159,SUCCESS,True,0.4284270145509012,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,vehicle_specific_8020,vehicle_specific_8020,0.8,0.2,1.0929130078408291,-0.09291300784082912,0.0697151424287856,0.0348575712143928,0.2942278860569715,0.0843328335832084,0.4456168711185455,0.4692405228300977,0.1564814814814814,6.675675621171855,545.2338438034058,SUCCESS,True,0.4569820096380757,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,vehicle_specific_7030,vehicle_specific_7030,0.7,0.3,0.9929116970974456,0.007088302902554355,0.197151424287856,0.098575712143928,0.2758620689655172,0.0659670164917541,0.4540229737758636,0.5527965512834484,0.0829655781112091,18.37206263522461,529.7880039215088,SUCCESS,True,0.49768370611047863,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,vehicle_specific_6040,vehicle_specific_6040,0.6,0.4,0.8334463516726377,0.1665536483273623,0.3605697151424288,0.1802848575712144,0.2170164917541229,0.0071214392803598,0.8518565893173218,0.7373445925628789,0.003228410008071,37.970879738141925,542.9166331291199,SUCCESS,True,0.6403072516521724,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,vehicle_specific_5050,vehicle_specific_5050,0.5,0.5,0.7990737977182824,0.20092620228171765,0.389055472263868,0.194527736131934,0.2155172413793103,0.0056221889055472,0.8812164068222046,0.7551302720010675,0.0040453074433656,42.31280102123451,496.65232944488525,SUCCESS,True,0.656227793739472,True,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,vehicle_specific_2575,vehicle_specific_2575,0.25,0.75,0.8347010243670954,0.16529897563290463,0.2938530734632684,0.1469265367316342,0.2132683658170914,0.0033733133433283,0.7819806933403015,0.6925014916136462,0.0057377049180327,33.45193122990503,344.5460996627808,SUCCESS,True,0.613047575267839,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
October_control,48.0,vehicle_specific_00100,vehicle_specific_00100,0.0,1.0,0.3481907935921655,0.6518092064078345,0.1514242878560718,0.0757121439280359,0.0813343328335832,-0.1285607196401799,0.8246217668056488,0.6552586835200815,0.0019723865877712,32.359278697264735,140.79734230041504,SUCCESS,True,0.43359576644331405,False,Pareto candidate; auxiliary score ranks the available tradeoffs.
C01_representative,12.0,role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,0.7,0.3,0.900726876036704,0.09927312396329602,0.0623501199040766,0.0311750599520383,0.0372750642673521,0.0222793487574978,0.0,0.4055734143951885,0.020066889632107,23.101857871822062,517.7897605895996,SUCCESS,False,0.3420552738268732,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,24.0,role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,0.6,0.4,0.8362570670405588,0.1637429329594412,0.2082262210796914,0.1288968824940048,0.1041131105398457,0.0578406169665809,0.0,0.4652002397496074,0.0015948963317384,35.637229736064924,546.0310900211334,SUCCESS,False,0.385089326174863,False,Dominated or weaker tradeoff under the available metrics.
C01_representative,48.0,role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,0.6,0.4,0.8396475637730034,0.16035243622699658,0.4256594724220622,0.2128297362110311,0.2275064267352185,0.1113967437874892,0.0,0.5456851031517386,0.0137318255250403,24.756608575483657,613.781378030777,SUCCESS,False,0.4081966886643328,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,12.0,role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,0.6,0.4,0.8094702245647997,0.19052977543520033,0.0798025503907856,0.0541056651814131,0.0399012751953928,0.0399012751953928,0.0,0.4094124402947712,0.0033003300330033,31.34240524937801,559.7739386558533,SUCCESS,False,0.3325208892125928,False,Dominated or weaker tradeoff under the available metrics.
C06_representative,24.0,role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,0.6,0.4,0.8272364584759725,0.1727635415240275,0.211435623200329,0.1514958625079567,0.1057178116001645,0.1057178116001645,0.0,0.4629263458484914,0.0016077170418006,39.66425215543464,572.538167476654,SUCCESS,False,0.3894371378124303,False,Dominated or weaker tradeoff under the available metrics.
