day_index,date,image_idx_0_based,class_id,date_from_step00,date_match_step00,class_label,gradient_mean,boundary_score,interest_mean,qualitative_regime_label,month,is_october_2024,available_in_step06,needs_temppred_std_generation
35,2023-12-01,34,1,2023-12-01,True,C01_frontal,0.0650407075881958,0.6620786190032959,0.3180355727672577,frontal,2023-12,False,False,True
36,2023-12-02,35,6,2023-12-02,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
37,2023-12-03,36,6,2023-12-03,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
38,2023-12-04,37,6,2023-12-04,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
39,2023-12-05,38,6,2023-12-05,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
40,2023-12-06,39,6,2023-12-06,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
41,2023-12-07,40,1,2023-12-07,True,C01_frontal,0.0650407075881958,0.6620786190032959,0.3180355727672577,frontal,2023-12,False,False,True
42,2023-12-08,41,1,2023-12-08,True,C01_frontal,0.0650407075881958,0.6620786190032959,0.3180355727672577,frontal,2023-12,False,False,True
43,2023-12-09,42,1,2023-12-09,True,C01_frontal,0.0650407075881958,0.6620786190032959,0.3180355727672577,frontal,2023-12,False,False,True
44,2023-12-10,43,1,2023-12-10,True,C01_frontal,0.0650407075881958,0.6620786190032959,0.3180355727672577,frontal,2023-12,False,False,True
45,2023-12-11,44,6,2023-12-11,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
46,2023-12-12,45,6,2023-12-12,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
47,2023-12-13,46,6,2023-12-13,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
48,2023-12-14,47,6,2023-12-14,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
49,2023-12-15,48,6,2023-12-15,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
50,2023-12-16,49,6,2023-12-16,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
51,2023-12-17,50,6,2023-12-17,True,C06_mixed,0.0321187414228916,0.5384505987167358,0.2259227782487869,mixed,2023-12,False,False,True
