scope,prototype_key,prototype_name,prototype_regime_label,region_id,region_label,n_pixels,temp_mean_avg,temp_std_avg,gradient_magnitude_avg,boundary_score_avg,distance_to_boundary_avg,lat_min,lat_max,lon_min,lon_max
global,class_01,prototype_class_01,homogeneous,1,homogeneous,6925,-1.2270903587341309,0.23688504099845886,0.6089022755622864,0.0,,39.38888931274414,39.86111068725586,-9.55555534362793,-8.916666984558105
