scope,prototype_key,prototype_name,prototype_regime_label,row,col,lat,lon,temp_mean,temp_std,region_label,region_label_id,boundary_score,gradient_magnitude,gradient_direction,distance_to_boundary,region_id
global,class_01,prototype_class_01,homogeneous,0,0,39.38888931274414,-9.55555534362793,-1.0936615,0.28486472,homogeneous,0,0.0,0.45505524,3.02086,,1
global,class_01,prototype_class_01,homogeneous,0,1,39.38888931274414,-9.549799919128418,-1.0962572,0.28290296,homogeneous,0,0.0,0.45532328,3.0074515,,1
global,class_01,prototype_class_01,homogeneous,0,2,39.38888931274414,-9.54404354095459,-1.098853,0.2810103,homogeneous,0,0.0,0.45587263,2.994056,,1
global,class_01,prototype_class_01,homogeneous,0,3,39.38888931274414,-9.538288116455078,-1.1014489,0.27918833,homogeneous,0,0.0,0.45691523,2.9808764,,1
global,class_01,prototype_class_01,homogeneous,0,4,39.38888931274414,-9.532532691955566,-1.1040447,0.27743834,homogeneous,0,0.0,0.45778608,2.967698,,1
global,class_01,prototype_class_01,homogeneous,0,5,39.38888931274414,-9.526776313781738,-1.1066406,0.27576178,homogeneous,0,0.0,0.45895198,2.9545908,,1
global,class_01,prototype_class_01,homogeneous,0,6,39.38888931274414,-9.521020889282227,-1.1092364,0.2741601,homogeneous,0,0.0,0.4600735,2.941533,,1
global,class_01,prototype_class_01,homogeneous,0,7,39.38888931274414,-9.515265464782715,-1.1118321,0.2726343,homogeneous,0,0.0,0.46170893,2.9287102,,1
global,class_01,prototype_class_01,homogeneous,0,8,39.38888931274414,-9.509509086608887,-1.114428,0.27118587,homogeneous,0,0.0,0.4631375,2.9159105,,1
global,class_01,prototype_class_01,homogeneous,0,9,39.38888931274414,-9.503753662109375,-1.1170245,0.26973075,homogeneous,0,0.0,0.46399546,2.9014075,,1
global,class_01,prototype_class_01,homogeneous,0,10,39.38888931274414,-9.497998237609863,-1.1196218,0.26823986,homogeneous,0,0.0,0.46641228,2.8861566,,1
global,class_01,prototype_class_01,homogeneous,0,11,39.38888931274414,-9.492241859436035,-1.1222192,0.26680818,homogeneous,0,0.0,0.46862882,2.8708138,,1
global,class_01,prototype_class_01,homogeneous,0,12,39.38888931274414,-9.486486434936523,-1.1248165,0.26543644,homogeneous,0,0.0,0.470328,2.8552628,,1
global,class_01,prototype_class_01,homogeneous,0,13,39.38888931274414,-9.480731010437012,-1.1274139,0.26412573,homogeneous,0,0.0,0.47251165,2.840072,,1
global,class_01,prototype_class_01,homogeneous,0,14,39.38888931274414,-9.474974632263184,-1.1300111,0.2628769,homogeneous,0,0.0,0.47472584,2.8250062,,1
global,class_01,prototype_class_01,homogeneous,0,15,39.38888931274414,-9.469219207763672,-1.1326085,0.2616908,homogeneous,0,0.0,0.4772952,2.8101923,,1
global,class_01,prototype_class_01,homogeneous,0,16,39.38888931274414,-9.46346378326416,-1.1352059,0.2605683,homogeneous,0,0.0,0.4796416,2.7953653,,1
global,class_01,prototype_class_01,homogeneous,0,17,39.38888931274414,-9.457707405090332,-1.1378032,0.2595103,homogeneous,0,0.0,0.49901783,2.7933893,,1
global,class_01,prototype_class_01,homogeneous,0,18,39.38888931274414,-9.45195198059082,-1.1406025,0.25798097,homogeneous,0,0.0,0.52011186,2.7872965,,1
