route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,72.409,110.0299
1,1,39.5964,-9.367643,364.9769,72.409,110.0299
1,2,39.5753,-9.378337,245.89514,72.409,110.0299
1,3,39.533085,-9.402396,190.53415,72.409,110.0299
1,4,39.55419,-9.421108,474.1736,72.409,110.0299
1,5,39.57002,-9.405069,431.26596,72.409,110.0299
1,6,39.58321,-9.429129,661.2834,72.409,110.0299
1,7,39.593765,-9.402396,553.5254,72.409,110.0299
1,8,39.622784,-9.405069,650.60406,72.409,110.0299
1,9,39.638615,-9.410416,589.35297,72.409,110.0299
1,10,39.664997,-9.423781,244.71844,72.409,110.0299
1,11,39.659718,-9.405069,347.12268,72.409,110.0299
1,12,39.659718,-9.38101,358.10275,72.409,110.0299
1,13,39.662357,-9.362297,274.2013,72.409,110.0299
1,14,39.667633,-9.346257,204.04129,72.409,110.0299
1,15,39.68874,-9.346257,156.07571,72.409,110.0299
1,16,39.680824,-9.330218,161.71957,72.409,110.0299
1,17,39.696655,-9.324871,138.75403,72.409,110.0299
1,18,39.712482,-9.324871,134.53069,72.409,110.0299
1,19,39.720398,-9.284773,128.70415,72.409,110.0299
1,20,39.67819,-9.311505,180.94371,72.409,110.0299
1,21,39.659718,-9.324871,236.23653,72.409,110.0299
1,22,39.617508,-9.356951,469.6927,72.409,110.0299
1,23,39.606956,-9.362297,448.19232,72.409,110.0299
1,24,39.573627,-9.294756,110.0299,72.409,110.0299
