seed,run_dir,global_number_of_classes_at_sd30,global_class_id,global_class_size,dictionary_mode,dictionary_path,local_k,local_n_subclasses,subclass_sizes,subclass_min_size,subclass_max_size,subclass_size_ratio_max_over_min,baseline_class02_mean_distance,baseline_class02_q90_distance,baseline_class02_max_distance,local_weighted_mean_distance,local_mean_minus_baseline_mean,min_pairwise_subclass_prototype_rmse_norm,mean_pairwise_subclass_prototype_rmse_norm,silhouette_score,output_dir
23,w72_h40_xds04_seed23_scalerON_official_sd30_seed23,5,2,122,fixed,C:\Users\pedro\Documents\Filipa_dados\results\fossum\canonical_dictionary\canonical_dictionary.npz,2,2,"[105, 17]",17,105,6.176470588235294,0.29208945861605345,0.4813235998153686,1.0496782064437866,0.235041759297496,-0.057047699318557465,0.6578843593597412,0.6578843593597412,0.47846557446042326,results/fossum/final_working_pipeline/official_fixed_dictionary_20260328/seed23/local_class02/seed_23/k2
