seed,k,subclass_id,subclass_size,distance_mean,distance_std,distance_q90,distance_max,distance_min,distance_range
23,2,1,105,0.2307839893159412,0.1043435310681663,0.3898177444934845,0.544745147228241,0.06400401890277863,0.48074112832546234
23,2,2,17,0.2613397503600401,0.0954180342928825,0.33654674887657166,0.4957629144191742,0.09500071406364441,0.4007622003555298
