z,filepath,x_km_min,x_km_max,y_km_min,y_km_max,x_axis_label,y_axis_label,axes_note
1,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z001.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
2,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z002.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
3,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z003.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
4,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z004.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
5,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z005.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
6,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z006.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
7,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z007.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
8,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z008.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
9,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z009.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
10,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z010.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
11,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z011.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
12,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z012.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
13,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z013.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
14,investigation/tempibhres_hres_registration_controlled_v4/figures_inferred_axes_km/normalized_tempibhres/X_surface_norm_z014.png,458.70812265264726,487.870002888995,4369.93390206069,4389.257784651033,x,y,inferred by registration to physically anchored HRes grid
