day_index,date,assigned_class_id,nearest_distance,second_distance,margin,confidence_score,low_confidence_flag
3,2024-10-03,3,75.9425048828125,77.46223449707031,1.5197296142578125,0.01961897499859333,True
4,2024-10-04,2,61.57920455932617,64.13214111328125,2.552936553955078,0.03980744257569313,True
5,2024-10-05,3,37.57094955444336,37.72645950317383,0.15550994873046875,0.004122039303183556,True
