scope,prototype_key,prototype_name,row,col,lat,lon,temp_mean,temp_std,region_label,region_label_id,boundary_score,gradient_magnitude,gradient_direction,distance_to_boundary,region_id
global,class_01,prototype_class_01,0,0,39.38888931274414,-9.55555534362793,-1.0936615,0.28486472,high,1,0.4038133,0.45505524,3.02086,53.0,2
global,class_01,prototype_class_01,0,1,39.38888931274414,-9.549799919128418,-1.0962572,0.28290296,high,1,0.40632677,0.45532328,3.0074515,52.0,2
global,class_01,prototype_class_01,0,2,39.38888931274414,-9.54404354095459,-1.098853,0.2810103,high,1,0.40909603,0.45587263,2.994056,51.0,2
global,class_01,prototype_class_01,0,3,39.38888931274414,-9.538288116455078,-1.1014489,0.27918833,high,1,0.41226938,0.45691523,2.9808764,50.0,2
global,class_01,prototype_class_01,0,4,39.38888931274414,-9.532532691955566,-1.1040447,0.27743834,high,1,0.4153881,0.45778608,2.967698,49.0,2
global,class_01,prototype_class_01,0,5,39.38888931274414,-9.526776313781738,-1.1066406,0.27576178,high,1,0.41877702,0.45895198,2.9545908,48.0,2
global,class_01,prototype_class_01,0,6,39.38888931274414,-9.521020889282227,-1.1092364,0.2741601,high,1,0.42220294,0.4600735,2.941533,47.0,2
global,class_01,prototype_class_01,0,7,39.38888931274414,-9.515265464782715,-1.1118321,0.2726343,high,1,0.42605406,0.46170893,2.9287102,46.0,2
global,class_01,prototype_class_01,0,8,39.38888931274414,-9.509509086608887,-1.114428,0.27118587,high,1,0.4298333,0.4631375,2.9159105,45.0,2
global,class_01,prototype_class_01,0,9,39.38888931274414,-9.503753662109375,-1.1170245,0.26973075,high,1,0.43329066,0.46399546,2.9014075,44.0,2
global,class_01,prototype_class_01,0,10,39.38888931274414,-9.497998237609863,-1.1196218,0.26823986,high,1,0.4379022,0.46641228,2.8861566,43.0,2
global,class_01,prototype_class_01,0,11,39.38888931274414,-9.492241859436035,-1.1222192,0.26680818,high,1,0.4424522,0.46862882,2.8708138,42.0,2
global,class_01,prototype_class_01,0,12,39.38888931274414,-9.486486434936523,-1.1248165,0.26543644,high,1,0.44672313,0.470328,2.8552628,41.0,2
global,class_01,prototype_class_01,0,13,39.38888931274414,-9.480731010437012,-1.1274139,0.26412573,high,1,0.45141053,0.47251165,2.840072,40.0,2
global,class_01,prototype_class_01,0,14,39.38888931274414,-9.474974632263184,-1.1300111,0.2628769,high,1,0.45620233,0.47472584,2.8250062,39.0,2
global,class_01,prototype_class_01,0,15,39.38888931274414,-9.469219207763672,-1.1326085,0.2616908,high,1,0.46132544,0.4772952,2.8101923,38.0,2
