prototype_name,sigma,threshold,std_temp,iqr_temp,range_temp,low_ratio,high_ratio,min_region_ratio,inter_region_diff,coherence_low,coherence_high,coherence_min,mean_grad,p90_grad,front_area_ratio,threshold_method,multiotsu_thresholds,seed,scope,regime_label
prototype_class_01,1.0,0.34447023272514343,0.38541677594184875,0.6375192739069462,1.4900548458099365,0.4154172913543228,0.5845827086456772,0.4154172913543228,0.6723073115572333,1.0,1.0,1.0,0.015821998938918114,0.018233632668852806,0.10007496251874062,otsu,"[0.12329021096229553, 0.5772912502288818]",11,global,single_gradient
prototype_class_02,1.0,0.7458624243736267,0.15740245580673218,0.24142354726791382,0.6048779487609863,0.33183408295852074,0.6681659170414792,0.33183408295852074,0.2904179096221924,1.0,1.0,1.0,0.006341233383864164,0.009840035811066628,0.10007496251874062,otsu,"[0.6466246247291565, 0.8380118012428284]",11,global,homogeneous
prototype_class_03,1.0,1.5087525844573975,0.10141065716743469,0.09320095181465149,0.5637670755386353,0.17678660669665167,0.8232133933033483,0.17678660669665167,0.21623742580413818,1.0,1.0,1.0,0.0061825597658753395,0.012215547263622284,0.10007496251874062,otsu,"[1.4757193326950073, 1.6232677698135376]",11,global,homogeneous
prototype_class_04,1.0,-1.1210174560546875,0.10500127822160721,0.16481882333755493,0.43531858921051025,0.40992003998001,0.59007996001999,0.40992003998001,0.18075716495513916,1.0,1.0,1.0,0.004326401278376579,0.00515969330444932,0.10007496251874062,otsu,"[-1.1754322052001953, -1.049597978591919]",11,global,homogeneous
prototype_class_05,1.0,-0.5706703662872314,0.23205015063285828,0.39373204857110977,0.8849092125892639,0.4434032983508246,0.5565967016491754,0.4434032983508246,0.4030821919441223,1.0,1.0,1.0,0.009438998065888882,0.010434749536216259,0.10007496251874062,otsu,"[-0.7020240426063538, -0.4324032962322235]",11,global,single_gradient
prototype_class_06,1.0,-0.2671794295310974,0.19105367362499237,0.30706203170120716,0.7767339944839478,0.3919290354822589,0.6080709645177411,0.3919290354822589,0.33610302209854126,1.0,1.0,1.0,0.007772205863147974,0.009006119333207607,0.10007496251874062,otsu,"[-0.3642711639404297, -0.142780601978302]",11,global,single_gradient
