z,filepath,lon_min,lon_max,lat_min,lat_max,mean_norm,std_norm,min_norm,max_norm
145,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.10580708831548691,0.3292316198348999,-0.7533789873123169,0.7024859189987183
146,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.024688182398676872,0.33228352665901184,-0.7800993323326111,0.554040253162384
147,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.5730694532394409,0.4714624583721161,-1.4388350248336792,0.28758183121681213
148,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z148.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.7951177358627319,0.419148713350296,-1.6208606958389282,0.05674906447529793
149,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z149.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.7864440679550171,0.40417003631591797,-1.7204992771148682,-0.01747235842049122
150,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z150.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.6978638172149658,0.39444804191589355,-1.5714716911315918,0.10796280950307846
151,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z151.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.5737959146499634,0.3356008529663086,-1.2762069702148438,0.2712533473968506
152,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z152.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.3403686285018921,0.2674291729927063,-0.974943995475769,0.3922361731529236
153,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.08950332552194595,0.1941896229982376,-0.4004612863063812,0.6527572274208069
154,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z154.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.5843292474746704,0.10582670569419861,0.33446356654167175,1.1136795282363892
155,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z155.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.870295524597168,0.06557013094425201,0.6110512018203735,1.2109100818634033
156,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z156.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.9124900102615356,0.08014407008886337,0.626878559589386,1.0973496437072754
157,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z157.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.5009715557098389,0.1642477810382843,-0.08501600474119186,0.7183132767677307
158,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z158.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.5756595730781555,0.2959621250629425,-0.2609230875968933,0.8947229385375977
159,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z159.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.7454347610473633,0.2185840755701065,0.08495371788740158,1.0562268495559692
160,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z160.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.9074821472167969,0.1338498294353485,0.5028279423713684,1.1522539854049683
161,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z161.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,1.0333585739135742,0.12059353291988373,0.6586946249008179,1.3012815713882446
162,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z162.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.5344468355178833,0.19262126088142395,-0.09763257205486298,0.8065386414527893
163,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.05520472675561905,0.389084130525589,-0.9059167504310608,0.47981882095336914
164,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.15461213886737823,0.4381311237812042,-1.0873605012893677,0.49466225504875183
165,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.06627532839775085,0.3911224603652954,-0.7249740362167358,0.7024859189987183
166,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.14766894280910492,0.38866981863975525,-0.9719746112823486,0.528805673122406
167,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.06758204102516174,0.3558257222175598,-0.6762681603431702,0.6698275208473206
168,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z168.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.2511681020259857,0.32247284054756165,-0.4079035520553589,0.8702287673950195
169,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z169.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.48355334997177124,0.28079754114151,-0.11103342473506927,1.0045714378356934
170,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z170.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.6940561532974243,0.25500041246414185,0.179958775639534,1.1317931413650513
171,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z171.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.40976589918136597,0.2743939757347107,-0.36260735988616943,0.8776172399520874
172,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.07978324592113495,0.4592766761779785,-1.1248732805252075,0.8405404686927795
173,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.18372689187526703,0.5563139319419861,-1.6318937540054321,0.8108507990837097
174,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.2091345638036728,0.5890134572982788,-1.7510907649993896,0.8227269649505615
175,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.09517515450716019,0.5925262570381165,-1.434701919555664,0.9184738397598267
176,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z176.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,-0.024894187226891518,0.5776363611221313,-1.1156055927276611,1.0001176595687866
177,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z177.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.3069433271884918,0.5140523910522461,-0.5978931188583374,1.2688044309616089
178,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z178.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.44313496351242065,0.340939998626709,-0.2616649270057678,1.229465365409851
179,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z179.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.6106334328651428,0.24640466272830963,0.012957745231688023,1.2391146421432495
180,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z180.png,-9.55555534362793,-8.916666984558105,39.38888931274414,39.86111068725586,0.5274572372436523,0.2388170212507248,-0.08798468858003616,0.9895665645599365
