class_no_scaler,class_with_scaler,n_no_scaler,n_with_scaler,overlap_count,jaccard,prototype_mean_abs_diff,prototype_max_abs_diff,spread_mean_abs_diff,spread_max_abs_diff
1,1,52,66,52,0.7878787878787878,0.09571965783834457,0.17425966262817383,0.06775379925966263,0.17168915271759033
2,2,120,117,106,0.8091603053435115,0.11561817675828934,0.16005578637123108,0.06577257066965103,0.18906736373901367
3,5,69,63,63,0.9130434782608695,0.040235962718725204,0.08460646867752075,0.02445017732679844,0.06995809078216553
4,3,22,20,15,0.5555555555555556,0.12972111999988556,0.2766110301017761,0.08313575387001038,0.20567987859249115
5,4,37,34,33,0.868421052631579,0.05985821411013603,0.10495048761367798,0.03309639170765877,0.08954986929893494
