distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,287,288,0.1423962414264679,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z288.png
2,285,286,0.1429445743560791,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z286.png
3,196,197,0.1508384644985199,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z197.png
4,286,287,0.20490896701812744,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z287.png
5,195,196,0.20735250413417816,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z196.png
6,296,297,0.2161027491092682,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z297.png
7,295,296,0.2610383927822113,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z296.png
8,297,298,0.26741573214530945,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z298.png
9,210,211,0.27080127596855164,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z211.png
10,289,290,0.27091240882873535,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z290.png
11,288,289,0.27540484070777893,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z289.png
12,204,205,0.29867976903915405,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z205.png
13,276,277,0.30721837282180786,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z277.png
14,222,223,0.31169742345809937,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z223.png
15,290,291,0.3120649755001068,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z291.png
16,284,285,0.3131549656391144,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z285.png
17,294,295,0.3425385057926178,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z295.png
18,274,275,0.35487666726112366,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z275.png
19,282,283,0.3573303818702698,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z283.png
20,275,276,0.363813191652298,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z276.png
21,291,292,0.3671078681945801,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z292.png
22,209,210,0.36942946910858154,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z210.png
23,283,284,0.4073047935962677,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z284.png
24,298,299,0.4792153537273407,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z299.png
25,292,293,0.5378732681274414,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z293.png
26,293,294,0.6331698298454285,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z294.png
