class_no_scaler,class_with_scaler,n_no_scaler,n_with_scaler,overlap_count,jaccard,prototype_mean_abs_diff,prototype_max_abs_diff,spread_mean_abs_diff,spread_max_abs_diff
1,2,52,20,0,0.0,1.7813218832015991,2.633213520050049,0.1943310797214508,0.35725313425064087
2,1,120,183,120,0.6557377049180327,0.18473303318023682,0.23906482756137848,0.2282835990190506,0.3407288193702698
3,4,69,63,63,0.9130434782608695,0.040235962718725204,0.08460646867752075,0.02445017732679844,0.06995809078216553
4,3,59,34,33,0.55,0.17889459431171417,0.42275744676589966,0.08921077102422714,0.18709564208984375
