descriptor,alpha,mean_STD,mean_descriptor,mean_difference,mean_regime_balance,mean_runtime,mean_score
boundary_distance_score_r1_cells,0.0,94.36653137207031,24.48605728149414,0.0,0.0,398.10731389996363,0.41145383616742387
boundary_distance_score_r1_cells,0.25,96.88139343261719,49.443790435791016,0.9215017064846416,0.0,358.02024990000064,0.6214167846220082
boundary_distance_score_r1_cells,0.5,87.734130859375,69.78160858154297,0.9337979094076655,0.0,309.57600930001354,0.6402126838876744
boundary_distance_score_r1_cells,0.75,91.64227294921875,66.06304931640625,0.9278350515463918,0.0,159.5696489000111,0.6448195321190365
boundary_distance_score_r1_cells,1.0,52.74040985107422,80.01551055908203,0.9710743801652892,0.0,91.48698780004634,0.5423535160939996
boundary_distance_score_r3_cells,0.0,94.36653137207031,55.55754470825195,0.0,0.0,398.10731389996363,0.4284404806543693
boundary_distance_score_r3_cells,0.25,87.32256317138672,115.83938598632812,0.9219858156028369,0.0,351.72768389998237,0.6254843747281406
boundary_distance_score_r3_cells,0.5,96.73814392089844,125.86660766601562,0.9297658862876255,0.0,316.76249400002416,0.6757164175790855
boundary_distance_score_r3_cells,0.75,88.14088439941406,135.17022705078125,0.9315068493150684,0.0,179.4315534000052,0.6574239687107601
boundary_distance_score_r3_cells,1.0,93.86407470703125,142.10922241210938,0.9259259259259259,0.0,89.56625090003945,0.6881294702838295
boundary_distance_score_r5_cells,0.0,94.36653137207031,76.25198364257812,0.0,0.0,398.10731389996363,0.4521015165115333
boundary_distance_score_r5_cells,0.25,87.50467681884766,120.62911987304688,0.9247311827956989,0.0,370.8505821999861,0.6246545680334588
boundary_distance_score_r5_cells,0.5,95.85861206054688,135.7786865234375,0.9259259259259259,0.0,311.4478547999752,0.6761046808819865
boundary_distance_score_r5_cells,0.75,92.39990234375,141.50027465820312,0.9169550173010381,0.0,189.1571465000161,0.6697791320027804
boundary_distance_score_r5_cells,1.0,93.690673828125,149.73248291015625,0.9437086092715232,0.0,92.5939870000002,0.6901180196066294
boundary_score,0.0,94.36653137207031,116.15290832519531,0.0,0.0,398.10731389996363,0.5178374105980609
boundary_score,0.25,94.88470458984375,130.5449676513672,0.8975265017667844,0.0,337.1757312999689,0.675198446427229
boundary_score,0.5,91.25471496582031,138.6181640625,0.9772727272727273,0.0,239.17426050000358,0.6854657265990721
boundary_score,0.75,81.37788391113281,126.08621215820312,0.9172661870503597,0.0,203.84045339998556,0.621822716567381
boundary_score,1.0,79.61170196533203,134.8861083984375,0.9459459459459459,0.0,113.65234190004412,0.6326546300436376
interest_map,0.0,94.36653137207031,54.29492950439453,0.0,0.0,398.10731389996363,0.5244608117396133
interest_map,0.25,93.93143463134766,54.568511962890625,0.8518518518518519,0.0,366.8009506999515,0.6515239822857856
interest_map,0.5,87.33991241455078,57.77928161621094,0.9110320284697508,0.0,289.4963438999839,0.6463278352282601
interest_map,0.75,83.14356231689453,60.235084533691406,0.9554794520547946,0.0,279.10742740001297,0.6453233652561813
interest_map,1.0,83.84747314453125,62.332645416259766,0.9666666666666667,0.0,98.40279529994586,0.6569914301297267
