mission_duration_requested_h,descriptor,mean_STD,mean_difference,mean_regime_balance,mean_runtime,success_rate
12.0,boundary_distance_score_r1_cells,84.67294769287109,0.7508418095207976,0.0,263.35204196000706,1.0
12.0,boundary_distance_score_r3_cells,92.08643951416016,0.7418368954262913,0.0,267.11905922000295,1.0
12.0,boundary_distance_score_r5_cells,92.76407928466797,0.7422641470588373,0.0,272.43137687998825,1.0
12.0,boundary_score,88.29910736083984,0.7476022724071635,0.0,258.39002019999316,1.0
12.0,interest_map,88.52578277587891,0.7370059998086128,0.0,286.38296623997155,1.0
