subcluster,n_days,mean_norm,std_spatial_norm,min_norm,max_norm,day_indices
C01a,38,-1.3248257637023926,0.06817436963319778,-1.528570294380188,-1.2020525932312012,123 124 125 126 127 129 130 132 133 137 140 141 142 143 144 145 147 148 149 150 158 159 160 161 162 163 164 165 166 167 181 182 183 184 185 186 187 188
C01b,119,-0.6452911496162415,0.16398723423480988,-0.9825594425201416,-0.34789228439331055,56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 128 146 168 169 170 171 172 173 174 175 176 177 178 179 180 189 190 191 192 193 194 200 201 202 203 204 205 206 207 208 209 210 213 214 215 216 217 218 313 314 315 316 317 318 319 320 321 322 323 324 325 326
