z,filepath,x_index_min,x_index_max,y_index_min,y_index_max,mean_temp,std_temp,min_temp,max_temp,missing_fraction
126,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z126.png,1.0,112.0,1.0,64.0,16.018491744995117,0.08617845922708511,15.706000328063965,16.180116653442383,0.033900669642857095
127,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z127.png,1.0,112.0,1.0,64.0,15.963741302490234,0.20122040808200836,15.402000427246094,16.356000900268555,0.033900669642857095
128,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z128.png,1.0,112.0,1.0,64.0,16.347103118896484,0.23639483749866486,15.652999877929688,16.733999252319336,0.033900669642857095
129,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z129.png,1.0,112.0,1.0,64.0,16.90652847290039,0.23071680963039398,16.14900016784668,17.344280242919922,0.033900669642857095
130,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z130.png,1.0,112.0,1.0,64.0,17.28145980834961,0.19237244129180908,16.655649185180664,17.737333297729492,0.033900669642857095
131,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z131.png,1.0,112.0,1.0,64.0,17.09236717224121,0.22951161861419678,16.478595733642578,17.525981903076172,0.033900669642857095
132,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z132.png,1.0,112.0,1.0,64.0,16.50212287902832,0.5649450421333313,15.277999877929688,17.253847122192383,0.033900669642857095
133,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z133.png,1.0,112.0,1.0,64.0,16.474870681762695,0.5901051759719849,15.234999656677246,17.332181930541992,0.033900669642857095
134,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z134.png,1.0,112.0,1.0,64.0,16.327049255371094,0.5983233451843262,15.116999626159668,17.216999053955078,0.033900669642857095
135,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z135.png,1.0,112.0,1.0,64.0,16.16582489013672,0.5993105173110962,15.08899974822998,17.13800048828125,0.033900669642857095
136,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z136.png,1.0,112.0,1.0,64.0,16.18061065673828,0.5203728675842285,15.217000007629395,17.094999313354492,0.033900669642857095
137,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z137.png,1.0,112.0,1.0,64.0,16.216209411621094,0.4232884645462036,15.361000061035156,17.009000778198242,0.033900669642857095
138,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z138.png,1.0,112.0,1.0,64.0,16.188512802124023,0.414185106754303,15.309000015258789,17.02199935913086,0.033900669642857095
139,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z139.png,1.0,112.0,1.0,64.0,16.168058395385742,0.4423784911632538,15.182000160217285,17.051559448242188,0.033900669642857095
140,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z140.png,1.0,112.0,1.0,64.0,16.151872634887695,0.5038193464279175,14.960000038146973,17.130369186401367,0.033900669642857095
141,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z141.png,1.0,112.0,1.0,64.0,16.323598861694336,0.4827133119106293,15.217891693115234,17.236379623413086,0.033900669642857095
142,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z142.png,1.0,112.0,1.0,64.0,16.443714141845703,0.45054373145103455,15.546513557434082,17.33904457092285,0.033900669642857095
143,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z143.png,1.0,112.0,1.0,64.0,16.034576416015625,0.5627951622009277,14.752568244934082,17.145000457763672,0.033900669642857095
144,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z144.png,1.0,112.0,1.0,64.0,16.151376724243164,0.5382503867149353,14.790595054626465,17.20199966430664,0.033900669642857095
145,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z145.png,1.0,112.0,1.0,64.0,16.81409454345703,0.44357356429100037,15.656514167785645,17.618000030517578,0.033900669642857095
146,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z146.png,1.0,112.0,1.0,64.0,16.63827896118164,0.4476853907108307,15.620513916015625,17.417999267578125,0.033900669642857095
147,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z147.png,1.0,112.0,1.0,64.0,15.899444580078125,0.6352010369300842,14.732999801635742,17.05900001525879,0.033900669642857095
148,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z148.png,1.0,112.0,1.0,64.0,15.600279808044434,0.5647187829017639,14.487756729125977,16.74799919128418,0.033900669642857095
149,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z149.png,1.0,112.0,1.0,64.0,15.61196517944336,0.5445380210876465,14.353513717651367,16.648000717163086,0.033900669642857095
150,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z150.png,1.0,112.0,1.0,64.0,15.731308937072754,0.5314396023750305,14.554298400878906,16.816999435424805,0.033900669642857095
151,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z151.png,1.0,112.0,1.0,64.0,15.898466110229492,0.45215484499931335,14.952108383178711,17.03700065612793,0.033900669642857095
152,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z152.png,1.0,112.0,1.0,64.0,16.212963104248047,0.36030715703964233,15.357999801635742,17.200000762939453,0.033900669642857095
153,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z153.png,1.0,112.0,1.0,64.0,16.792129516601562,0.2616315484046936,16.131999969482422,17.551000595092773,0.033900669642857095
154,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z154.png,1.0,112.0,1.0,64.0,17.45880699157715,0.14258024096488953,17.122163772583008,18.172000885009766,0.033900669642857095
155,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z155.png,1.0,112.0,1.0,64.0,17.844091415405273,0.08834259957075119,17.494810104370117,18.30299949645996,0.033900669642857095
156,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z156.png,1.0,112.0,1.0,64.0,17.900938034057617,0.10797805339097977,17.51613426208496,18.149999618530273,0.033900669642857095
157,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z157.png,1.0,112.0,1.0,64.0,17.346500396728516,0.2212909311056137,16.55699920654297,17.639324188232422,0.033900669642857095
158,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z158.png,1.0,112.0,1.0,64.0,17.447128295898438,0.39874958992004395,16.31999969482422,17.87700080871582,0.033900669642857095
159,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z159.png,1.0,112.0,1.0,64.0,17.675865173339844,0.29449817538261414,16.785999298095703,18.094594955444336,0.033900669642857095
160,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z160.png,1.0,112.0,1.0,64.0,17.89419174194336,0.18033578991889954,17.349000930786133,18.22397232055664,0.033900669642857095
161,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z161.png,1.0,112.0,1.0,64.0,18.063783645629883,0.1624755859375,17.55900001525879,18.42475700378418,0.033900669642857095
162,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z162.png,1.0,112.0,1.0,64.0,17.3916015625,0.25951850414276123,16.540000915527344,17.758190155029297,0.033900669642857095
163,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z163.png,1.0,112.0,1.0,64.0,16.597164154052734,0.5242128372192383,15.451000213623047,17.31800079345703,0.033900669642857095
164,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z164.png,1.0,112.0,1.0,64.0,16.463233947753906,0.5902937650680542,15.206541061401367,17.33799934387207,0.033900669642857095
165,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z165.png,1.0,112.0,1.0,64.0,16.760835647583008,0.5269590020179749,15.694784164428711,17.618000030517578,0.033900669642857095
166,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z166.png,1.0,112.0,1.0,64.0,16.47258758544922,0.523654580116272,15.362000465393066,17.384000778198242,0.033900669642857095
167,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z167.png,1.0,112.0,1.0,64.0,16.76259422302246,0.4794037938117981,15.760405540466309,17.573999404907227,0.033900669642857095
168,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z168.png,1.0,112.0,1.0,64.0,17.00994110107422,0.4344674348831177,16.121973037719727,17.8439998626709,0.033900669642857095
169,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z169.png,1.0,112.0,1.0,64.0,17.32303237915039,0.37831833958625793,16.52194595336914,18.024999618530273,0.033900669642857095
170,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z170.png,1.0,112.0,1.0,64.0,17.60664176940918,0.34356188774108887,16.913999557495117,18.1964054107666,0.033900669642857095
171,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z171.png,1.0,112.0,1.0,64.0,17.223617553710938,0.36969080567359924,16.183000564575195,17.853954315185547,0.033900669642857095
172,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z172.png,1.0,112.0,1.0,64.0,16.779033660888672,0.618783175945282,15.156000137329102,17.804000854492188,0.033900669642857095
173,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z173.png,1.0,112.0,1.0,64.0,16.42400550842285,0.7495214343070984,14.472891807556152,17.763999938964844,0.033900669642857095
174,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z174.png,1.0,112.0,1.0,64.0,16.389774322509766,0.7935773730278015,14.312297821044922,17.780000686645508,0.033900669642857095
175,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z175.png,1.0,112.0,1.0,64.0,16.543312072753906,0.7983102202415466,14.738568305969238,17.909000396728516,0.033900669642857095
176,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z176.png,1.0,112.0,1.0,64.0,16.63800048828125,0.7782491445541382,15.168486595153809,18.018999099731445,0.033900669642857095
177,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z177.png,1.0,112.0,1.0,64.0,17.085084915161133,0.6925824284553528,15.866000175476074,18.381000518798828,0.033900669642857095
178,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z178.png,1.0,112.0,1.0,64.0,17.26857566833496,0.45934826135635376,16.319000244140625,18.327999114990234,0.033900669642857095
179,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z179.png,1.0,112.0,1.0,64.0,17.494247436523438,0.33198082447052,16.68899917602539,18.340999603271484,0.033900669642857095
180,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z180.png,1.0,112.0,1.0,64.0,17.382184982299805,0.3217580020427704,16.55299949645996,18.004783630371094,0.033900669642857095
181,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z181.png,1.0,112.0,1.0,64.0,17.732402801513672,0.3331087827682495,16.95400047302246,18.421756744384766,0.033900669642857095
182,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z182.png,1.0,112.0,1.0,64.0,17.845304489135742,0.33552443981170654,16.999000549316406,18.53524398803711,0.033900669642857095
183,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z183.png,1.0,112.0,1.0,64.0,17.7321720123291,0.48927971720695496,16.424999237060547,18.513999938964844,0.033900669642857095
184,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z184.png,1.0,112.0,1.0,64.0,17.24126625061035,0.7127946019172668,15.51099967956543,18.408000946044922,0.033900669642857095
185,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z185.png,1.0,112.0,1.0,64.0,17.264984130859375,0.7218860387802124,15.659000396728516,18.70786476135254,0.033900669642857095
186,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z186.png,1.0,112.0,1.0,64.0,17.500064849853516,0.7201703786849976,15.968000411987305,19.152910232543945,0.033900669642857095
187,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z187.png,1.0,112.0,1.0,64.0,16.862071990966797,0.9623224139213562,15.065999984741211,18.804000854492188,0.033900669642857095
188,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z188.png,1.0,112.0,1.0,64.0,16.479761123657227,0.9650155305862427,14.653054237365723,18.489999771118164,0.033900669642857095
189,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z189.png,1.0,112.0,1.0,64.0,17.108440399169922,0.8724137544631958,15.389162063598633,18.718000411987305,0.033900669642857095
190,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z190.png,1.0,112.0,1.0,64.0,17.828834533691406,0.7562142014503479,16.02440643310547,18.819000244140625,0.033900669642857095
191,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z191.png,1.0,112.0,1.0,64.0,18.565858840942383,0.6005539298057556,16.718189239501953,19.139999389648438,0.033900669642857095
192,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z192.png,1.0,112.0,1.0,64.0,18.869705200195312,0.5823078751564026,17.1727294921875,19.515352249145508,0.033900669642857095
193,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z193.png,1.0,112.0,1.0,64.0,18.284976959228516,0.7231121063232422,16.695676803588867,19.138883590698242,0.033900669642857095
194,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z194.png,1.0,112.0,1.0,64.0,18.001922607421875,0.7684178948402405,16.104999542236328,19.00581169128418,0.033900669642857095
195,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z195.png,1.0,112.0,1.0,64.0,18.263647079467773,0.6090906858444214,16.572999954223633,19.109189987182617,0.033900669642857095
196,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z196.png,1.0,112.0,1.0,64.0,18.979406356811523,0.34637129306793213,17.780675888061523,19.623811721801758,0.033900669642857095
197,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z197.png,1.0,112.0,1.0,64.0,18.844005584716797,0.2518463730812073,17.926864624023438,19.343000411987305,0.033900669642857095
198,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z198.png,1.0,112.0,1.0,64.0,18.513059616088867,0.5466268062591553,17.13599967956543,19.32200050354004,0.033900669642857095
199,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z199.png,1.0,112.0,1.0,64.0,18.392242431640625,0.7130846381187439,16.55299949645996,19.389999389648438,0.033900669642857095
200,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z200.png,1.0,112.0,1.0,64.0,18.4077205657959,0.8615530729293823,16.288000106811523,19.5049991607666,0.033900669642857095
201,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z201.png,1.0,112.0,1.0,64.0,18.897701263427734,0.8027036190032959,16.80500030517578,19.908000946044922,0.033900669642857095
202,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z202.png,1.0,112.0,1.0,64.0,18.204452514648438,0.8909832835197449,16.20599937438965,19.43000030517578,0.033900669642857095
203,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z203.png,1.0,112.0,1.0,64.0,17.793800354003906,0.8955830931663513,16.107999801635742,19.13800048828125,0.033900669642857095
204,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z204.png,1.0,112.0,1.0,64.0,18.30254554748535,0.7024984955787659,16.94499969482422,19.51099967956543,0.033900669642857095
205,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z205.png,1.0,112.0,1.0,64.0,18.784570693969727,0.5275183916091919,17.79199981689453,19.88599967956543,0.033900669642857095
206,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z206.png,1.0,112.0,1.0,64.0,18.1906795501709,0.4317646324634552,17.165000915527344,19.152000427246094,0.033900669642857095
207,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z207.png,1.0,112.0,1.0,64.0,17.423385620117188,0.6133794784545898,15.88599967956543,18.445999145507812,0.033900669642857095
208,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z208.png,1.0,112.0,1.0,64.0,17.577844619750977,0.6246103048324585,16.118999481201172,18.573999404907227,0.033900669642857095
209,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z209.png,1.0,112.0,1.0,64.0,18.220003128051758,0.5243896842002869,16.999000549316406,19.121000289916992,0.033900669642857095
210,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z210.png,1.0,112.0,1.0,64.0,18.47862434387207,0.35301926732063293,17.618000030517578,19.267000198364258,0.033900669642857095
211,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z211.png,1.0,112.0,1.0,64.0,18.947017669677734,0.3411553204059601,17.727514266967773,19.538999557495117,0.033900669642857095
212,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z212.png,1.0,112.0,1.0,64.0,19.621349334716797,0.2873985767364502,18.569351196289062,20.104000091552734,0.033900669642857095
213,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z213.png,1.0,112.0,1.0,64.0,19.12864112854004,0.6040345430374146,17.275999069213867,19.718000411987305,0.033900669642857095
214,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z214.png,1.0,112.0,1.0,64.0,18.345685958862305,0.9368703365325928,16.14900016784668,19.429000854492188,0.033900669642857095
215,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z215.png,1.0,112.0,1.0,64.0,17.810441970825195,1.062209129333496,15.605999946594238,19.256999969482422,0.033900669642857095
216,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z216.png,1.0,112.0,1.0,64.0,17.54129981994629,1.027275562286377,15.461000442504883,19.097000122070312,0.033900669642857095
217,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z217.png,1.0,112.0,1.0,64.0,17.462451934814453,1.0165727138519287,15.40999984741211,18.986000061035156,0.033900669642857095
218,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z218.png,1.0,112.0,1.0,64.0,17.616374969482422,1.0261468887329102,15.6899995803833,19.135000228881836,0.033900669642857095
219,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z219.png,1.0,112.0,1.0,64.0,17.56319808959961,0.9802742600440979,15.744999885559082,19.031999588012695,0.033900669642857095
220,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z220.png,1.0,112.0,1.0,64.0,17.39019203186035,0.8968676328659058,15.718000411987305,18.81999969482422,0.033900669642857095
221,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z221.png,1.0,112.0,1.0,64.0,17.437339782714844,0.7595652937889099,15.973999977111816,18.849000930786133,0.033900669642857095
222,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z222.png,1.0,112.0,1.0,64.0,17.96213150024414,0.6055393218994141,16.711999893188477,19.173999786376953,0.033900669642857095
223,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z223.png,1.0,112.0,1.0,64.0,18.641366958618164,0.5064848065376282,17.636999130249023,19.840999603271484,0.033900669642857095
224,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z224.png,1.0,112.0,1.0,64.0,18.562917709350586,0.5888314247131348,17.06800079345703,19.55699920654297,0.033900669642857095
225,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z225.png,1.0,112.0,1.0,64.0,18.977628707885742,0.7059068083763123,17.187000274658203,19.945999145507812,0.033900669642857095
226,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z226.png,1.0,112.0,1.0,64.0,18.591814041137695,0.6597265601158142,16.97599983215332,19.444631576538086,0.033900669642857095
227,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z227.png,1.0,112.0,1.0,64.0,17.98380470275879,0.8851569890975952,16.200000762939453,19.097000122070312,0.033900669642857095
228,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z228.png,1.0,112.0,1.0,64.0,17.80290412902832,0.9838703870773315,16.011999130249023,19.11199951171875,0.033900669642857095
229,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z229.png,1.0,112.0,1.0,64.0,17.473695755004883,1.020256757736206,15.630999565124512,19.11199951171875,0.033900669642857095
230,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z230.png,1.0,112.0,1.0,64.0,17.29649543762207,1.0399930477142334,15.461000442504883,19.211999893188477,0.033900669642857095
231,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z231.png,1.0,112.0,1.0,64.0,17.19786262512207,0.9629834294319153,15.45300006866455,19.099000930786133,0.033900669642857095
232,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z232.png,1.0,112.0,1.0,64.0,16.921785354614258,0.9088879823684692,15.178999900817871,18.84600067138672,0.033900669642857095
233,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z233.png,1.0,112.0,1.0,64.0,16.92241859436035,0.8358474373817444,15.342000007629395,18.486000061035156,0.033900669642857095
234,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z234.png,1.0,112.0,1.0,64.0,17.017648696899414,0.808225154876709,15.571000099182129,18.382999420166016,0.033900669642857095
235,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z235.png,1.0,112.0,1.0,64.0,17.257659912109375,0.7580585479736328,15.987000465393066,18.604999542236328,0.033900669642857095
236,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z236.png,1.0,112.0,1.0,64.0,17.4665584564209,0.6448032855987549,16.253999710083008,18.617000579833984,0.033900669642857095
237,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z237.png,1.0,112.0,1.0,64.0,16.7821044921875,0.6530106663703918,15.487000465393066,18.038999557495117,0.033900669642857095
238,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z238.png,1.0,112.0,1.0,64.0,16.635948181152344,0.6610870361328125,15.5,17.974000930786133,0.033900669642857095
239,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z239.png,1.0,112.0,1.0,64.0,16.80389404296875,0.6360004544258118,15.680000305175781,18.138999938964844,0.033900669642857095
240,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z240.png,1.0,112.0,1.0,64.0,17.186054229736328,0.5702387094497681,16.007999420166016,18.316936492919922,0.033900669642857095
241,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z241.png,1.0,112.0,1.0,64.0,17.31901741027832,0.44105786085128784,16.260000228881836,18.20800018310547,0.033900669642857095
242,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z242.png,1.0,112.0,1.0,64.0,17.463104248046875,0.3479873538017273,16.472000122070312,18.08300018310547,0.033900669642857095
243,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z243.png,1.0,112.0,1.0,64.0,17.61731719970703,0.3090039789676666,16.62299919128418,18.058000564575195,0.033900669642857095
244,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z244.png,1.0,112.0,1.0,64.0,17.64084243774414,0.36573415994644165,16.548999786376953,18.124000549316406,0.033900669642857095
245,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z245.png,1.0,112.0,1.0,64.0,17.470748901367188,0.4378877878189087,16.277999877929688,17.95199966430664,0.033900669642857095
246,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z246.png,1.0,112.0,1.0,64.0,16.542713165283203,0.5836644768714905,15.35099983215332,17.26099967956543,0.033900669642857095
247,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z247.png,1.0,112.0,1.0,64.0,16.03646469116211,0.5955496430397034,14.843999862670898,17.038000106811523,0.033900669642857095
248,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z248.png,1.0,112.0,1.0,64.0,15.620394706726074,0.5551542639732361,14.444999694824219,16.68400001525879,0.033900669642857095
249,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z249.png,1.0,112.0,1.0,64.0,15.764491081237793,0.5603064298629761,14.647000312805176,16.83799934387207,0.033900669642857095
250,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z250.png,1.0,112.0,1.0,64.0,16.09528350830078,0.5224648714065552,15.190999984741211,17.069000244140625,0.033900669642857095
251,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z251.png,1.0,112.0,1.0,64.0,16.229679107666016,0.45127394795417786,15.427000045776367,17.277000427246094,0.033900669642857095
252,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z252.png,1.0,112.0,1.0,64.0,16.373266220092773,0.4115031659603119,15.628000259399414,17.395000457763672,0.033900669642857095
253,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z253.png,1.0,112.0,1.0,64.0,16.370668411254883,0.3996298611164093,15.416999816894531,17.485000610351562,0.033900669642857095
254,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z254.png,1.0,112.0,1.0,64.0,16.03447723388672,0.38354313373565674,14.970000267028809,17.201000213623047,0.033900669642857095
255,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z255.png,1.0,112.0,1.0,64.0,15.5758638381958,0.5347405076026917,14.515999794006348,16.538999557495117,0.033900669642857095
256,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z256.png,1.0,112.0,1.0,64.0,15.485957145690918,0.6153327226638794,14.545000076293945,16.648000717163086,0.033900669642857095
257,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z257.png,1.0,112.0,1.0,64.0,15.795621871948242,0.5949376821517944,14.904999732971191,16.87505340576172,0.033900669642857095
