z,filepath,x_index_min,x_index_max,y_index_min,y_index_max,mean_temp,std_temp,min_temp,max_temp,missing_fraction
65,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z065.png,1.0,112.0,1.0,64.0,14.727123260498047,0.0956566110253334,14.571343421936035,15.020000457763672,0.033900669642857095
66,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z066.png,1.0,112.0,1.0,64.0,14.734673500061035,0.1042872741818428,14.567999839782715,14.972999572753906,0.033900669642857095
67,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z067.png,1.0,112.0,1.0,64.0,14.717633247375488,0.08885009586811066,14.549036026000977,14.866000175476074,0.033900669642857095
68,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z068.png,1.0,112.0,1.0,64.0,14.66144847869873,0.08324994891881943,14.47599983215332,14.783026695251465,0.033900669642857095
69,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z069.png,1.0,112.0,1.0,64.0,14.59347915649414,0.08654206991195679,14.39900016784668,14.741162300109863,0.033900669642857095
70,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z070.png,1.0,112.0,1.0,64.0,14.66342830657959,0.0998033881187439,14.428999900817871,14.823820114135742,0.033900669642857095
71,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z071.png,1.0,112.0,1.0,64.0,14.765666007995605,0.12397009879350662,14.46399974822998,14.970000267028809,0.033900669642857095
72,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z072.png,1.0,112.0,1.0,64.0,14.661347389221191,0.06158304959535599,14.491000175476074,14.881999969482422,0.033900669642857095
73,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z073.png,1.0,112.0,1.0,64.0,14.709598541259766,0.04749240353703499,14.636361122131348,14.967000007629395,0.033900669642857095
74,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z074.png,1.0,112.0,1.0,64.0,14.92888069152832,0.0942833200097084,14.656396865844727,15.188963890075684,0.033900669642857095
75,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z075.png,1.0,112.0,1.0,64.0,15.131627082824707,0.08820677548646927,14.885469436645508,15.294864654541016,0.033900669642857095
76,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z076.png,1.0,112.0,1.0,64.0,15.26408576965332,0.09461190551519394,15.100234031677246,15.470999717712402,0.033900669642857095
77,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z077.png,1.0,112.0,1.0,64.0,15.376553535461426,0.07586199045181274,15.174135208129883,15.586207389831543,0.033900669642857095
78,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z078.png,1.0,112.0,1.0,64.0,15.232145309448242,0.16008535027503967,14.755999565124512,15.48765754699707,0.033900669642857095
79,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z079.png,1.0,112.0,1.0,64.0,15.101923942565918,0.22155921161174774,14.534000396728516,15.395999908447266,0.033900669642857095
80,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z080.png,1.0,112.0,1.0,64.0,14.844828605651855,0.20417296886444092,14.441514015197754,15.182000160217285,0.033900669642857095
81,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z081.png,1.0,112.0,1.0,64.0,14.909485816955566,0.1727696657180786,14.520541191101074,15.244000434875488,0.033900669642857095
82,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z082.png,1.0,112.0,1.0,64.0,14.92121410369873,0.16244646906852722,14.505000114440918,15.248000144958496,0.033900669642857095
83,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z083.png,1.0,112.0,1.0,64.0,14.935286521911621,0.17911435663700104,14.428000450134277,15.206000328063965,0.033900669642857095
84,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z084.png,1.0,112.0,1.0,64.0,14.815408706665039,0.23214368522167206,14.15999984741211,15.123000144958496,0.033900669642857095
85,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z085.png,1.0,112.0,1.0,64.0,14.612682342529297,0.23011374473571777,13.963000297546387,14.947999954223633,0.033900669642857095
86,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z086.png,1.0,112.0,1.0,64.0,14.510636329650879,0.19777727127075195,13.946000099182129,14.873000144958496,0.033900669642857095
