date,temp_mean,temp_std,temp_min,temp_max,temp_range,std_mean,std_std,std_min,std_max,std_p50,std_p99,valid_cells,nan_cells,valid_fraction,temp_gradient_mean,temp_gradient_max
2024-10-20,19.22994041442871,0.3292483985424042,18.442949295043945,19.682199478149414,1.2392501831054688,0.04367980360984802,0.02755807340145111,0.004827999975532293,0.12411999702453613,0.035259999334812164,0.10625461488962173,8004,420,0.9501424501424501,0.02427089987343092,0.1250001218322129
2024-10-21,19.434940338134766,0.2824104130268097,18.675350189208984,19.761850357055664,1.0865001678466797,0.027171719819307327,0.0215741153806448,0.003287999890744686,0.10565099865198135,0.020045001059770584,0.08537767827510834,8004,420,0.9501424501424501,0.019870019638539828,0.12639706341863677
2024-10-22,19.498138427734375,0.26430317759513855,18.731700897216797,19.766550064086914,1.0348491668701172,0.02148340456187725,0.018289882689714432,0.002572000026702881,0.09885299950838089,0.014179999940097332,0.07564066350460052,8004,420,0.9501424501424501,0.01882118688463644,0.10168250899412255
2024-10-23,19.257413864135742,0.31241682171821594,18.320199966430664,19.61520004272461,1.2950000762939453,0.034053727984428406,0.019345439970493317,0.007639000192284584,0.11308500170707703,0.02780750021338463,0.0898672491312027,8004,420,0.9501424501424501,0.023797602751383363,0.11443494091717317
2024-10-24,19.261375427246094,0.3378217816352844,18.52924919128418,19.679349899291992,1.1501007080078125,0.028281455859541893,0.015185359865427017,0.005071999970823526,0.07951799780130386,0.026893500238656998,0.06399349123239517,8004,420,0.9501424501424501,0.02413196824826978,0.0901069101766912
2024-10-25,19.188901901245117,0.33653202652931213,18.516250610351562,19.621700286865234,1.1054496765136719,0.02700415626168251,0.010575964115560055,0.006887999828904867,0.06816399842500687,0.027145501226186752,0.05252537131309509,8004,420,0.9501424501424501,0.022672290486943074,0.08631367120939618
2024-10-26,18.883230209350586,0.31517279148101807,18.309600830078125,19.389949798583984,1.0803489685058594,0.026082685217261314,0.004613384138792753,0.012168999761343002,0.04847799986600876,0.025986000895500183,0.03720974177122116,8004,420,0.9501424501424501,0.023147517160244293,0.08455374483405054
2024-10-27,18.482473373413086,0.30697840452194214,17.831249237060547,19.07295036315918,1.2417011260986328,0.02663264237344265,0.005032795947045088,0.011882999911904335,0.044186998158693314,0.026682499796152115,0.03797103837132454,8004,420,0.9501424501424501,0.024762655966680574,0.08908094052227356
2024-10-28,18.19293785095215,0.3492230772972107,17.50040054321289,18.78059959411621,1.2801990509033203,0.04354339838027954,0.011134881526231766,0.008190000429749489,0.08789800107479095,0.04417699947953224,0.06641963869333267,8004,420,0.9501424501424501,0.027672669641044183,0.11533405275286301
2024-10-29,17.949243545532227,0.3876833915710449,17.17984962463379,18.599050521850586,1.4192008972167969,0.06144613027572632,0.018570562824606895,0.010468999855220318,0.1067890003323555,0.06521549820899963,0.0946132242679596,8004,420,0.9501424501424501,0.030363753801438575,0.12228873219497273
2024-10-30,17.78041648864746,0.4038681387901306,16.959999084472656,18.498449325561523,1.5384502410888672,0.06713239848613739,0.025319408625364304,0.008806999772787094,0.1480019986629486,0.07232999801635742,0.1118960753083229,8004,420,0.9501424501424501,0.03060523394573819,0.15065502503579603
2024-10-31,17.679012298583984,0.3808436095714569,16.864200592041016,18.396650314331055,1.532449722290039,0.06761812418699265,0.026633713394403458,0.009494000114500523,0.16625599563121796,0.07017900049686432,0.11919628083705902,8004,420,0.9501424501424501,0.0288662853205895,0.1571886612390041
