date,temp_mean,temp_std,temp_min,temp_max,temp_range,std_mean,std_std,std_min,std_max,std_p50,std_p99,valid_cells,nan_cells,valid_fraction,temp_gradient_mean,temp_gradient_max
2024-10-01,18.201961517333984,0.29364657402038574,17.659000396728516,18.697399139404297,1.0383987426757812,0.02350148931145668,0.013788609765470028,0.00496899988502264,0.09054200351238251,0.018478501588106155,0.06941227614879608,8004,420,0.9501424501424501,0.017737780882257248,0.07055510017486485
2024-10-02,18.412485122680664,0.2570211887359619,17.902799606323242,18.826749801635742,0.9239501953125,0.015352022834122181,0.004659939091652632,0.004954000003635883,0.034853000193834305,0.015711501240730286,0.025803910568356514,8004,420,0.9501424501424501,0.015745078286103775,0.07208658497321585
2024-10-03,18.45145034790039,0.1791774481534958,18.074249267578125,18.746749877929688,0.6725006103515625,0.014459570869803429,0.003738917876034975,0.005307000130414963,0.027134999632835388,0.014666000381112099,0.022561820223927498,8004,420,0.9501424501424501,0.015071439911640552,0.06799586761979205
2024-10-04,18.423067092895508,0.15013381838798523,18.05229949951172,18.694599151611328,0.6422996520996094,0.013664285652339458,0.0030507524497807026,0.005683000199496746,0.023645000532269478,0.013678000308573246,0.02054893970489502,8004,420,0.9501424501424501,0.014283773843322006,0.07377615882292536
2024-10-05,18.490440368652344,0.13194651901721954,18.156949996948242,18.718900680541992,0.56195068359375,0.012406752444803715,0.003811483271420002,0.0038660001009702682,0.02637300081551075,0.012364000082015991,0.02087399922311306,8004,420,0.9501424501424501,0.013012843262310152,0.05658102568181276
2024-10-06,18.320215225219727,0.14427095651626587,18.012849807739258,18.6158504486084,0.6030006408691406,0.015094434842467308,0.0027899574488401413,0.006202000193297863,0.026613999158143997,0.015126500278711319,0.021607249975204468,8004,420,0.9501424501424501,0.01444378729410369,0.050991228936238864
2024-10-07,18.075387954711914,0.12947681546211243,17.83919906616211,18.548450469970703,0.7092514038085938,0.016550209373235703,0.0023577429819852114,0.0076500000432133675,0.02588300034403801,0.016462000086903572,0.0223907008767128,8004,420,0.9501424501424501,0.014767146773806066,0.06662940632975158
2024-10-08,18.051618576049805,0.18154029548168182,17.764850616455078,18.940500259399414,1.175649642944336,0.0159975066781044,0.005206848494708538,0.008123000152409077,0.08701399713754654,0.01534849964082241,0.041077762842178345,8004,420,0.9501424501424501,0.016712585486811347,0.1505757789144858
2024-10-09,18.025501251220703,0.2426755279302597,17.7185001373291,18.96834945678711,1.2498493194580078,0.015087703242897987,0.00784316472709179,0.006771999876946211,0.08420299738645554,0.013142500072717667,0.05644064024090767,8004,420,0.9501424501424501,0.017123450238902414,0.09811378398978876
2024-10-10,17.866792678833008,0.26913923025131226,17.448749542236328,18.606599807739258,1.1578502655029297,0.014816091395914555,0.0036332341842353344,0.006748000159859657,0.03646000102162361,0.014108499512076378,0.025545919314026833,8004,420,0.9501424501424501,0.018761178033995303,0.09026444130446394
2024-10-11,18.09984016418457,0.19911104440689087,17.803049087524414,18.616600036621094,0.8135509490966797,0.01591937243938446,0.005372271407395601,0.006068999879062176,0.039795998483896255,0.014557000249624252,0.029091550037264824,8004,420,0.9501424501424501,0.017512130585410183,0.07700373887097878
2024-10-12,18.15418815612793,0.20843467116355896,17.74614906311035,18.757600784301758,1.0114517211914062,0.01858736388385296,0.006408031098544598,0.0048489999026060104,0.056481000036001205,0.018823999911546707,0.037113238126039505,8004,420,0.9501424501424501,0.018219061903392668,0.07591384936771751
2024-10-13,18.487060546875,0.24203184247016907,17.976600646972656,19.1960506439209,1.2194499969482422,0.030973656103014946,0.014217134565114975,0.008119000121951103,0.07912299782037735,0.025065500289201736,0.07035990804433823,8004,420,0.9501424501424501,0.022056845003410288,0.14073678971574977
2024-10-14,18.945619583129883,0.25411659479141235,18.458099365234375,19.380199432373047,0.9221000671386719,0.05182219669222832,0.011756625957787037,0.01783199980854988,0.08607300370931625,0.05313950031995773,0.07468367367982864,8004,420,0.9501424501424501,0.0287343252508684,0.1357002467443985
2024-10-15,19.121707916259766,0.22684705257415771,18.63319969177246,19.475549697875977,0.8423500061035156,0.05576450750231743,0.01104772835969925,0.02411399967968464,0.09082099795341492,0.056412000209093094,0.07997646182775497,8004,420,0.9501424501424501,0.02818467431533534,0.12350900146114041
2024-10-16,18.945024490356445,0.23372560739517212,18.396299362182617,19.45425033569336,1.0579509735107422,0.05707211792469025,0.00995902344584465,0.020587999373674393,0.0920180007815361,0.05765650048851967,0.07948236912488937,8004,420,0.9501424501424501,0.02908088676545151,0.12633735259550447
2024-10-17,19.044469833374023,0.3107953667640686,18.394500732421875,19.591049194335938,1.1965484619140625,0.05284135416150093,0.012827415950596333,0.017330000177025795,0.0967240035533905,0.05363300070166588,0.07982858270406723,8004,420,0.9501424501424501,0.02803756213047433,0.12197941989236301
2024-10-18,18.99555206298828,0.35611602663993835,18.29104995727539,19.521949768066406,1.2308998107910156,0.05279802531003952,0.014367274940013885,0.01574300043284893,0.10429800301790237,0.05372549965977669,0.08298855274915695,8004,420,0.9501424501424501,0.0287159960561475,0.13339697670108933
2024-10-19,19.10057258605957,0.3528876006603241,18.381799697875977,19.63479995727539,1.253000259399414,0.050339147448539734,0.022578386589884758,0.007683999836444855,0.1102290004491806,0.047168999910354614,0.09616313129663467,8004,420,0.9501424501424501,0.027421130659889992,0.11305460233871033
