day_index,date,png_path,clean_png_path,min,max,mean,std,p50,p99,finite_count,nan_count
1,2024-10-01,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\01_2024-10-01_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\01_2024-10-01_TEMPpred_roi_x490_clean.png,17.659000396728516,18.697399139404297,18.201961517333984,0.29364657402038574,18.179676055908203,18.674396514892578,8004,420
2,2024-10-02,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\02_2024-10-02_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\02_2024-10-02_TEMPpred_roi_x490_clean.png,17.902799606323242,18.826749801635742,18.412485122680664,0.2570211887359619,18.44402503967285,18.789939880371094,8004,420
3,2024-10-03,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\03_2024-10-03_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\03_2024-10-03_TEMPpred_roi_x490_clean.png,18.074249267578125,18.746749877929688,18.45145034790039,0.1791774481534958,18.477075576782227,18.7096004486084,8004,420
4,2024-10-04,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\04_2024-10-04_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\04_2024-10-04_TEMPpred_roi_x490_clean.png,18.05229949951172,18.694599151611328,18.423067092895508,0.15013381838798523,18.443899154663086,18.660388946533203,8004,420
5,2024-10-05,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\05_2024-10-05_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\05_2024-10-05_TEMPpred_roi_x490_clean.png,18.156949996948242,18.718900680541992,18.490440368652344,0.13194651901721954,18.506175994873047,18.691539764404297,8004,420
6,2024-10-06,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\06_2024-10-06_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\06_2024-10-06_TEMPpred_roi_x490_clean.png,18.012849807739258,18.6158504486084,18.320215225219727,0.14427095651626587,18.34320068359375,18.587646484375,8004,420
7,2024-10-07,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\07_2024-10-07_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\07_2024-10-07_TEMPpred_roi_x490_clean.png,17.83919906616211,18.548450469970703,18.075387954711914,0.12947681546211243,18.064550399780273,18.428592681884766,8004,420
8,2024-10-08,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\08_2024-10-08_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\08_2024-10-08_TEMPpred_roi_x490_clean.png,17.764850616455078,18.940500259399414,18.051618576049805,0.18154029548168182,18.02257537841797,18.699857711791992,8004,420
9,2024-10-09,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\09_2024-10-09_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\09_2024-10-09_TEMPpred_roi_x490_clean.png,17.7185001373291,18.96834945678711,18.025501251220703,0.2426755279302597,17.961925506591797,18.78639793395996,8004,420
10,2024-10-10,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily\10_2024-10-10_TEMPpred_roi_x490.png,C:\Users\pedro\Documents\Filipa_dados\results\october_surface_temppred_std_roi_x490_20260511_155923\temppred_roi_x490_daily_clean\10_2024-10-10_TEMPpred_roi_x490_clean.png,17.448749542236328,18.606599807739258,17.866792678833008,0.26913923025131226,17.787900924682617,18.543737411499023,8004,420
