separation_distance,sd_fraction_of_max,max_merge_distance,number_of_classes,class_sizes,min_class_size,mean_class_size,max_class_size,singleton_count,mean_icv,std_icv,icv_per_class,behavior_label,behavior_reason,output_dir
313.11002410932457,0.3,1043.7000803644153,5,"[66, 117, 20, 34, 63]",20,60.0,117,0,1601.5348876953126,492.1612146847112,"[991.7652587890625, 1526.7357177734375, 2071.759521484375, 1165.7445068359375, 2251.66943359375]",plausivel,sem sinais fortes de fragmentacao/mistura,results/fossum/canonical_dictionary_seed_sweep/regen_seed11_20260403/raw_global_runs/seed011/w72_h40_xds04_seed11_scalerON_canonical_probe_seed011/sd_30pct
