distance_rank_asc,image_idx_0_based,image_z_1_based,distance_to_prototype_rmse_norm,png_path
1,274,275,0.12119200825691223,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z275.png
2,276,277,0.12146405130624771,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z277.png
3,275,276,0.12259043753147125,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z276.png
4,284,285,0.12316912412643433,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z285.png
5,268,269,0.14424288272857666,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z269.png
6,269,270,0.1461055427789688,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z270.png
7,277,278,0.14662615954875946,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z278.png
8,273,274,0.15422114729881287,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z274.png
9,267,268,0.16383446753025055,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z268.png
10,209,210,0.18402738869190216,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z210.png
11,283,284,0.22561821341514587,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z284.png
12,298,299,0.23314836621284485,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z299.png
13,282,283,0.2483358085155487,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z283.png
14,205,206,0.2537800371646881,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z206.png
15,197,198,0.2852374315261841,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z198.png
16,222,223,0.2859124541282654,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z223.png
17,285,286,0.2881631851196289,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z286.png
18,297,298,0.29624393582344055,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z298.png
19,223,224,0.3092387616634369,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z224.png
20,278,279,0.3213423490524292,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z279.png
21,196,197,0.32917559146881104,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z197.png
22,281,282,0.33758512139320374,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z282.png
23,190,191,0.3580491542816162,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z191.png
24,279,280,0.36387062072753906,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z280.png
25,225,226,0.376428484916687,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z226.png
26,204,205,0.37945055961608887,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z205.png
27,280,281,0.394966721534729,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z281.png
28,155,156,0.4056078791618347,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z156.png
29,287,288,0.417849063873291,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z288.png
30,210,211,0.4337335526943207,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z211.png
31,195,196,0.4377697706222534,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z196.png
32,154,155,0.4481593072414398,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z155.png
33,286,287,0.45722970366477966,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z287.png
34,191,192,0.462823748588562,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z192.png
35,296,297,0.48305055499076843,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z297.png
36,295,296,0.55846107006073,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z296.png
37,224,225,0.5660505890846252,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z225.png
38,289,290,0.5694713592529297,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z290.png
39,288,289,0.5864459276199341,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z289.png
40,243,244,0.5932439565658569,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z244.png
41,290,291,0.6021339893341064,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z291.png
42,242,243,0.6077573299407959,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z243.png
43,212,213,0.6148640513420105,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z213.png
44,261,262,0.6216609477996826,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z262.png
45,294,295,0.6476306319236755,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z295.png
46,291,292,0.671160101890564,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z292.png
47,153,154,0.7208163738250732,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z154.png
48,241,242,0.723030686378479,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z242.png
49,161,162,0.770406186580658,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z162.png
50,156,157,0.8029417991638184,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z157.png
51,240,241,0.8400943279266357,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z241.png
52,129,130,0.8525692224502563,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z130.png
53,292,293,0.857130229473114,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z293.png
54,211,212,0.9065807461738586,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z212.png
55,293,294,0.9540067315101624,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z294.png
56,239,240,0.9601279497146606,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z240.png
57,130,131,0.9925722479820251,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z131.png
